ref_Region;internalID;Label;Tipo;Cardinalidad;Rango;ref_Label;ref_START;START_ex;ref_END;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain;rowID
RPL;Correo_9000042;Estafeta de correo de Rocha;Estafeta de correo;Estafeta;4;Rocha;1111;not_after;9999;not_after;;AGI_Correos;;Montevideo;Montevideo;Correo;1104
RPL;Correo_9000046;Estafeta de correo de Yapeyú;Estafeta de correo;Estafeta;4;Yapeyú;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1105
RPL;Correo_9000048;Estafeta de correo de Espinillo;Estafeta de correo;Estafeta;4;Espinillo;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1106
RPL;Correo_9000056;Estafeta de correo de La Bajada;Estafeta de correo;Estafeta;4;La Bajada;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1107
RPL;Correo_9000058;Estafeta de correo de Rosario;Estafeta de correo;Estafeta;4;Rosario;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1108
RPL;Correo_9000083;Estafeta de correo de Belen;Estafeta de correo;Estafeta;4;Belen;1111;not_after;9999;not_after;;AGI_Correos;;Montevideo;Montevideo;Correo;1109
RPL;Correo_9000129;Estafeta de correo de San Nicolás;Estafeta de correo;Estafeta;4;San Nicolás;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1110
RPL;Correo_9000130;Estafeta de correo de San Pedro;Estafeta de correo;Estafeta;4;San Pedro;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1111
RPL;Correo_9000132;Estafeta de correo de Gualeguay;Estafeta de correo;Estafeta;4;Gualeguay;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1112
RPL;Correo_9000133;Estafeta de correo de Paysandu;Estafeta de correo;Estafeta;4;Paysandu;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1113
RPL;Correo_9000134;Estafeta de correo de Viboras;Estafeta de correo;Estafeta;4;Viboras;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1114
RPL;Correo_9000136;Estafeta de correo de Minas;Estafeta de correo;Estafeta;4;Minas;1111;;9999;;;AGI_Correos;;Montevideo;Buenos Aires;Correo;1115
RPL;Correo_9000136;Estafeta de correo de Minas;Estafeta de correo;Estafeta;4;Minas;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1116
RPL;Correo_9000154;Estafeta de correo de Mercedes;Estafeta de correo;Estafeta;4;Mercedes;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1117
RPL;Correo_9000158;Estafeta de correo de Mandisovi;Estafeta de correo;Estafeta;4;Mandisovi;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1118
RPL;Correo_9000182;Estafeta de correo de San Carlos;Estafeta de correo;Estafeta;4;San Carlos;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1119
RPL;Correo_9000195;Estafeta de correo de Itapua;Estafeta de correo;Estafeta;4;Itapua;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1120
RPL;Correo_9000250;Estafeta de correo de La Carolina;Estafeta de correo;Estafeta;4;La Carolina;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1121
RPL;Correo_9000344;Estafeta de correo de Vacas;Estafeta de correo;Estafeta;4;Vacas;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1122
RPL;Correo_9000477;Estafeta de correo de Villarrica;Estafeta de correo;Estafeta;4;Villarrica;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1123
RPL;Correo_9000658;Estafeta de correo de Santa Teresa;Estafeta de correo;Estafeta;4;Santa Teresa;1111;;9999;;;AGI_Correos;;Montevideo;Buenos Aires;Correo;1124
RPL;Correo_9000658;Estafeta de correo de Santa Teresa;Estafeta de correo;Estafeta;4;Santa Teresa;1111;;9999;;;AGI_Correos;;Montevideo;Montevideo;Correo;1125
RPL;Correo_9000729;Estafeta de correo de Santa Lucía;Estafeta de correo;Estafeta;4;Santa Lucía;1111;not_after;9999;not_after;;AGI_Correos;;Buenos Aires;Buenos Aires;Correo;1126
PER;Correo_9900718;Estafeta de correo de Santa Catalina;Estafeta de correo;Estafeta;4;Santa Catalina;1111;;9999;;;AGI_Correos;;Lima;Lima;Correo;1127
NES;Correo_1000931;Estafeta de correo de Jonacatepec;Estafeta de correo;Estafeta;4;Jonacatepec;1111;;9999;;solo 3 cuentas: 1782, 1784, 1795;AGI_Correos;;Mexico;Mexico;Correo;1128
NES;Correo_Sauceda;Estafeta de correo de Sauceda;Estafeta de correo;Estafeta;4;Sauceda;1111;;9999;;dos candidatos de igual probabilidad;AGI_Correos;;Mexico;Mexico;Correo;1129
NES;Correo_1000000;Estafeta de correo de Llerena;Estafeta de correo;Estafeta;4;Llerena;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1130
NES;Correo_1001473;Estafeta de correo de Tepecuacilco;Estafeta de correo;Estafeta;4;Tepecuacilco;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1131
NES;Correo_Reyes;Estafeta de correo de Los Santos Reyes;Estafeta de correo;Estafeta;4;Los Santos Reyes;1111;;9999;;probablemente Teremendo o posiblemente Tirindaro o Pomaro;AGI_Correos;;Mexico;Mexico;Correo;1132
CHL;Correo_7000483;Estafeta de correo de Cogoti;Estafeta de correo;Estafeta;4;Cogoti;1111;;9999;;;AGI_Correos;;Santiago;Santiago;Correo;1133
GDJ;Correo_9900045;Estafeta de correo de Real de la Santísima Trinidad;Estafeta de correo;Estafeta;4;Real de la Santísima Trinidad;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1134
GDJ;Correo_9900250;Estafeta de correo de Hacienda Carmen;Estafeta de correo;Estafeta;4;Hacienda Carmen;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1135
GDJ;Correo_9900288;Estafeta de correo de Coahuila;Estafeta de correo;Estafeta;4;Coahuila;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1136
RPL;Correo_9900667;Estafeta de correo de Real de San Carlos;Estafeta de correo;Estafeta;4;Real de San Carlos;1111;;9999;;;AGI_Correos;;Montevideo;Buenos Aires;Correo;1137
NGR;Correo_9900706;Estafeta de correo de La Paz del Rio;Estafeta de correo;Estafeta;4;La Paz del Rio;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;1138
QUI;Correo_9900707;Estafeta de correo de Carondelet;Estafeta de correo;Estafeta;4;Carondelet;1111;;9999;;;AGI_Correos;;Quito;Lima;Correo;1139
NES;Correo_9900708;Estafeta de correo de Zinaparo;Estafeta de correo;Estafeta;4;Zinaparo;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1140
GDJ;Correo_9900709;Estafeta de correo de San Ignacio de Tubac;Estafeta de correo;Estafeta;4;San Ignacio de Tubac;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1141
GDJ;Correo_9900710;Estafeta de correo de San José de Aranjuez;Estafeta de correo;Estafeta;4;San José de Aranjuez;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1142
NES;Correo_9900711;Estafeta de correo de Zanjon;Estafeta de correo;Estafeta;4;Zanjon;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1143
NES;Correo_9900712;Estafeta de correo de Minas de Huautla;Estafeta de correo;Estafeta;4;Minas de Huautla;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1144
NES;Correo_9900713;Estafeta de correo de Chirangangueo;Estafeta de correo;Estafeta;4;Chirangangueo;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1145
FIL;Correo_1600001;Estafeta de correo de Manila;Estafeta de correo;Estafeta;4;Manila;1111;;9999;;;AGI_Correos;;Mexico;Mexico;Correo;1146
NES;Correo_9901057;Estafeta de correo de Rancho de Oro;Estafeta de correo;Estafeta;4;Rancho de Oro;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1147
NES;Correo_1000116;Estafeta de correo de Zempoala;Estafeta de correo;Estafeta;4;Zempoala;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1148
NES;Correo_1000770;Estafeta de correo de Ozumba;Estafeta de correo;Estafeta;4;Ozumba;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1149
NES;Correo_1000190;Estafeta de correo de Tlapa;Estafeta de correo;Estafeta;4;Tlapa;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1150
NES;Correo_1002867;Estafeta de correo de Tlaxiaco;Estafeta de correo;Estafeta;4;Tlaxiaco;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1151
NES;Correo_1000168;Estafeta de correo de Teutila;Estafeta de correo;Estafeta;4;Teutila;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1152
NES;Correo_1000159;Estafeta de correo de Miahuatlán;Estafeta de correo;Estafeta;4;Miahuatlán;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1153
NES;Correo_1002447;Estafeta de correo de Juquila;Estafeta de correo;Estafeta;4;Juquila;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1154
NES;Correo_1001022;Estafeta de correo de Jilotepec;Estafeta de correo;Estafeta;4;Jilotepec;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1155
NES;Correo_1000685;Estafeta de correo de Pénjamo;Estafeta de correo;Estafeta;4;Pénjamo;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1156
NES;Correo_1005018;Estafeta de correo de Armadillo;Estafeta de correo;Estafeta;4;Armadillo;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1157
GDJ;Correo_9900748;Estafeta de correo de Álamo de Parras;Estafeta de correo;Estafeta;4;Álamo de Parras;1111;;9999;;;correo-mexico;;;;Correo;1158
GDJ;Correo_1004610;Estafeta de correo de Nochistlán;Estafeta de correo;Estafeta;4;Nochistlán;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1159
GDJ;Correo_1005065;Estafeta de correo de Jolapa;Estafeta de correo;Estafeta;4;Jolapa;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1160
GDJ;Correo_1000515;Estafeta de correo de San Juan de Lagos;Estafeta de correo;Estafeta;4;San Juan de Lagos;1111;;9999;;;correo-mexico;;Mexico;Mexico;Correo;1161
CHL;Puerto_7000002;Puerto de Concepción;Puerto mayor;Comercio libre;1;Concepción;1111;;9999;;;Interpolación;;;;Puerto;1162
QUI;Puerto_5600003;Puerto de Guayaquil;Puerto mayor;Comercio libre;1;Guayaquil;1111;;9999;;;Interpolación;;;;Puerto;1163
VEN;Puerto_4000010;Puerto de La Guaira;Puerto mayor;Comercio libre;1;La Guaira;1111;;9999;;;Interpolación;;;;Puerto;1164
SDO;Puerto_3000004;Puerto de La Habana;Puerto mayor;Comercio libre;1;La Habana;1111;;9999;;;Interpolación;;;;Puerto;1165
RPL;Puerto_9000024;Puerto de Montevideo;Puerto mayor;Comercio libre;1;Montevideo;1111;;9999;;;Interpolación;;;;Puerto;1166
CHL;Puerto_7000003;Puerto de Valparaíso;Puerto mayor;Comercio libre;1;Valparaíso;1111;;9999;;;Interpolación;;;;Puerto;1167
NES;Puerto_1000021;Puerto de Veracruz;Puerto mayor;Comercio libre;1;Veracruz;1111;;9999;;;Interpolación;;;;Puerto;1168
SDO;Puerto_3000030;Puerto de Batabano;Puerto menor;Comercio libre;2;Batabano;1111;;9999;;;Interpolación;;;;Puerto;1169
VEN;Puerto_4000004;Puerto de isla de Trinidad;Puerto menor;Comercio libre;2;isla de Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1170
VEN;Puerto_4000393;Puerto de isla Margarita;Puerto menor;Comercio libre;2;isla Margarita;1111;;9999;;;Interpolación;;;;Puerto;1171
SDO;Puerto_3000175;Puerto de Monte-Christi;Puerto menor;Comercio libre;2;Monte-Christi;1111;;9999;;;Interpolación;;;;Puerto;1172
SDO;Puerto_3000003;Puerto de San Juan de Puerto Rico;Puerto menor;Comercio libre;2;San Juan de Puerto Rico;1111;;9999;;;Interpolación;;;;Puerto;1173
SDO;Puerto_3000005;Puerto de Santiago de Cuba;Puerto menor;Comercio libre;2;Santiago de Cuba;1111;;9999;;;Interpolación;;;;Puerto;1174
SDO;Puerto_3000001;Puerto de Santo Domingo;Puerto menor;Comercio libre;2;Santo Domingo;1111;;9999;;;Interpolación;;;;Puerto;1175
SDO;Puerto_3000010;Puerto de Trinidad;Puerto menor;Comercio libre;2;Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1176
SDO;Puerto_3000023;Puerto de Nueva Orleans;Puerto menor;Comercio libre;2;Nueva Orleans;1111;;9999;;;Interpolación;;;;Puerto;1177
NES;Puerto_1000226;Puerto de Campeche;Puerto menor;Comercio libre;2;Campeche;1111;;9999;;;Interpolación;;;;Puerto;1178
NGR;Puerto_5000012;Puerto de Riohacha;Puerto menor;Comercio libre;2;Riohacha;1111;;9999;;;Interpolación;;;;Puerto;1179
NGR;Puerto_5000011;Puerto de Santa Marta;Puerto menor;Comercio libre;2;Santa Marta;1111;;9999;;;Interpolación;;;;Puerto;1180
SDO;Puerto_3000030;Puerto de Batabano;Puerto menor;Comercio libre;2;Batabano;1111;;9999;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto;1181
NES;Puerto_1000226;Puerto de Campeche;Puerto menor;Comercio libre;2;Campeche;1111;;9999;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto;1182
NGR;Puerto_5000725;Puerto de Chagres;Puerto menor;Comercio libre;2;Chagres;1111;;9999;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto;1183
GUA;Puerto_2000732;Puerto de Santo Tomás de Castilla;Puerto menor;Comercio libre;2;Santo Tomás de Castilla;1111;;9999;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto;1184
VEN;Puerto_4000393;Puerto de isla Margarita;Puerto menor;Comercio libre;2;isla Margarita;1111;;9999;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto;1185
VEN;Puerto_4000004;Puerto de isla de Trinidad;Puerto menor;Comercio libre;2;isla de Trinidad;1111;;9999;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto;1186
SDO;Puerto_3000175;Puerto de Monte-Christi;Puerto menor;Comercio libre;2;Monte-Christi;1111;;9999;;;Interpolación;;;;Puerto;1187
GUA;Puerto_2000259;Puerto de Omoa;Puerto menor;Comercio libre;2;Omoa;1111;;9999;;;Interpolación;;;;Puerto;1188
NGR;Puerto_5000002;Puerto de Panamá;Puerto menor;Comercio libre;2;Panamá;1111;;9999;;;Interpolación;;;;Puerto;1189
NGR;Puerto_5000005;Puerto de Portobelo;Puerto menor;Comercio libre;2;Portobelo;1111;;9999;;;Interpolación;;;;Puerto;1190
SDO;Puerto_3000003;Puerto de San Juan de Puerto Rico;Puerto menor;Comercio libre;2;San Juan de Puerto Rico;1111;;9999;;;Interpolación;;;;Puerto;1191
SDO;Puerto_3000005;Puerto de Santiago de Cuba;Puerto menor;Comercio libre;2;Santiago de Cuba;1111;;9999;;;Interpolación;;;;Puerto;1192
SDO;Puerto_3000001;Puerto de Santo Domingo;Puerto menor;Comercio libre;2;Santo Domingo;1111;;9999;;;Interpolación;;;;Puerto;1193
SDO;Puerto_3000010;Puerto de Trinidad;Puerto menor;Comercio libre;2;Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1194
SDO;Puerto_9901007;Puerto de Nuevitas;Puerto menor;Comercio libre;2;Nuevitas;1111;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto;1195
VEN;Puerto_4000005;Puerto de Cumaná;Puerto menor;Comercio libre;2;Cumaná;1111;;9999;;;Interpolación;;;;Puerto;1196
VEN;Puerto_4000009;Puerto de Guayana;Puerto menor;Comercio libre;2;Guayana;1111;;9999;;;Interpolación;;;;Puerto;1197
VEN;Puerto_9901006;Puerto de La Cruz;Puerto menor;Comercio libre;2;La Cruz;1111;;9999;;;Interpolación;;;;Puerto;1198
NES;Puerto_1000006;Puerto de Acapulco;Puerto menor;Comercio libre;2;Acapulco;1111;;9999;;Sólo para comercio americano.;Interpolación;;;;Puerto;1199
GDJ;Puerto_1000059;Puerto de San Blas;Puerto menor;Comercio libre;2;San Blas;1111;;9999;;Sólo para comercio americano. Se resforzó y amplió en 1796, 1797 y 1801-1803.;Interpolación;;;;Puerto;1200
NES;Puerto_1000018;Puerto de Villahermosa;Puerto menor;Comercio libre;2;Villahermosa;1111;;9999;;;Adela Pinet Plasencia, La península de Yucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto;1201
VEN;Puerto_4000007;Puerto de Maracaibo;Puerto menor;Comercio libre;2;Maracaibo;1111;;9999;;;Interpolación;;;;Puerto;1202
SDO;Puerto_3000011;Puerto de Matanzas;Puerto menor;Comercio libre;2;Matanzas;1111;;9999;;;Interpolación;;;;Puerto;1203
;Puerto_9901008;Puerto de Caibarien;Puerto menor;Comercio libre;2;Caibarien (Remedios);1111;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto;1204
NES;Puerto_1004862;Puerto de isla de Carmen;Puerto menor;Comercio libre;2;isla de Carmen;1111;;9999;;;Adela Pinet Plasencia, La península de Yucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto;1205
GUA;Puerto_2000132;Puerto de Acajutla;Puerto menor;Comercio libre;2;Acajutla;1111;;9999;;;Interpolación;;;;Puerto;1206
GUA;Puerto_2000672;Puerto de Realejo;Puerto menor;Comercio libre;2;Realejo;1111;;9999;;;Interpolación;;;;Puerto;1207
NES;Puerto_1000006;Puerto de Acapulco;Puerto menor;Comercio libre;2;Acapulco;1111;;9999;;;Interpolación;;;;Puerto;1208
SDO;Puerto_3000030;Puerto de Batabano;Puerto menor;Comercio libre;2;Batabano;1111;;9999;;;Interpolación;;;;Puerto;1209
NES;Puerto_1000226;Puerto de Campeche;Puerto menor;Comercio libre;2;Campeche;1111;;9999;;;Interpolación;;;;Puerto;1210
NGR;Puerto_5000725;Puerto de Chagres;Puerto menor;Comercio libre;2;Chagres;1111;;9999;;;Interpolación;;;;Puerto;1211
VEN;Puerto_4000005;Puerto de Cumaná;Puerto menor;Comercio libre;2;Cumaná;1111;;9999;;;Interpolación;;;;Puerto;1212
GUA;Puerto_2000732;Puerto de Santo Tomás de Castilla;Puerto menor;Comercio libre;2;Santo Tomás de Castilla;1111;;9999;;;Interpolación;;;;Puerto;1213
VEN;Puerto_4000009;Puerto de Guayana;Puerto menor;Comercio libre;2;Guayana;1111;;9999;;;Interpolación;;;;Puerto;1214
VEN;Puerto_4000393;Puerto de isla de Margarita;Puerto menor;Comercio libre;2;isla de Margarita;1111;;9999;;;Interpolación;;;;Puerto;1215
VEN;Puerto_4000004;Puerto de isla de Trinidad;Puerto menor;Comercio libre;2;isla de Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1216
VEN;Puerto_9901006;Puerto de La Cruz;Puerto menor;Comercio libre;2;La Cruz;1111;;9999;;;Interpolación;;;;Puerto;1217
VEN;Puerto_4000007;Puerto de Maracaibo;Puerto menor;Comercio libre;2;Maracaibo;1111;;9999;;;Interpolación;;;;Puerto;1218
SDO;Puerto_3000175;Puerto de Monte-Christi;Puerto menor;Comercio libre;2;Monte-Christi;1111;;9999;;;Interpolación;;;;Puerto;1219
GUA;Puerto_2000259;Puerto de Omoa;Puerto menor;Comercio libre;2;Omoa;1111;;9999;;;Interpolación;;;;Puerto;1220
NGR;Puerto_5000002;Puerto de Panamá;Puerto menor;Comercio libre;2;Panamá;1111;;9999;;;Interpolación;;;;Puerto;1221
NGR;Puerto_5000005;Puerto de Portobelo;Puerto menor;Comercio libre;2;Portobelo;1111;;9999;;;Interpolación;;;;Puerto;1222
VEN;Puerto_4000107;Puerto de Puerto Cabello;Puerto menor;Comercio libre;2;Puerto Cabello;1111;;9999;;;Interpolación;;;;Puerto;1223
GDJ;Puerto_1000059;Puerto de San Blas;Puerto menor;Comercio libre;2;San Blas;1111;;9999;;;Interpolación;;;;Puerto;1224
SDO;Puerto_3000003;Puerto de San Juan de Puerto Rico;Puerto menor;Comercio libre;2;San Juan de Puerto Rico;1111;;9999;;;Interpolación;;;;Puerto;1225
SDO;Puerto_3000005;Puerto de Santiago de Cuba;Puerto menor;Comercio libre;2;Santiago de Cuba;1111;;9999;;;Interpolación;;;;Puerto;1226
SDO;Puerto_3000001;Puerto de Santo Domingo;Puerto menor;Comercio libre;2;Santo Domingo;1111;;9999;;;Interpolación;;;;Puerto;1227
;Puerto_9901008;Puerto de Caibarien;Puerto menor;Comercio libre;2;Caibarien (Remedios);1111;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto;1228
NES;Puerto_1000018;Puerto de Villahermosa;Puerto menor;Comercio libre;2;Villahermosa;1111;;9999;;;Adela Pinet Plasencia, La península d eYucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto;1229
NES;Puerto_1004862;Puerto de isla de Carmen;Puerto menor;Comercio libre;2;isla de Carmen;1111;;9999;;;Adela Pinet Plasencia, La península d eYucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto;1230
GUA;Puerto_2000543;Puerto de San Andrés;Puerto menor;Comercio libre;2;San Andrés;1111;;9999;;;"Rafael Andrés Sánchez Aguirre, ""El tejido de la identidad colectiva en San Andrés Isla: Colombianos y extraños"": Memorias. Revista digital de historia y arquología desde el Caribe 5, 9 (2008), p.61-85.";;;;Puerto;1231
GUA;Puerto_2000722;Puerto de Rio San Juan;Puerto menor;Comercio libre;2;Rio San Juan;1111;;9999;;;"Victor H. Acuña, ""La reglamentación del comercio exterior en América central durante el siglo XVIII"":  Mesoamérica 1, 1 (1980), p. 7-55. AGI, Guatemala 833 No. 567";;;;Puerto;1232
SDO;Puerto_3000011;Puerto de Matanzas;Puerto menor;Comercio libre;2;Matanzas;1111;;9999;;;Interpolación;;;;Puerto;1233
GUA;Puerto_2000132;Puerto de Acajutla;Puerto menor;Comercio libre;2;Acajutla;1111;;9999;;;Interpolación;;;;Puerto;1234
GUA;Puerto_2000672;Puerto de Realejo;Puerto menor;Comercio libre;2;Realejo;1111;;9999;;;Interpolación;;;;Puerto;1235
SDO;Puerto_3000010;Puerto de Trinidad;Puerto menor;Comercio libre;2;Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1236
SDO;Puerto_9901007;Puerto de Nuevitas;Puerto menor;Comercio libre;2;Nuevitas;1111;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto;1237
NES;Puerto_1004568;Puerto de Sisal;Puerto menor;Comercio libre;2;Sisal;1111;;9999;;En otras publicaciones se menciona 1814 como habilitación como puerto menor.;Luis Ángel Mezeta Canul, El abastecimiento mercantil en la ciudad de Mérida, 1790-1850 (tesis, Mérida de Yucatán 2014), p. 3.;;;;Puerto;1238
VEN;Puerto_4000393;Puerto de isla Margarita;Real compañía de comercio para las islas de Santo Domingo, Puerto-Rico y La Margarita;Compañía privilegada;2;isla Margarita;1111;;9999;;;Interpolación;;;;Puerto;1239
SDO;Puerto_3000003;Puerto de San Juan de Puerto Rico;Real compañía de comercio para las islas de Santo Domingo, Puerto-Rico y La Margarita;Compañía privilegada;2;San Juan de Puerto Rico;1111;;9999;;;Interpolación;;;;Puerto;1240
SDO;Puerto_3000001;Puerto de Santo Domingo;Real compañía de comercio para las islas de Santo Domingo, Puerto-Rico y La Margarita;Compañía privilegada;2;Santo Domingo;1111;;9999;;;Interpolación;;;;Puerto;1241
FIL;Puerto_1600001;Puerto de Manila;Real Compañía de Filipinas;Consular-Compañía privilegada;1;Manila;1111;;9999;;;Interpolación;;;;Puerto;1242
VEN;Puerto_4000010;Puerto de La Guaira;Real Compañía Guipuzcoana;Compañía privilegada;2;La Guaira;1111;;9999;;;Interpolación;;;;Puerto;1243
VEN;Puerto_4000107;Puerto de Puerto Cabello;Real Compañía Guipuzcoana;Compañía privilegada;2;Puerto Cabello;1111;;9999;;;Interpolación;;;;Puerto;1244
VEN;Puerto_4000005;Puerto de Cumaná;Real Compañía Guipuzcoana;Compañía privilegada;2;Cumaná;1111;;9999;;;Interpolación;;;;Puerto;1245
VEN;Puerto_4000009;Puerto de Guayana;Real Compañía Guipuzcoana;Compañía privilegada;2;Guayana;1111;;9999;;;Interpolación;;;;Puerto;1246
VEN;Puerto_9901006;Puerto de La Cruz;Real Compañía Guipuzcoana;Compañía privilegada;2;La Cruz;1111;;9999;;;Interpolación;;;;Puerto;1247
VEN;Puerto_4000007;Puerto de Maracaibo;Real Compañía Guipuzcoana;Compañía privilegada;2;Maracaibo;1111;;9999;;;Interpolación;;;;Puerto;1248
RPL;Puerto_9000033;Puerto de Maldonado;Real compañía marítima;Compañía privilegada;2;Maldonado;1111;;9999;;;Interpolación;;;;Puerto;1249
GUA;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registro y Flota;Consular;2;Santo Tomás de Castilla;1111;;9999;;La Real Compañía de Barcelona tenía licencia para algunos viajes anuales.;Interpolación;;;;Puerto;1250
GUA;Puerto_2000009;Puerto de Trujillo;Registro y Flota;Consular;2;Trujillo;1111;;9999;;La Real Compañía de Barcelona tenía licencia para algunos viajes anuales.;Interpolación;;;;Puerto;1251
VEN;Puerto_4000005;Puerto de Cumaná;Registro y Galeones de Tierrafirme;Consular;2;Cumaná;1111;;9999;;La Real Compañía de Barcelona tenía licencia para algunos viajes anuales.;Interpolación;;;;Puerto;1252
PER;Puerto_6000021;Puerto de Arica;Registro y Armada del Mar del Sur;Consular;2;Arica;1111;;9999;;;Interpolación;;;;Puerto;1253
PER;Puerto_6000008;Puerto de El Callao;Registro y Armada del Mar del Sur;Consular;1;El Callao;1111;;9999;;;Interpolación;;;;Puerto;1254
QUI;Puerto_5600003;Puerto de Guayaquil;Registro y Armada del Mar del Sur;Consular;2;Guayaquil;1111;;9999;;;Interpolación;;;;Puerto;1255
PER;Puerto_6001392;Puerto de Paita;Registro y Armada del Mar del Sur;Consular;3;Paita;1111;;9999;;En realidad un puerto no incorporado en el sistema, pero puerto de desembarque de pasajeros antes de continuar a El Callao.;Interpolación;;;;Puerto;1256
NGR;Puerto_5000002;Puerto de Panamá;Registro y Armada del Mar del Sur;Consular;1;Panamá;1111;;9999;;;Interpolación;;;;Puerto;1257
CHL;Puerto_7000003;Puerto de Valparaíso;Registro y Armada del Mar del Sur;Consular;2;Valparaíso;1111;;9999;;;Interpolación;;;;Puerto;1258
PER;Puerto_6000021;Puerto de Arica;Registro y Armada del Mar del Sur;Consular;2;Arica;1111;;9999;;;Interpolación;;;;Puerto;1259
PER;Puerto_6000008;Puerto de El Callao;Registro y Armada del Mar del Sur;Consular;1;El Callao;1111;;9999;;;Interpolación;;;;Puerto;1260
QUI;Puerto_5600003;Puerto de Guayaquil;Registro y Armada del Mar del Sur;Consular;2;Guayaquil;1111;;9999;;;Interpolación;;;;Puerto;1261
