OficialID;nombre_id;NOM_entero;Nacimiento_y;Fallecimiento_y;N_date_t;F_date_t;Nombres;particulo;Apellidos;titulo_de_nobleza;religious_order;PlaceOfBirth_Settlement;PlaceOfBirth_GZ_ID;PlaceOfBirth_Province;PlaceOfBirth_Country;Nacimiento_num;PlaceOfDeath_Settlement;PlaceOfDeath_GZ_ID;Fallecimiento_Province;PlaceOfDeath_Country;Fallecimiento_num;Fuente;Nota;flag;status;cargo_primero;cargo_ultimo;NOM_entero_STANDARD;Nombres_standard;Apellidos_standard;Apellidos_min;RANGE_S;RANGE_E;dbe;no_foreignkey;nowiki;tocayos;Nombres_alternative;Apellidos_alternative;N_date;F_date;Nom1;Nom2;Nom3;Part1;Ap1;Part2;Ap2;Part3;Ap3;N1S;N2S;N3S;A1S;A2S;A3S;flag_num;update_flag;FullOficialID
1676;juan_bravo_del_rivero_y_correa;Juan Bravo del Rivero y Correa;1685;1752;16.06.1685;17.05.1752;Juan;;Bravo del Rivero y Correa;;;Lima;6000001;;PER;16850612;Arequipa;;;PER;17520522;;;dbenew;q;OBCHSA00;OBPEAR00;Juan Bravo del Rivero y Correa;Juan;Bravo de Rivero y Correa;Bravo Rivero Correa;1685;1752;47707/juan-bravo-del-rivero-y-correa;;;;Juan;Bravo de Rivero y Correa;;;;;;;;;;;;;;;;;;;;persIndias1676
1677;juan_otalora_bravo_de_lagunas;Juan Otálora Bravo de Lagunas;1658;1723;1658;1723;Juan;;Otálora Bravo de Lagunas;;;;;;;1658.07.24;;;;;1723.09.27;;;;q;OBPEAR00;OBPEAR00;Juan Otalora Bravo de Lagunas;Juan;Bravo Otalora de Lagunas;Bravo Otalora Lagunas;1658;1723;;;;;Juan;Bravo Otálora de Lagunas;;;;;;;;;;;;;;;;;;;;persIndias1677
1678;juan_de_la_calle_y_heredia;Juan de la Calle y Heredia;;1676;;1676;Juan;de la;Calle y Heredia;;OdeM;;;;;;;;;;1676.02.15;;;;q;OBPETR00;OBPEAR00;Juan de la Calle y Heredia;Juan;Calle y Heredia;Calle Heredia;1603;1676;;;;;Juan;Calle y Heredia;;;;;;;;;;;;;;;;;;;;persIndias1678
1679;gaspar_de_villarroel;Gaspar de Villarroel;1592;1665;1592;16.10.1665;Gaspar;de;Villarroel;;OESA;Quito;5600001;;ECU;15920000;Charcas;8000001;;BOL;16651012;;;dbenew;q;OBCHSA00;OBCCCC00;Gaspar de Villarroel;Gaspar;Villarroel;Villarroel;1592;1665;24942/gaspar-de-villarroel-ordonez;;;;Gaspar;Villarroel;;;;;;;;;;;;;;;;;;;;persIndias1679
1680;pedro_de_perea_perez_diaz;Pedro de Perea Pérez Díaz;1568;1631;1568;1631;Pedro;de;Perea Pérez Díaz;;;;;;;1568;;;;;1631;;;;q;OBPEAR00;OBPEAR00;Pedro de Perea Perez Diaz;Pedro;Perea Diaz;Perea Diaz;1568;1631;;;;;Pedro;Perea Díaz;;;;;;;;;;;;;;;;;;;;persIndias1680
1681;jose_andres_de_achurra_y_nunez_del_arco;José Andrés de Achurra y Núñez del Arco;;1793;;1793;José Andrés;de;Achurra y Núñez del Arco;;;;;;;;;;;;1793;;;;q;OBPETR00;OBPETR00;Jose Andres de Achurra y Nunez del Arco;Jose Andres;Achurra y Nunez del Arco;Achurra Nunez Arco;1728;1793;;;;;José Andrés;Achurra y Núñez del Arco;;;;;;;;;;;;;;;;;;;;persIndias1681
1682;jose_cayetano_paravicino;José Cayetano Paravicino;1690;1750;1690;1750;José Cayetano;;Paravicino;;OFM;;;;;1690.06.05;;;;;1750.10.20;;;;q;OBRPPA00;OBPETR00;Jose Cayetano Paravicino;Jose Cayetano;Paravicino;Paravicino;1690;1750;41854/jose-cayetano-paravicino;;;;José Cayetano;Paravicino;;;;;;;;;;;;;;;;;;;;persIndias1682
1683;jaime_de_mimbela;Jaime de Mimbela;1666;1739;1666;1739;Jaime;de;Mimbela;;OP;;;;;1666.04.20;;;;;1739.08.04;;;;q;OBPETR00;OBCCSC00;Jaime de Mimbela;Jaime;Mimbela;Mimvela;1666;1739;;;;;Jaime;Mimbela;;;;;;;;;;;;;;;;;;;;persIndias1683
1684;francisco_de_borja;Francisco de Borja;1629;1689;1629;1689;Francisco;de;Borja;;;;;;;1629;;;;;1689.04.13;;;;q;OBPETR00;OBPETR00;Francisco de Borja;Francisco;Borja;Borja;1629;1689;;;;;Francisco;Borja;;;;;;;;;;;;;;;;;;;;persIndias1684
1685;diego_montero_del_aguila;Diego Montero del Aguila;1644;1718;1644;1718;Diego;;Montero del Águila;;;Santiago de Chile;7000001;;CHL;1645.10.02;Trujillo;;;PER;1718.02.25;;;;q;OBCHCO00;OBPETR00;Diego Montero del Aguila;Diego;Montero del Aguila;Montero Aguila;1644;1718;47721/diego-montero-del-aguila;;;;Diego;Montero del Aguila;;;;;;;;;;;;;;;;;;;;persIndias1685
1686;francisco_godoy;Francisco Godoy;;;;;Francisco;;Godoy;;;;;;;;;;;;;;;;q;OBPEHU00;OBPETR00;Francisco Godoy;Francisco;Godoy y Campos;Godoy Campos;1590;1709;;;;;Francisco;Godoy y Campos;;;;;;;;;;;;;;;;;;;;persIndias1686
1687;andres_garcia_de_zurita;Andrés García de Zurita;1587;1652;1587;1652;Andrés;;García de Zurita;;;;;;;1587;;;;;1652.08.02;;;;q;OBPEHU00;OBPETR00;Andres Garcia de Zurita;Andres;Garcia de Zurita;Garcia Zurita;1587;1652;;;;;Andrés;García de Zurita;;;;;;;;;;;;;;;;;;;;persIndias1687
1688;ambrosio_vallejo_mejia;Ambrosio Vallejo Mejía;;;;;Ambrosio;;Vallejo Mejía;;OCarm;;;;;;;;;;;;;;q;OBQUPO00;OBPETR00;Ambrosio Vallejo Mejia;Ambrosio;Vallejo Mejia;Vallejo Mejia;1559;1685;;;;;Ambrosio;Vallejo Mejía;;;;;;;;;;;;;;;;;;;;persIndias1688
1689;carlos_marcelo_corni_velazquez;Carlos Marcelo Corni Velazquez;1564;1630;1564;1630;Carlos Marcelo;;Corni Velazquez;;;;;;;1564;;;;;1630.10.16;;;;q;OBCHCO00;OBPETR00;Carlos Marcelo Corni Velazquez;Carlos Marcelo;Corni Velazquez;Corni Velazquez;1564;1630;;;;;Carlos Marcelo;Corni Velazquez;;;;;;;;;;;;;;;;;;;;persIndias1689
1690;jose_antonio_martinez_de_aldunate;José Antonio Martínez de Aldunate;1731;1811;1731;1811;José Antonio;;Martínez de Aldunate;;;;;;;1731.12.21;;;;;1811.04.08;;;;q;OBCHSA00;OBPEHU00;Jose Antonio Martinez de Aldunate;Jose Antonio;Martinez de Atduente;Martinez Atduente;1731;1811;;;;;José Antonio;Martínez de Atduente;;;;;;;;;;;;;;;;;;;;persIndias1690
1691;bartolome_fabro_palacios;Bartolomé Fabro Palacios;1735;1795;1735;1795;Bartolomé;;Fabro Palacios;;;;;;;1735.08.23;;;;;1795.07.10;;;;q;OBPEHU00;OBPEHU00;Bartolome Fabro Palacios;Bartolome;Fabro de Palacios;Favro Palacios;1735;1795;;;;;Bartolomé;Fabro de Palacios;;;;;;;;;;;;;;;;;;;;persIndias1691
1692;francisco_lopez_sanchez;Francisco López Sánchez;1729;1790;1729;1790;Francisco;;López Sánchez;;;;;;;1729.07.24;;;;;1790.03.02;;;;q;OBPEHU00;OBPEHU00;Francisco Lopez Sanchez;Francisco;Lopez Sanchez;Lopez Sanchez;1729;1790;;;;;Francisco;López Sánchez;;;;;;;;;;;;;;;;;;;;persIndias1692
1693;jose_luis_de_lila_y_moreno;José Luis de Lila y Moreno;;1769;;1769;José Luis;de;Lila y Moreno;;OSA;;;;;;;;;;1769;;;;q;OBPEHU00;OBPEHU00;Jose Luis de Lila y Moreno;Jose Luis;Lila y Moreno;Lila Moreno;1706;1769;;;;;José Luis;Lila y Moreno;;;;;;;;;;;;;;;;;;;;persIndias1693
1694;antonio_corderina_vega;Antonio Corderiña Vega;1570;1649;1570;1649;Antonio;;Corderiña Vega;;OSA;;;;;1570;;;;;1649;;;;q;OBNGSM00;OBPEHU00;Antonio Corderina Vega;Antonio;Corderina Vega;Corderina Vega;1570;1649;;;;;Antonio;Corderina Vega;;;;;;;;;;;;;;;;;;;;persIndias1694
1695;luis_velasco_y_maeda;Luis Velasco y Maeda;1724;1792;17.03.1724;17.06.1792;Luis;;Velasco y Maeda;;OFMObs;Madrid;;;ESP;17240313;Asunción;9000006;;PAR;17920616;;;dbenew;q;OBRPPA00;OBRPPA00;Luis Velasco y Maeda;Luis;Velasco;Velasco;1724;1792;41895/luis-velasco-y-maeda;;;;Luis;Velasco;;;;;;;;;;;;;;;;;;;;persIndias1695
1696;manuel_antonio_de_la_torre;Manuel Antonio de la Torre;1705;1776;1705;1776;Manuel Antonio;de la;Torre;;;Autillo de Campos;;Palencia;ESP;1705.01.01;Charcas;8000001;;BOL;1776.10.20;;;;q;OBRPPA00;OBRPBA00;Manuel Antonio de la Torre;Manuel Antonio;Torre;Torre;1705;1776;32789/manuel-antonio-de-la-torre;;;;Manuel Antonio;Torre;;;;;;;;;;;;;;;;;;;;persIndias1696
1697;francisco_de_la_serna;Francisco de la Serna;;1647;;1647;Francisco;de la;Serna;;OESA;;;;;;;;;;1647.04;;;;q;OBCCLP00;OBQUPO00;Francisco de la Serna;Francisco;Serna;Serna;1575;1647;;;;;Francisco;Serna;;;;;;;;;;;;;;;;;;;;persIndias1697
1698;sebastian_de_pastrana;Sebastián de Pastrana;;1700;;1700;Sebastián;de;Pastrana;;OdeM;;;;;;;;;;1700.11.04;;;;q;OBRPPA00;OBRPPA00;Sebastian de Pastrana;Sebastian;Pastrana;Pastrana;1627;1700;;;;;Sebastián;Pastrana;;;;;;;;;;;;;;;;;;;;persIndias1698
1699;cristobal_de_aresti_martinez_de_aguilar;Cristóbal de Aresti Martínez de Aguilar;1550;1638;1550;1638;Cristóbal;de;Aresti Martínez de Aguilar;;OSB;Valladolid;;;ESP;;Potosí;8000002;;BOL;16380000;;;dbenew;q;OBRPPA00;OBRPBA00;Cristobal de Aresti Martinez de Aguilar;Cristobal;Aresti Martinez de Aguilar;Aresti Martinez Aguilar;1568;1638;53598/cristobal-de-aresti-martinez-de-aguilar;;;;Cristóbal;Aresti Martínez de Aguilar;;;;;;;;;;;;;;;;;;;;persIndias1699
1700;tomas_de_la_torre_gibaja;Tomás de la Torre Gibaja;1570;1630;1570;1630;Tomás;de la;Torre Gibaja;;OP;;;;;1570;;;;;1630.07.17;;;;q;OBRPPA00;OBRPPA00;Tomas de la Torre Gibaja;Tomas;Torre Gibaja;Torre Givaja;1570;1630;;;;;Tomás;Torre Gibaja;;;;;;;;;;;;;;;;;;;;persIndias1700
1701;reginaldo_de_lizarraga;Reginaldo de Lizárraga;1535;1609;1535;1609;Reginaldo;de;Lizárraga;;OP;Medellín;;Badajoz;ESP;1535;Asunción;9000006;;PAR;1609.11.10;;;;q;OBRPPA00;OBRPPA00;Reginaldo de Lizarraga;Reginaldo;Lizarraga;Lizarraga;1535;1609;15857/reginaldo-de-lizarraga;;;;Reginaldo;Lizárraga;;;;;;;;;;;;;;;;;;;;persIndias1701
1702;martin_ignacio_de_loyola;Martín Ignacio de Loyola;;;;;Martín Ignacio;de;Loyola;;;;;;;;;;;;;;;;q;OBRPPA00;OBRPPA00;Martin Ignacio de Loyola;Martin Ignacio;Loyola;Loyola;1541;1656;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1702
1703;pedro_torre;Pedro Torre;;1573;;1573;Pedro;;Torre;;OFMObs;;;;;;;;;;1573;;;;q;OBRPPA00;OBRPPA00;Pedro Torre;Pedro;Fernandez de la Torre;Fernandez Torre;1494;1573;;;;;Pedro;Fernández de la Torre;;;;;;;;;;;;;;;;;;;;persIndias1703
1704;melchor_de_la_nava_y_moreno;Melchor de la Nava y Moreno;;;;;Melchor;de la;Nava y Moreno;;;;;;;;;;;;;;;;q;OBPECU00;OBPECU00;Melchor de la Nava y Moreno;Melchor;Nava y Moreno;Nava Moreno;1652;1764;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1704
1705;jose_vicente_silva_aviles_y_olave_salaverria;José Vicente Silva Avilés y Olave Salaverría;;;;;José Vicente;;Silva Avilés y Olave Salaverría;;;;;;;;;;;;;;;;q;OBPEHU00;OBPEHU00;Jose Vicente Silva Aviles y Olave Salaverria;Jose Vicente;Silva y Olave;Silva Olave;1752;1866;;;;;José Vicente;Silva y Olave;;;;;;;;;;;;;;;;;;;;persIndias1705
1706;francisco_matienzo;Francisco Matienzo;;1800;;1800;Francisco;;Matienzo;;;;;;;;;;;;1800;;;;q;OBPEHU00;OBPEHU00;Francisco Matienzo;Francisco;Matienzo Bravo de Rivero;Matienzo Bravo Rivero;1736;1800;;;;;Francisco;Matienzo Bravo de Rivero;;;;;;;;;;;;;;;;;;;;persIndias1706
1707;francisco_gutierrez_galeano;Francisco Gutiérrez Galeano;1671;1748;1671;1748;Francisco;;Gutiérrez Galeano;;OdeM;;;;;1671.10.04;;;;;1748.10.12;;;;q;OBPEHU00;OBPEHU00;Francisco Gutierrez Galeano;Francisco;Gutierrez Galeano;Gutierrez Galeano;1671;1748;;;;;Francisco;Gutiérrez Galeano;;;;;;;;;;;;;;;;;;;;persIndias1707
1708;bernardo_de_la_fuete_y_rojas;Bernardo de la Fuete y Rojas;;;;;Bernardo;de la;Fuete y Rojas;;;;;;;;;;;;;;;;q;OBPEHU00;OBPEHU00;Bernardo de la Fuete y Rojas;Bernardo;Fuete y Rojas;Fuete Rojas;1681;1791;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1708
1709;alfonso_roldan;Alfonso Roldán;1665;1740;16.03.1665;17.02.1740;Alfonso;;Roldán;;OSBas;Villarrobledo;;;ESP;16650323;Huamanga;;;PER;17400220;;;dbenew;q;OBPEHU00;OBPEHU00;Alfonso Roldan;Alfonso;Lopez Roldan;Lopez Roldan;1665;1740;50327/alfonso-roldan;;;;Alfonso;López Roldan;;;;;;;;;;;;;;;;;;;;persIndias1709
1710;francisco_de_deza_y_ulloa;Francisco de Deza y Ulloa;;1722;;1722;Francisco;de;Deza y Ulloa;;;;;;;;;;;;1722.04.22;;;;q;OBPEHU00;OBPEHU00;Francisco de Deza y Ulloa;Francisco;Deza y Ulloa;Deza Ulloa;1646;1722;;;;;Francisco;Deza y Ulloa;;;;;;;;;;;;;;;;;;;;persIndias1710
1711;;;;;;;;;;;;;;;;;;;;;;;1770;;doublette;;;;;;;1770;;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1711
1712;mateo_delgado;Mateo Delgado;;1695;;1695;Mateo;;Delgado;;;;;;;;;;;;1695.07;;;;q;OBPEHU00;OBPEHU00;Mateo Delgado;Mateo;Delgado;Delgado;1629;1695;;;;;Mateo;Delgado;;;;;;;;;;;;;;;;;;;;persIndias1712
1713;francisco_luis_bruna_rico;Francisco Luis Bruna Rico;1682;1688;1682;16.04.1688;Francisco Luis;;Bruna Rico;;;Lucena;;Córdoba;ESP;16820000;Lima;;;PER;16880418;;;dbenew;q;OBPEHU00;OBPEHU00;Francisco Luis Bruna Rico;Luis Bruno;Rio;Rio;1682;1688;60220/francisco-luis-de-bruna-rico;;;;Luís Bruno;Río;;;;;;;;;;;;;;;;;;;;persIndias1713
1714;cristobal_de_castilla_y_zamora;Cristóbal de Castilla y Zamora;1600;1683;1600;16.11.1683;Cristóbal;de;Castilla y Zamora;;;Lucena;;;ESP;;Huamanga;;;PER;16831115;;;dbenew;q;OBPEHU00;OBCCCC00;Cristobal de Castilla y Zamora;Cristobal;Castilla y Zamora;Castilla Zamora;1618;1683;25551/cristobal-de-castilla-y-zamora;;;;Cristóbal;Castilla y Zamora;;;;;;;;;;;;;;;;;;;;persIndias1714
1715;vasco_jacinto_de_contreras_y_valverde;Vasco Jacinto de Contreras y Valverde;1605;1667;1605;1667;Vasco Jacinto;de;Contreras y Valverde;;;;;;;1605;;;;;1667.03.02;;;;q;OBQUPO00;OBPEHU00;Vasco Jacinto de Contreras y Valverde;Vasco Jacinto;Contreras y Valverde;Contreras Valverde;1605;1667;;;;;Vasco Jacinto;Contreras y Valverde;;;;;;;;;;;;;;;;;;;;persIndias1715
1716;cipriano_de_medina;Cipriano de Medina;;1664;;1664;Cipriano;de;Medina;;OP;;;;;;;;;;1664;;;;q;OBPEHU00;OBPEHU00;Cipriano de Medina;Cipriano;Medina;Medina;1600;1664;;;;;Cipriano;Medina;;;;;;;;;;;;;;;;;;;;persIndias1716
1717;gabriel_de_zarate;Gabriel de Zarate;;1638;;1638;Gabriel;de;Zarate;;OP;;;;;;;;;;1638;;;;q;OBPEHU00;OBPEHU00;Gabriel de Zarate;Gabriel;Zarate;Zarate;1577;1638;;;;;Gabriel;Zarate;;;;;;;;;;;;;;;;;;;;persIndias1717
1719;manuel_azamor_y_ramirez;Manuel Azamor y Ramírez;1733;1796;17.10.1733;17.10.1796;Manuel;;Azamor y Ramírez;;;Villablanca;;;ESP;17331022;Buenos Aires;9000001;;ARG;17961002;;;dbenew;q;OBRPBA00;OBRPBA00;Manuel Azamor y Ramirez;Manuel;Azamor y Ramirez;Azamor Ramirez;1733;1796;10616/manuel-azamor-y-ramirez;;;;Manuel;Azamor y Ramírez;;;;;;;;;;;;;;;;;;;;persIndias1719
1720;jose_antonio_basurco_y_herrera;José Antonio Basurco y Herrera;1705;1761;1705;1761;José Antonio;;Basurco y Herrera;;;;;;;1705.06.02;;;;;1761.02.05;;;;q;OBRPBA00;OBRPBA00;Jose Antonio Basurco y Herrera;Jose Antonio;Basurco y Herrera;Basurco Herrera;1705;1761;;;;;José Antonio;Basurco y Herrera;;;;;;;;;;;;;;;;;;;;persIndias1720
1721;jose_de_peralta_barrionuevo_y_rocha_benavidez;José de Peralta Barrionuevo y Rocha Benavídez;1699;1746;1699;1746;José;de;Peralta Barrionuevo y Rocha Benavídez;;OP;;;;;1699.04.24;;;;;1746.11.17;;;;q;OBRPBA00;OBCCLP00;Jose de Peralta Barrionuevo y Rocha Benavidez;Jose;Peralta Barrionuevo y Rocha Benavidez;Peralta Barrionuevo Rocha Benavidez;1699;1746;;;;;José;Peralta Barrionuevo y Rocha Benavídez;;;;;;;;;;;;;;;;;;;;persIndias1721
1722;juan_de_arregui;Juan de Arregui;1664;1736;1664;1736;Juan;de;Arregui;;OFM;;;;;1664;;;;;1736.12.19;;;;q;OBRPBA00;OBRPBA00;Juan de Arregui;Juan;Arregui;Arregui;1664;1736;;;;;Juan;Arregui;;;;;;;;;;;;;;;;;;;;persIndias1722
1723;pedro_de_fajardo_guajardo;Pedro de Fajardo Guajardo;1664;1729;1664;1729;Pedro;de;Fajardo Guajardo;;;;;;;1664;;;;;1729.12.16;;;;q;OBRPBA00;OBRPBA00;Pedro de Fajardo Guajardo;Pedro;Fajardo;Fajardo;1664;1729;;;;;Pedro;Fajardo;;;;;;;;;;;;;;;;;;;;persIndias1723
1724;antonio_de_azcona_umberto;Antonio de Azcona Umberto;1617;1700;1617;1700;Antonio;de;Azcona Umberto;;;;;;;1617;;;;;1700.02.19;;;;q;OBRPBA00;OBRPBA00;Antonio de Azcona Umberto;Antonio;Azcona Imberto;Azcona Imverto;1617;1700;;;;;Antonio;Azcona Imberto;;;;;;;;;;;;;;;;;;;;persIndias1724
1725;cristobal_de_la_mancha_y_velazco;Cristóbal de la Mancha y Velazco;1600;1673;1600;1673;Cristóbal;de la;Mancha y Velazco;;OP;;;;;1600;;;;;1673.07.04;;;;q;OBRPBA00;OBRPBA00;Cristobal de la Mancha y Velazco;Cristobal;Mancha y Velazco;Mancha Velazco;1600;1673;;;;;Cristóbal;Mancha y Velazco;;;;;;;;;;;;;;;;;;;;persIndias1725
1726;manuel_gonzalez_y_virtus;Manuel González y Virtus;1669;1710;1669;1710;Manuel;;González y Virtus;;;;;;;1669;;;;;1710.01.18;;;;q;OBRPCO00;OBRPCO00;Manuel Gonzalez y Virtus;Manuel;Gonzalez Virtus;Gonzalez Virtus;1669;1710;;;;;Manuel;González Virtus;;;;;;;;;;;;;;;;;;;;persIndias1726
1727;francisco_javier_calvo;Francisco Javier Calvo;1728;1773;1728;1773;Francisco Javier;;Calvo;;;;;;;1728.06.27;;;;;1773.12.22;;;;q;OBNGSM00;OBNGSM00;Francisco Javier Calvo;Francisco Javier;Calvo;Calvo;1728;1773;;;;;Francisco Javier;Calvo;;;;;;;;;;;;;;;;;;;;persIndias1727
1728;nicolas_gil_martinez_y_malo;Nicolás Gil Martínez y Malo;1703;1763;1703;1763;Nicolás;;Gil Martínez y Malo;;;;;;;1703.09.10;;;;;1763.04.04;;;;q;OBNGSM00;OBNGSM00;Nicolas Gil Martinez y Malo;Nicolas;Gil Martinez y Malo;Gil Martinez Malo;1703;1763;;;;;Nicolás;Gil Martínez y Malo;;;;;;;;;;;;;;;;;;;;persIndias1728
1729;jose_ignacio_mijares_solorzano_y_tobar;José Ignacio Mijares Solórzano y Tobar;1690;1742;1690;1742;José Ignacio;;Mijares Solórzano y Tobar;;;;;;;1690;;;;;1742;;;;q;OBNGSM00;OBNGSM00;Jose Ignacio Mijares Solorzano y Tobar;Jose Ignacio;Mijares Solorzano y Tobar;Mijares Solorzano Tovar;1690;1742;;;;;José Ignacio;Mijares Solórzano y Tobar;;;;;;;;;;;;;;;;;;;;persIndias1729
1730;antonio_monroy_y_meneses;Antonio Monroy y Meneses;1673;1744;1673;1744;Antonio;;Monroy y Meneses;;OdeM;;;;;1673.10.16;;;;;1744;;;;q;OBNGSM00;OBNGSM00;Antonio Monroy y Meneses;Antonio;Monroy Meneses;Monroy Meneses;1673;1744;;;;;Antonio;Monroy Meneses;;;;;;;;;;;;;;;;;;;;persIndias1730
1731;diego_de_banos_y_sotomayor;Diego de Baños y Sotomayor;1637;1706;1637;1706;Diego;de;Baños y Sotomayor;;;Santisteban de Gormaz;;Soria;ESP;1637;Lima;;;PER;1706.05.15;;;;q;OBNGSM00;OBVECA00;Diego de Banos y Sotomayor;Diego;Banos y Sotomayor;Banos Sotomayor;1637;1706;75584/diego-de-banos-y-sotomayor;;;;Diego;Baños y Sotomayor;;;;;;;;;;;;;;;;;;;;persIndias1731
1732;lucas_garcia_miranda;Lucas García Miranda;1587;1629;1587;1629;Lucas;;García Miranda;;;;;;;1587;;;;;1629;;;;q;OBNGSM00;OBNGSM00;Lucas Garcia Miranda;Lucas;Garcia Miranda;Garcia Miranda;1587;1629;;;;;Lucas;García Miranda;;;;;;;;;;;;;;;;;;;;persIndias1732
1733;sebastian_ocando;Sebastián Ocando;;1619;;1619;Sebastián;;Ocando;;OFMObs;;;;;;;;;;1619.06.21;;;;q;OBNGSM00;OBNGSM00;Sebastian Ocando;Sebastian;Ocando;Ocando;1519;1619;;;;;Sebastián;Ocando;;;;;;;;;;;;;;;;;;;;persIndias1733
1734;juan_mendez_de_villafranca;Juan Méndez de Villafranca;;1577;;1577;Juan;;Méndez de Villafranca;;OP;;;;;;;;;;1577.12;;;;q;OBNGSM00;OBNGSM00;Juan Mendez de Villafranca;Juan;Mendez de Villafranca;Mendez Villafranca;1517;1577;;;;;Juan;Méndez de Villafranca;;;;;;;;;;;;;;;;;;;;persIndias1734
1735;martin_de_calatayud;Martín de Calatayud;1501;1548;1501;1548;Martín;de;Calatayud;;OSH;;;;;1501;;;;;1548.11.09;;;;q;OBNGSM00;OBNGSM00;Martin de Calatayud;Martin;Calatayud;Calatayud;1501;1548;;;;;Martín;Calatayud;;;;;;;;;;;;;;;;;;;;persIndias1735
1736;agustin_gormaz_coruna;Agustín Gormaz Coruña;1507;1590;1507;1590;Agustín;;Gormaz Coruña;;;;;;;1507;;;;;1590;;;;q;OBQUPO00;OBQUPO00;Agustin Gormaz Coruna;Agustin;Coruna Velasco;Coruna Velasco;1507;1590;;;;;Agustín;Coruña Velasco;;;;;;;;;;;;;;;;;;;;persIndias1736
1737;angel_velarde_y_bustamante;Ángel Velarde y Bustamante;1746;1809;1746;1809;Ángel;;Velarde y Bustamante;;;;;;;1746.03.03;;;;;1809.07.06;;;;q;OBQUPO00;OBQUPO00;Angel Velarde y Bustamante;Angel;Velarde Bustamante;Velarde Bustamante;1746;1809;;;;;Angel;Velarde Bustamante;;;;;;;;;;;;;;;;;;;;persIndias1737
1738;gregorio_de_beteta;Gregorio de Beteta;;;;;Gregorio;de;Beteta;;;;;;;;;;;;;;;;q;OBNGCA00;OBNGCA00;Gregorio de Beteta;Gregorio;Beteta;Beteta;1492;1606;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1738
1739;juan_de_vivero;Juan de Vivero;;1590;;1590;Juan;de;Vivero;;;;;;;;;;;;1590;;;;q;OBNGCA00;OBNGCA00;Juan de Vivero;Juan;Vivero;Vivero;1530;1590;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1739
1740;francisco_rodriguez_de_valcarcel;Francisco Rodríguez de Valcárcel;;1651;;1651;Francisco;;Rodríguez de Valcárcel;;;;;;;;;;;;1651.06.18;;;;q;OBNGCA00;OBNGCA00;Francisco Rodriguez de Valcarcel;Francisco;Rodriguez de Valcarcel;Rodriguez Valcarcel;1589;1651;;;;;Francisco;Rodríguez de Valcárcel;;;;;;;;;;;;;;;;;;;;persIndias1740
1741;garcia_martinez_cabeza;García Martínez Cabeza;;1653;;1653;García;;Martínez Cabeza;;;;;;;;;;;;1653;;;;q;OBNGCA00;OBNGCA00;Garcia Martinez Cabeza;Garcia;Martinez Cabeza;Martinez Caveza;1593;1653;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1741
1742;miguel_antonio_benavides_y_piedrola;Miguel Antonio Benavides y Piedrola;;1691;;1691;Miguel Antonio;;Benavides y Piedrola;;;;;;;;;;;;1691;;;;q;OBNGCA00;OBNGCA00;Miguel Antonio Benavides y Piedrola;Antonio;Benavides y Pierola;Benavides Pierola;1621;1691;;;;;Antonio;Benavides y Piérola;;;;;;;;;;;;;;;;;;;;persIndias1742
1743;gregorio_de_molleda_y_clerque;Gregorio de Molleda y Clerque;;1756;;1756;Gregorio;de;Molleda y Clerque;;;;;;;;;;;;1756.04.01;;;;q;OBNGCA00;OBCCCC00;Gregorio de Molleda y Clerque;Gregorio;Molleda Clerque;Molleda Clerque;1669;1756;;;;;Gregorio;Molleda Clerque;;;;;;;;;;;;;;;;;;;;persIndias1743
1744;bartolome_de_narvaez_y_berrio;Bartolomé de Narváez y Berrio;;1754;;1754;Bartolomé;de;Narváez y Berrio;;;;;;;;;;;;1754.02.06;;;;q;OBNGCA00;OBNGCA00;Bartolome de Narvaez y Berrio;Bartolome;Narvaez y Berrio;Narvaez Berrio;1691;1754;;;;;Bartolomé;Narváez y Berrio;;;;;;;;;;;;;;;;;;;;persIndias1744
1745;diego_antonio_valenzuela_fajardo;Diego Antonio Valenzuela Fajardo;;1755;;1755;Diego Antonio;;Valenzuela Fajardo;;;;;;;;;;;;1755;;;;q;OBNGCA00;OBNGCA00;Diego Antonio Valenzuela Fajardo;Diego Antonio;Valenzuela Fajardo;Valenzuela Fajardo;1695;1755;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1745
1746;diego_de_peredo;Diego de Peredo;;1774;;1774;Diego;de;Peredo;;;;;;;;;;;;1774.03.21;;;;q;OBNGCA00;OBNEYU00;Diego de Peredo;Diego;Peredo;Peredo;1707;1774;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias1746
1747;jeronimo_gomez_de_linan_de_la_borda;Jerónimo Gómez de Liñán de la Borda;;1805;;1805;Jerónimo;;Gómez de Liñán de la Borda;;;;;;;;;;;;1805.09.30;;;;q;OBNGCA00;OBNGCA00;Jeronimo Gomez de Linan de la Borda;Jeronimo;Linan y Borda;Linan Borda;1736;1805;;;;;Jerónimo;Liñán y Borda;;;;;;;;;;;;;;;;;;;;persIndias1747
