OficialID;nombre_id;NOM_entero;Nacimiento_y;Fallecimiento_y;N_date_t;F_date_t;Nombres;particulo;Apellidos;titulo_de_nobleza;religious_order;PlaceOfBirth_Settlement;PlaceOfBirth_GZ_ID;PlaceOfBirth_Province;PlaceOfBirth_Country;Nacimiento_num;PlaceOfDeath_Settlement;PlaceOfDeath_GZ_ID;Fallecimiento_Province;PlaceOfDeath_Country;Fallecimiento_num;Fuente;Nota;flag;status;cargo_primero;cargo_ultimo;NOM_entero_STANDARD;Nombres_standard;Apellidos_standard;Apellidos_min;RANGE_S;RANGE_E;dbe;no_foreignkey;nowiki;tocayos;Nombres_alternative;Apellidos_alternative;N_date;F_date;Nom1;Nom2;Nom3;Part1;Ap1;Part2;Ap2;Part3;Ap3;N1S;N2S;N3S;A1S;A2S;A3S;flag_num;update_flag;FullOficialID
3649;juan_francisco_de_morla;Juan Francisco de Morla;;;;;Juan Francisco;de;Morla;;;;;;;;;;;;;worldstatesmen;;1639;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Juan Francisco de Morla;Juan Francisco;Morla;Morla;1646;1768;;yes;;;;;;;Juan;Francisco;;de;Morla;;;;;;;;;;;1639;;persIndias3649
3650;francisco_danio_granados;Francisco Danío Granados;;;;;Francisco;;Danío  Granados;;;;;;;;;;;;;worldstatesmen;;1640;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Francisco Danio Granados;Francisco;Danio  Granados;Danio  Granados;1648;1771;;yes;;;;;;;Francisco;;;;Danío;;Granados;;;;;;;;;1640;;persIndias3650
3651;juan_de_ribera;Juan de Ribera (Puerto_Rico);;;;;Juan;de;Ribera;;;;;;;;;;;;;worldstatesmen;;1641;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Juan de Ribera;Juan;Ribera;Ribera;1651;1776;;yes;;si;;;;;Juan;;;de;Ribera;;;;;;;;;;;1641;;persIndias3651
3652;jose_francisco_carreno;José Francisco Carreño;;;;;José Francisco;;Carreño;;;;;;;;;;;;;worldstatesmen;;1642;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose Francisco Carreno;Jose Francisco;Carreno;Carreno;1656;1776;;yes;;;;;;;José;Francisco;;;Carreño;;;;;;;;;;;1642;;persIndias3652
3653;alfonso_bertodano;Alfonso Bertodano;;;;;Alfonso;;Bertodano;;;;;;;;;;;;;worldstatesmen;;1643;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Alfonso Bertodano;Alfonso;Bertodano;Bertodano;1656;1780;;yes;;;;;;;Alfonso;;;;Bertodano;;;;;;;;;;;1643;;persIndias3653
3654;jose_antonio_de_mendizabal_y_azcue;José Antonio de Mendizábal y Azcue;1679;;1679;?;José Antonio;de;Mendizábal y Azcue;;;;;;;;;;;;;worldstatesmen;;1645;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose Antonio de Mendizabal y Azcue;Jose Antonio;Mendizabal y Azcue;Mendizabal Azcue;1679;1800;;yes;;;;;;;José;Antonio;;de;Mendizábal;y;Azcue;;;;;;;;;1645;;persIndias3654
3655;matias_de_abadia;Matías de Abadía;;1743;;1743;Matías;de;Abadía;;;;;;;;;;;;;worldstatesmen;;1646;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Matias de Abadia;Matias;Abadia;Abadia;16;1743;;yes;;;;;;;Matías;;;de;Abadía;;;;;;;;;;;1646;;persIndias3655
3656;domingo_perez_de_nanclares;Domingo Pérez de Nanclares;;;;;Domingo;;Pérez de Nanclares;;;;;;;;;;;;;worldstatesmen;;1647;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Domingo Perez de Nanclares;Domingo;Perez de Nanclares;Perez Nanclares;1683;1804;;yes;;;;;;;Domingo;;;;Pérez;de;Nanclares;;;;;;;;;1647;;persIndias3656
3657;;;;;;;;;;;;;;;;;;;;;;;2815;;doublette;;;;;;;2815;;;;;si;;;;;;;;;;;;;;;;;;;;;;persIndias3657
3658;agustin_de_parejas;Agustín de Parejas;;1751;;1751;Agustín;de;Parejas;;;;;;;;;;;;;worldstatesmen;;1649;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Agustin de Parejas;Agustin;Parejas;Parejas;1651;1751;;yes;;;;;;;Agustín;;;de;Parejas;;;;;;;;;;;1649;;persIndias3658
3659;esteban_bravo_de_rivero;Esteban Bravo de Rivero;;;;;Esteban;;Bravo de Rivero;;;;;;;;;;;;;worldstatesmen;;1650;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Esteban Bravo de Rivero;Esteban;Bravo de Rivero;Bravo Rivero;1691;1813;;yes;;;;;;;Esteban;;;;Bravo;de;Rivero;;;;;;;;;1650;;persIndias3659
3660;felipe_ramirez_de_estenos;Felipe Ramírez de Estenós;1728;1764;1728;1764;Felipe;;Ramírez de Estenós;;;;;;;;;;;;;worldstatesmen;;1651;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Felipe Ramirez de Estenos;Felipe;Ramirez de Estenos;Ramirez Estenos;1728;1764;;yes;;;;;;;Felipe;;;;Ramírez;de;Estenós;;;;;;;;;1651;;persIndias3660
3661;mateo_de_guazo_calderon;Mateo de Guazo Calderón;;1760;;1760;Mateo;de;Guazo  Calderón;;;;;;;;;;;;;worldstatesmen;;1653;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Mateo de Guazo Calderon;Mateo;Guazo  Calderon;Guazo  Calderon;1660;1760;;yes;;;;;;;Mateo;;;de;Guazo;;Calderón;;;;;;;;;1653;;persIndias3661
3662;marcos_de_vergara;Marcos de Vergara;;1766;;1766;Marcos;de;Vergara;;;;;;;;;;;;;worldstatesmen;;1656;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Marcos de Vergara;Marcos;Vergara;Vergara;1666;1766;;yes;;;;;;;Marcos;;;de;Vergara;;;;;;;;;;;1656;;persIndias3662
3663;jose_trentor;José Trentor;;;;;José;;Trentor;;;;;;;;;;;;;worldstatesmen;;1657;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose Trentor;Jose;Trentor;Trentor;1706;1830;;yes;;;;;;;José;;;;Trentor;;;;;;;;;;;1657;;persIndias3663
3664;miguel_de_muesas;Miguel de Muesas;1715;1789;1715;1789;Miguel;de;Muesas;;;;;;;;;;;;;worldstatesmen;;1658;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Miguel de Muesas;Miguel;Muesas;Muesas;1715;1789;;yes;;;;;;;Miguel;;;de;Muesas;;;;;;;;;;;1658;;persIndias3664
3665;jose_dufresne;José Dufresne;1707;1786;1707;1786;José;;Dufresne;;;;;;;;;;;;;worldstatesmen;;1659;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose Dufresne;Jose;Dufresne;Dufresne;1707;1786;39228/jose-dufresne;;;;;;;;José;;;;Dufresne;;;;;;;;;;;1659;;persIndias3665
3666;juan_andres_daban_y_busterino;Juan Andrés Dabán y Busterino;1724;1793;1724;1793;Juan Andrés;;Dabán y Busterino;;;;;;;;;;;;;worldstatesmen;;1660;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Juan Andres Daban y Busterino;Juan Andres;Daban y Busterino;Daban Busterino;1724;1793;;yes;;;;;;;Juan;Andrés;;;Dabán;y;Busterino;;;;;;;;;1660;;persIndias3666
3667;francisco_torralbo_robles;Francisco Torralbo Robles;1730;1795;1730;1795;Francisco;;Torralbo  Robles;;;;;;;;;;;;;worldstatesmen;;1661;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Francisco Torralbo Robles;Francisco;Torralbo  Robles;Torralbo  Robles;1730;1795;;yes;;;;;;;Francisco;;;;Torralbo;;Robles;;;;;;;;;1661;;persIndias3667
3668;miguel_antonio_de_ustariz;Miguel Antonio de Ustáriz;1751;1792;1751;1792;Miguel Antonio;de;Ustáriz;;;;;;;;;;;;;worldstatesmen;;1662;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Miguel Antonio de Ustariz;Miguel Antonio;Ustariz;Ustariz;1751;1792;;yes;;;;;;;Miguel;Antonio;;de;Ustáriz;;;;;;;;;;;1662;;persIndias3668
3669;ramon_de_castro_y_gutierrez;Ramón de Castro y Gutiérrez;1751;1809;1751;1809;Ramón;de;Castro y Gutiérrez;;;;;;;;;;;;;worldstatesmen;;1665;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Ramon de Castro y Gutierrez;Ramon;Castro y Gutierrez;Castro Gutierrez;1751;1809;;yes;;;;;;;Ramón;;;de;Castro;y;Gutiérrez;;;;;;;;;1665;;persIndias3669
3670;toribio_de_montes;Toribio de Montes;1749;1830;1749;1830;Toribio;de;Montes;;;;;;;;;;;;;worldstatesmen;;1666;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Toribio de Montes;Toribio;Montes;Montes;1749;1830;;yes;;;;;;;Toribio;;;de;Montes;;;;;;;;;;;1666;;persIndias3670
3671;salvador_melendez_bruna;Salvador Meléndez Bruna;1757;1824;1757;1824;Salvador;;Meléndez Bruna;Marqués de Negrón II;;Sevilla;;;ESP;;;;;;;worldstatesmen;;1667;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Salvador Melendez Bruna;Salvador;Melendez  Bruna;Melendez  Bruna;1764;1824;12500/salvador-melendez-bruna;;;;;;;;Salvador;;;;Meléndez;;Bruna;;;;;;;;;1667;;persIndias3671
3672;juan_vasco_y_pascual;Juan Vasco y Pascual;;;;;Juan Vasco;y;Pascual;;;;;;;;;;;;;worldstatesmen;;1669;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Juan Vasco y Pascual;Juan Vasco;Pascual;Pascual;1760;1880;;yes;;;;;;;Juan;Vasco;;y;Pascual;;;;;;;;;;;1669;;persIndias3672
3673;gonzalo_de_arostegui_y_herrera;Gonzalo de Aróstegui y Herrera;1771;1828;1771;1828;Gonzalo;de;Aróstegui y Herrera;;;;;;;;;;;;;worldstatesmen;;1670;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Gonzalo de Arostegui y Herrera;Gonzalo;Arostegui y Herrera;Arostegui Herrera;1771;1828;;yes;;;;;;;Gonzalo;;;de;Aróstegui;y;Herrera;;;;;;;;;1670;;persIndias3673
3674;diego_jose_de_navarro;Diego José de Navarro;;;;;Diego José;de;Navarro;;;;;;;;;;;;;worldstatesmen;;1671;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Diego Jose de Navarro;Diego Jose;Navarro;Navarro;1762;1882;;yes;;;;;;;Diego;José;;de;Navarro;;;;;;;;;;;1671;;persIndias3674
3675;francisco_gonzalez_de_linares;Francisco González de Linares;1776;1845;1776;1845;Francisco;;González de Linares;;;;;;;;;;;;;worldstatesmen;;1672;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Francisco Gonzalez de Linares;Francisco;Gonzalez de Linares;Gonzalez Linares;1776;1845;;yes;;;;;;;Francisco;;;;González;de;Linares;;;;;;;;;1672;;persIndias3675
3676;francisco_javier_de_moreda_y_prieto;Francisco Javier de Moreda y Prieto;;;;;Francisco Javier;de;Moreda y Prieto;;;;;;;;;;;;;worldstatesmen;;1674;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Francisco Javier de Moreda y Prieto;Francisco Javier;Moreda y Prieto;Moreda Prieto;1777;1897;;yes;;;;;;;Francisco;Javier;;de;Moreda;y;Prieto;;;;;;;;;1674;;persIndias3676
3677;miguel_lopez_de_banos_y_monsalve;Miguel  López de Baños y Monsalve;1779;1861;17.09.1779;18.08.1861;Miguel;;López de Baños y Monsalve;;;Rueda;;Valladolid;ESP;17790930;Carmona;;;ESP;18610807;worldstatesmen;;n;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Miguel  Lopez de Banos y Monsalve;Miguel;Lopez de Banos y Monsalve;Lopez Banos Monsalve;1789;1861;15897/miguel-lopez-de-banos-y-monsalve;added;;;;;;;Miguel;;;;López;de;Baños;y;Monsalve;Miguel;;;Lopez;Banos;Monsalve;1675;;persIndias3677
3678;santiago_mendez_vigo_y_garcia_de_san_pedro;Santiago  Méndez Vigo y García de San Pedro;1791;1860;17.07.1791;18.01.1860;Santiago;;Méndez Vigo y García de San Pedro;;;Oviedo;;;ESP;17910725;Madrid;;;ESP;18600109;worldstatesmen;;n;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Santiago  Mendez Vigo y Garcia de San Pedro;Santiago;Mendez Vigo y Garcia de San Pedro;Mendez Vigo Garcia San Pedro;1791;1860;16356/santiago-mendez-vigo-y-garcia-de-san-pedro;added;;;;;;;Santiago;;;;Méndez;de;Vigo;y;García de San Pedro;Santiago;;;Mendez;Vigo;Garcia de San Pedro;1676;;persIndias3678
3679;rafael_aristegui_y_velez;Rafael Arístegui y Vélez;1794;1863;1794;1863;Rafael;;Arístegui y Vélez Ladrón de Guevara;Conde de Mirasol II;;Jerez de la Frontera;;Cádiz;ESP;;Madrid;;;ESP;;worldstatesmen;;1677;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Rafael Aristegui y Velez;Rafael;Aristegui y Velez;Aristegui Velez;1794;1863;16440/rafael-de-aristegui-y-velez-ladron-de-guevara;;;;;;;;Rafael;;;;Arístegui;y;Vélez;;;;;;;;;1677;;persIndias3679
3680;juan_prim_de_prats_y_gonzalez;Juan Prim de Prats y González;1814;1870;1814;1870;Juan;;Prim de Prats y González;;;;;;;;;;;;;worldstatesmen;;1678;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Juan Prim de Prats y Gonzalez;Juan;Prim de Prats y Gonzalez;Prim Prats Gonzalez;1814;1870;;yes;;;;;;;Juan;;;;Prim;de;Prats;y;González;;;;;;;1678;;persIndias3680
3681;juan_gonzalez_de_la_pezuela_y_ceballos;Juan González de la Pezuela y Ceballos;1809;1906;1809;1906;Juan;;González de la Pezuela y Ceballos;;;;;;;;;;;;;worldstatesmen;;1679;wikiwmsbatch_newid;PRSDPR00;PRSDIC00;Juan Gonzalez de la Pezuela y Ceballos;Juan;Gonzalez de la Pezuela y Ceballos;Gonzalez Pezuela Ceballos;1809;1906;;yes;;;;;;;Juan;;;;González;de la;Pezuela;y;Ceballos;;;;;;;1679;;persIndias3681
3682;enrique_de_espana_y_taberner;Enrique de España y Taberner;1801;1878;1801;1878;Enrique;de;España y Taberner;;;;;;;;;;;;;worldstatesmen;;1680;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Enrique de Espana y Taberner;Enrique;Espana y Taberner;Espana Taberner;1801;1878;;yes;;;;;;;Enrique;;;de;España;y;Taberner;;;;;;;;;1680;;persIndias3682
3683;fernando_de_norzagaray_y_escudero;Fernando de Norzagaray y Escudero;1808;1860;1808;1860;Fernando;de;Norzagaray y Escudero;;;;;;;;;;;;;worldstatesmen;;1681;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Fernando de Norzagaray y Escudero;Fernando;Norzagaray y Escudero;Norzagaray Escudero;1808;1860;;yes;;;;;;;Fernando;;;de;Norzagaray;y;Escudero;;;;;;;;;1681;;persIndias3683
3684;andres_garcia_camba_y_de_las_heras;Andrés  García Camba y de las Heras;1790;1861;17.10.1790;18.10.1861;Andrés;;García Camba y de las Heras;;;Monforte de Lemos;;;ESP;17901020;Madrid;;;ESP;18611007;worldstatesmen;;n;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Andres  Garcia Camba y de las Heras;Andres;Garcia Camba y de las Heras;Garcia Camba Heras;1793;1861;14139/andres-garcia-camba-y-de-las-heras;added;;;;;;;Andrés;;;;García;;Camba;y de las;Heras;Andres;;;Garcia;Camba;Heras;1682;;persIndias3684
3685;jose_de_lemery_ibrarrola_ney_y_gonzalez;José de Lemery Ibrarrola Ney y González;1811;1886;1811;1886;José;de;Lemery  Ibrarrola  Ney y González;;;;;;;;;;;;;worldstatesmen;;1683;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose de Lemery Ibrarrola Ney y Gonzalez;Jose;Lemery  Ibrarrola  Ney y Gonzalez;Lemery  Ibrarrola  Ney Gonzalez;1811;1886;;yes;;;;;;;José;;;de;Lemery;;Ibrarrola;;Ney y González;;;;;;;1683;;persIndias3685
3686;fernando_cotoner_y_chacon;Fernando Cotoner y Chacón;1817;1888;1817;1888;Fernando;;Cotoner y Chacón;;;;;;;;;;;;;worldstatesmen;;1684;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Fernando Cotoner y Chacon;Fernando;Cotoner y Chacon;Cotoner Chacon;1817;1888;;yes;;;;;;;Fernando;;;;Cotoner;y;Chacón;;;;;;;;;1684;;persIndias3686
3687;sabino_gamir_y_maladen;Sabino Gámir y Maladeñ;;;;;Sabino;;Gámir y Maladeñ;;;;;;;;;;;;;worldstatesmen;;1685;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Sabino Gamir y Maladen;Sabino;Gamir y Maladen;Gamir Maladen;1800;1920;;yes;;;;;;;Sabino;;;;Gámir;y;Maladeñ;;;;;;;;;1685;;persIndias3687
3688;rafael_echague_y_bermingham;Rafael Echagüe y Bermingham;1815;1887;1815;1887;Rafael;;Echagüe y Bermingham;Conde del Serrallo I;;San Sebastián;;Guipúzcoa;ESP;;Madrid;;;ESP;;worldstatesmen;;1686;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Rafael Echague y Bermingham;Rafael;Echague y Bermingham;Echague Bermingham;1815;1887;6311/rafael-echague-y-bermingham;;;;;;;;Rafael;;;;Echagüe;y;Bermingham;;;;;;;;;1686;;persIndias3688
3689;rafael_izquierdo_y_gutierrez;Rafael Izquierdo y Gutiérrez;1820;1883;1820;1883;Rafael;;Izquierdo y Gutiérrez;;;Santander;;Cantabria;ESP;;Madrid;;;ESP;;worldstatesmen;;1687;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Rafael Izquierdo y Gutierrez;Rafael;Izquierdo y Gutierrez;Izquierdo Gutierrez;1820;1882;13166/rafael-izquierdo-y-gutierrez;;;;;;;;Rafael;;;;Izquierdo;y;Gutiérrez;;;;;;;;;1687;;persIndias3689
3690;felix_maria_de_messina_e_iglesias;Félix María de Messina e Iglesias;1798;1872;1798;1872;Félix María;de;Messina e Iglesias;;;;;;;;;;;;;worldstatesmen;;1688;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Felix Maria de Messina e Iglesias;Felix Maria;Messina E Iglesias;Messina E Iglesias;1798;1872;;yes;;;;;;;Félix;María;;de;Messina;e;Iglesias;;;;;;;;;1688;;persIndias3690
3691;jose_maria_marchesi_oleaga;José María Marchesi Oleaga;1801;1882;18.11.1801;18.05.1882;José María;;Marchesi  Oleaga;;;Madrid;;;ESP;18011127;Madrid;;;ESP;18820523;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose Maria Marchesi Oleaga;Jose Maria;Marchesi  Oleaga;Marchesi  Oleaga;1801;1879;16121/jose-maria-marchesi-oleaga;added;;;;;;;José;María;;;Marchesi;;Oleaga;;;;;;;;;1689;;persIndias3691
3692;julian_juan_pavia_lacy;Julián Juan Pavía Lacy;1814;1896;1814;1896;Julián Juan;;Pavía y Lacy;;;Cartagena;;Murcia;ESP;;Madrid;;;ESP;;worldstatesmen;;1690;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Julian Juan Pavia Lacy;Julian Juan;Pavia  Lacy;Pavia  Lacy;1814;1896;39249/julian-juan-pavia-y-lacy;;;;;;;;Julián;Juan;;;Pavía;;Lacy;;;;;;;;;1690;;persIndias3692
3693;jose_laureano_sanz_y_posse;José Laureano Sanz y Posse;1822;1898;1822;1898;José;;Laureano  Sanz y Posse;;;;;;;;;;;;;worldstatesmen;;1691;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose Laureano Sanz y Posse;Jose;Laureano  Sanz y Posse;Laureano  Sanz Posse;1822;1898;;yes;;;;;;;José;;;;Laureano;;Sanz;y;Posse;;;;;;;1691;;persIndias3693
3694;gabriel_baldrich_i_palau;Gabriel Baldrich i Palau;1814;1885;1814;1885;Gabriel;;Baldrich i Palau;;;;;;;;;;;;;worldstatesmen;;1692;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Gabriel Baldrich i Palau;Gabriel;Baldrich I Palau;Baldrich I Palau;1814;1885;;yes;;;;;;;Gabriel;;;;Baldrich;i;Palau;;;;;;;;;1692;;persIndias3694
3695;ramon_gomez_pulido;Ramón Gómez Pulido;1811;1875;1811;1875;Ramón;;Gómez Pulido;;;Ayamonte;;Huelva;ESP;;Madrid;;;ESP;;worldstatesmen;;1693;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Ramon Gomez Pulido;Ramon;Gomez  Pulido;Gomez  Pulido;1811;1875;39250/ramon-gomez-pulido;;;;;;;;Ramón;;;;Gómez;;Pulido;;;;;;;;;1693;;persIndias3695
3696;simon_de_la_torre_y_ormaza;Simón de la Torre y Ormaza;1803;1884;18.10.1803;18.09.1884;Simón;de la;Torre   y Ormaza;;;Larrabezúa;;;ESP;18031026;Villaro;;;ESP;18840919;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Simon de la Torre y Ormaza;Simon;Torre   y Ormaza;Torre   Ormaza;1803;1884;28213/simon-de-la-torre-y-ormaza;added;;;;;;;Simón;;;de la;Torre;;;y;Ormaza;;;;;;;1694;;persIndias3696
3697;joaquin_enrile_y_hernan;Joaquín Enrile y Hernán;1818;1890;1818;1890;Joaquín;;Enrile y Hernán;;;Mérida;;Badajoz;ESP;;;;;;;worldstatesmen;;1695;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Joaquin Enrile y Hernan;Joaquin;Enrile y Hernan;Enrile Hernan;1818;1890;87750/joaquin-enrile-y-hernan;;;;;;;;Joaquín;;;;Enrile;y;Hernán;;;;;;;;;1695;;persIndias3697
3698;juan_martinez_plowes;Juan Martínez Plowes;1808;1887;18.01.1808;18.03.1887;Juan;;Martínez  Plowes;;;Málaga;;;ESP;18080109;Madrid;;;ESP;18870315;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Juan Martinez Plowes;Juan;Martinez  Plowes;Martinez  Plowes;1808;1887;39253/juan-martinez-plowes;added;;;;;;;Juan;;;;Martínez;;Plowes;;;;;;;;;1696;;persIndias3698
3699;rafael_primo_de_rivera_y_sobremonte;Rafael Primo de Rivera y Sobremonte;1813;1902;1813;1902;Rafael;;Primo de Rivera y Sobremonte;;;Montevideo;9000024;;URU;;Cádiz;;;ESP;;worldstatesmen;;1697;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Rafael Primo de Rivera y Sobremonte;Rafael;Primo de Rivera y Sobremonte;Primo Rivera Sobremonte;1813;1902;39254/rafael-primo-de-rivera-y-sobremonte;;;;;;;;Rafael;;;;Primo;de;Rivera;y;Sobremonte;;;;;;;1697;;persIndias3699
3700;segundo_de_la_portilla_y_gutierrez;Segundo de la Portilla y Gutiérrez;1819;;1819;?;Segundo;de la;Portilla y Gutiérrez;;;Setién;;Cantabria;ESP;;;;;;;worldstatesmen;;1699;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Segundo de la Portilla y Gutierrez;Segundo;Portilla   y Gutierrez;Portilla   Gutierrez;1819;1919;39255/segundo-de-la-portilla-y-gutierrez;;;;;;;;Segundo;;;de la;Portilla;;;y;Gutiérrez;;;;;;;1699;;persIndias3700
3701;manuel_de_la_serna_y_hernandez;Manuel de la Serna y Hernández;1804;1878;1804;1878;Manuel;de la;Serna   y Hernández;;;;;;;;;;;;;worldstatesmen;;1700;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Manuel de la Serna y Hernandez;Manuel;Serna   y Hernandez;Serna   Hernandez;1804;1878;;yes;;;;;;;Manuel;;;de la;Serna;;;y;Hernández;;;;;;;1700;;persIndias3701
3702;jose_gamir_maladen;José Gamir Maladén;1835;1896;1835;1896;José;;Gámir Maladeñ;;;Madrid;;;ESP;;San Juan;3000003;;PRI;;worldstatesmen;;1701;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Jose Gamir Maladen;Jose;Gamir  Maladen;Gamir  Maladen;1835;1896;137315/jose-gamir-maladen;;;;;;;;José;;;;Gamir;;Maladén;;;;;;;;;1701;;persIndias3702
3703;eulogio_despujol_y_dussay;Eulogio Despujol y Dussay;1834;1907;1834;1907;Eulogio;;Despujol y Dussay;;;;;;;;;;;;;worldstatesmen;;1702;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Eulogio Despujol y Dussay;Eulogio;Despujol y Dussay;Despujol Dussay;1834;1907;;yes;;;;;;;Eulogio;;;;Despujol;y;Dussay;;;;;;;;;1702;;persIndias3703
3704;miguel_de_la_vega_inclan_y_palma;Miguel de la Vega Inclán y Palma;1820;1884;1820;1884;Miguel;de la;Vega-Inclán y Palma;Marqués de la Vega-Inclán I;;Medina Sidonia;;Cádiz;ESP;;San Juan;3000003;;PRI;;worldstatesmen;;1704;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Miguel de la Vega Inclan y Palma;Miguel;Vega  Inclan y Palma;Vega  Inclan Palma;1820;1884;5049/miguel-de-la-vega-inclan-y-palma;;;;;;;;Miguel;;;de la;Vega;;Inclán;y;Palma;;;;;;;1704;;persIndias3704
3705;carlos_suances_y_campos;Carlos Suances y Campos;1818;1891;1818;1891;Carlos;;Suances y Campos;;;Ferrol;;La Coruña;ESP;;;;;;;worldstatesmen;;1705;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Carlos Suances y Campos;Carlos;Suances y Campos;Suances Campos;1818;1891;39256/carlos-suances-y-campos;;;;;;;;Carlos;;;;Suances;y;Campos;;;;;;;;;1705;;persIndias3705
3706;ramon_fajardo_y_izquierdo;Ramón Fajardo y Izquierdo;1826;1888;1826;1888;Ramón;;Fajardo y Izquierdo;;;;;;;;;;;;;worldstatesmen;;1706;wikiwmsbatch_newid;PRSDIC00;PRSDIC00;Ramon Fajardo y Izquierdo;Ramon;Fajardo y Izquierdo;Fajardo Izquierdo;1826;1888;;yes;;;;;;;Ramón;;;;Fajardo;y;Izquierdo;;;;;;;;;1706;;persIndias3706
3707;luis_daban_y_ramirez_arellano;Luis Dabán y Ramírez Arellano;1841;1892;1841;1892;Luis;;Dabán y Ramírez  Arellano;;;;;;;;;;;;;worldstatesmen;;1708;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Luis Daban y Ramirez Arellano;Luis;Daban y Ramirez  Arellano;Daban Ramirez  Arellano;1841;1892;;yes;;;;;;;Luis;;;;Dabán;y;Ramírez;;Arellano;;;;;;;1708;;persIndias3707
3708;juan_contreras_martinez;Juan Contreras Martínez;1834;1907;1834;1907;Juan;;Contreras y Martínez;El héroe de Treviño;;Badajoz;;;ESP;;Madrid;;;ESP;;worldstatesmen;;1709;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Juan Contreras Martinez;Juan;Contreras  Martinez;Contreras  Martinez;1834;1906;4847/juan-contreras-y-martinez;;;;;;;;Juan;;;;Contreras;;Martínez;;;;;;;;;1709;;persIndias3708
3709;romualdo_palacios_gonzalez;Romualdo Palacios González;1827;1908;1827;1908;Romualdo;;Palacios  González;;;;;;;;;;;;;worldstatesmen;;1710;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Romualdo Palacios Gonzalez;Romualdo;Palacios  Gonzalez;Palacios  Gonzalez;1827;1908;;yes;;;;;;;Romualdo;;;;Palacios;;González;;;;;;;;;1710;;persIndias3709
3710;pedro_ruiz_y_dana;Pedro Ruiz y Dana;1822;1891;1822;1891;Pedro;;Ruiz y Dana;;;;;;;;;;;;;worldstatesmen;;1712;wikiwmsbatch_newid;PRSDPR00;PRSDPR00;Pedro Ruiz y Dana;Pedro;Ruiz y Dana;Ruiz Dana;1822;1891;;yes;;;;;;;Pedro;;;;Ruiz;y;Dana;;;;;;;;;1712;;persIndias3710
