Entidad;Nombre;Variantes;tipo;Provincia_generica;Reg;WikiID;Redirect;Entidad_alternate;START;END_;Numero_corriente;GCath;CathHierarchy;viaf;Region;Nivel_default;Comentario;Lat_Capital;Lon_Capital
JUNGSOMV;Minas de Velez;Minas de Velez @ Minas de cobre;Jurisdiccion;Socorro;NGR;minas_de_velez_jurisdiccion_ngr;~~REDIRECT>minas_de_velez_jurisdiccion_ngr~~;NGSOMVJU;1111;1808;695;;;;Nuevo Reino de Granada;indefinido;;90;0
JUNGSOSG;San Gil;San Gil @;Jurisdiccion;Socorro;NGR;san_gil_jurisdiccion_ngr;~~REDIRECT>san_gil_jurisdiccion_ngr~~;NGSOSGJU;1689;1808;696;;;;Nuevo Reino de Granada;Jurisdiccion;;6.55529;-73.13124
JUNGSOSO;Socorro;Socorro @;Jurisdiccion;Socorro;NGR;socorro_jurisdiccion_ngr;~~REDIRECT>socorro_jurisdiccion_ngr~~;NGSOSOJU;1683;1808;697;;;;Nuevo Reino de Granada;Jurisdiccion;;6.46995;-73.26122
JUNGSOVE;Velez;Velez @;Jurisdiccion;Socorro;NGR;velez_jurisdiccion_ngr;~~REDIRECT>velez_jurisdiccion_ngr~~;NGSOVEJU;1539;1808;698;;;;Nuevo Reino de Granada;Jurisdiccion;;6.01283;-73.67349
JUNGTUCH;Chita;Chita @ Rincon;Jurisdiccion;Tunja;NGR;chita_jurisdiccion_ngr;~~REDIRECT>chita_jurisdiccion_ngr~~;NGTUCHJU;1593;1808;699;;;;Nuevo Reino de Granada;Partido;;6.18697;-72.47261
JUNGTUCV;Chivata;Chivata @;Jurisdiccion;Tunja;NGR;chivata_jurisdiccion_ngr;~~REDIRECT>chivata_jurisdiccion_ngr~~;NGTUCVJU;1628;1808;700;;;;Nuevo Reino de Granada;Partido;;5.55853;-73.2826
JUNGTUDU;Duitama;Duitama @ Mogotes y Sincelejo @ Cerinza;Partido;Tunja;NGR;duitama_partido_ngr;~~REDIRECT>duitama_partido_ngr~~;NGTUDUJU;1593;1808;701;;;;Nuevo Reino de Granada;Partido;;5.82771;-73.03389
JUNGTUGA;Gameza;Gameza @;Jurisdiccion;Tunja;NGR;gameza_jurisdiccion_ngr;~~REDIRECT>gameza_jurisdiccion_ngr~~;NGTUGAJU;1593;1808;702;;;;Nuevo Reino de Granada;Partido;;5.8027;-72.8057
JUNGTULE;Leyva;Leyva @ Leiva @ Villa de Leyva;Jurisdiccion;Tunja;NGR;leyva_jurisdiccion_ngr;~~REDIRECT>leyva_jurisdiccion_ngr~~;NGTULEJU;1572;1808;703;;;;Nuevo Reino de Granada;Jurisdiccion;;5.63329;-73.52365
JUNGTUMM;Minas de Muzo;Minas de Muzo @;Jurisdiccion;Tunja;NGR;minas_de_muzo_jurisdiccion_ngr;~~REDIRECT>minas_de_muzo_jurisdiccion_ngr~~;NGTUMMJU;1701;1785;704;;;;Nuevo Reino de Granada;indefinido;;5.12388;-74.95096
JUNGTUMU;Muzo;Muzo @ Muso;Jurisdiccion;Tunja;NGR;muzo_jurisdiccion_ngr;~~REDIRECT>muzo_jurisdiccion_ngr~~;NGTUMUJU;1559;1808;705;;;;Nuevo Reino de Granada;Jurisdiccion;;5.53213;-74.10278
JUNGTUPA;Paypa;Paypa @ Paipa @ Combita @ Boabita @ Moabita;Jurisdiccion;Tunja;NGR;paypa_jurisdiccion_ngr;~~REDIRECT>paypa_jurisdiccion_ngr~~;NGTUPAJU;1593;1808;706;;;;Nuevo Reino de Granada;Partido;;5.78124;-73.1176
JUNGTUSA;Sachica;Sachica @;Jurisdiccion;Tunja;NGR;sachica_jurisdiccion_ngr;~~REDIRECT>sachica_jurisdiccion_ngr~~;NGTUSAJU;1593;1808;707;;;;Nuevo Reino de Granada;Partido;;5.58307;-73.54247
JUNGTUSF;San Faustino de los Rios;San Faustino de los Rios @ Chinatos @ San Justino;Jurisdiccion;Tunja;NGR;san_faustino_de_los_rios_jurisdiccion_ngr;~~REDIRECT>san_faustino_de_los_rios_jurisdiccion_ngr~~;NGTUSFJU;1662;1808;708;;;;Nuevo Reino de Granada;Jurisdiccion;;8.06064;-72.40569
JUNGTUSO;Sogamoso;Sogamoso @ Sogamoso y Duitama;Jurisdiccion;Tunja;NGR;sogamoso_jurisdiccion_ngr;~~REDIRECT>sogamoso_jurisdiccion_ngr~~;NGTUSOJU;1593;1808;709;;;;Nuevo Reino de Granada;Jurisdiccion;;5.7143;-72.9339
JUNGTUST;Soata;Soata @;Jurisdiccion;Tunja;NGR;soata_jurisdiccion_ngr;~~REDIRECT>soata_jurisdiccion_ngr~~;NGTUSTJU;1593;1635;1607;;;;Nuevo Reino de Granada;indefinido;;90;0
JUNGTUTE;Tensa;Tensa @ Tenza @ Suta @ Ycabuca @ Icabuca @ Icabuco;Jurisdiccion;Tunja;NGR;tensa_jurisdiccion_ngr;~~REDIRECT>tensa_jurisdiccion_ngr~~;NGTUTEJU;1593;1808;710;;;;Nuevo Reino de Granada;Partido;;5.07694;-73.41996
JUNGTUTM;Turmeque;Turmeque @;Jurisdiccion;Tunja;NGR;turmeque_jurisdiccion_ngr;~~REDIRECT>turmeque_jurisdiccion_ngr~~;NGTUTMJU;1593;1808;711;;;;Nuevo Reino de Granada;Partido;;5.32424;-73.49059
JUNGTUTU;Tunja;Tunja @;Jurisdiccion;Tunja;NGR;tunja_jurisdiccion_ngr;~~REDIRECT>tunja_jurisdiccion_ngr~~;NGTUTUJU;1539;1808;712;;;;Nuevo Reino de Granada;Jurisdiccion;;5.53305;-73.36134
JUNGTUVP;Vetas de Pamplona;Vetas de Pamplona @ Bucaramanga @ Minas de Pamplona y Bucaramanga @ Betas @;Jurisdiccion;Pamplona;NGR;vetas_de_pamplona_jurisdiccion_ngr;~~REDIRECT>vetas_de_pamplona_jurisdiccion_ngr~~;NGTUVPJU;1701;1794;713;;;;Nuevo Reino de Granada;Partido;;7.11855;-73.12248
JUNGVEAL;Alange;Alange @ Alanje @ Al Angel @ Alanxe @ Alhanxe @ Provincia de Chiriqui;Jurisdiccion;Panama;TFI;alange_jurisdiccion_ngr;~~REDIRECT>alange_jurisdiccion_ngr~~;NGVEALJU;1701;1808;714;;;;Tierra Firme;Jurisdiccion;;8.4008;-82.5571
JUNGVERE;Pueblo Nuevo;Pueblo Nuevo @ Remedios;Jurisdiccion;Panama;TFI;pueblo_nuevo_jurisdiccion_ngr;~~REDIRECT>pueblo_nuevo_jurisdiccion_ngr~~;NGVEREJU;1701;1756;1418;;;;Tierra Firme;Jurisdiccion;;8.22601;-81.8322
JUNGVEVE;Veragua;Veragua @ Veraguas;Jurisdiccion;Panama;TFI;veragua_jurisdiccion_ngr;~~REDIRECT>veragua_jurisdiccion_ngr~~;NGVEVEJU;1701;1808;715;;;;Tierra Firme;Jurisdiccion;;8.10932;-80.98146
JUPEARAC;Arica;Arica @ San Marcos de Arica @ Ilo, Tarapacá y Arica;Jurisdiccion;Arequipa;PER;arica_jurisdiccion_per;~~REDIRECT>arica_jurisdiccion_per~~;PEARACJU;1583;1808;716;;;;Peru;Jurisdiccion;;-18.47802;-70.32072
JUPEARAR;Arequipa;Arequipa @;Jurisdiccion;Arequipa;PER;arequipa_jurisdiccion_per;~~REDIRECT>arequipa_jurisdiccion_per~~;PEARARJU;1583;1808;717;;;;Peru;Jurisdiccion;;-16.39822;-71.53673
JUPEARCA;Camana;Camana @;Jurisdiccion;Arequipa;PER;camana_jurisdiccion_per;~~REDIRECT>camana_jurisdiccion_per~~;PEARCAJU;1583;1808;718;;;;Peru;Jurisdiccion;;-16.62243;-72.71077
JUPEARCG;Collaguas;Collaguas @ Cailloma @ Cabanaconde;Jurisdiccion;Arequipa;PER;collaguas_jurisdiccion_per;~~REDIRECT>collaguas_jurisdiccion_per~~;PEARCGJU;1583;1808;719;;;;Peru;Jurisdiccion;;-15.18983;-71.77264
JUPEARCS;Condesuyos;Condesuyos @;Jurisdiccion;Arequipa;PER;condesuyos_jurisdiccion_per;~~REDIRECT>condesuyos_jurisdiccion_per~~;PEARCSJU;1583;1808;720;;;;Peru;Jurisdiccion;;-15.84147;-72.65165
JUPEARCV;Characato y Vitor;Characato y Vitor @;Jurisdiccion;Arequipa;PER;characato_y_vitor_jurisdiccion_per;~~REDIRECT>characato_y_vitor_jurisdiccion_per~~;PEARCVJU;1565;1635;1736;;;;Peru;indefinido;;90;0
JUPEARMO;Moquegua;Moquegua @ Carumas y Ubinas @ Collesuyo @ Moqueua @ Moquehua @ Ubinas;Jurisdiccion;Arequipa;PER;moquegua_jurisdiccion_per;~~REDIRECT>moquegua_jurisdiccion_per~~;PEARMOJU;1583;1808;721;;;;Peru;Jurisdiccion;;-16.38673;-70.85716
JUPEARTA;Tarapaca;Tarapaca @;Jurisdiccion;Arequipa;PER;tarapaca_jurisdiccion_per;~~REDIRECT>tarapaca_jurisdiccion_per~~;PEARTAJU;1701;1808;722;;;;Peru;Jurisdiccion;;-19.9249;-69.5106
JUPECUAB;Abancay;Abancay @ Anta;Jurisdiccion;Cuzco;PER;abancay_jurisdiccion_per;~~REDIRECT>abancay_jurisdiccion_per~~;PECUABJU;1583;1808;723;;;;Peru;Jurisdiccion;;-13.63335;-72.88331
JUPECUAY;Aymaraes;Aymaraes @;Jurisdiccion;Cuzco;PER;aymaraes_jurisdiccion_per;~~REDIRECT>aymaraes_jurisdiccion_per~~;PECUAYJU;1583;1808;724;;;;Peru;Jurisdiccion;;-14.29493;-73.24415
JUPECUCB;Cotabambas;Cotabambas @ Omasayos @ Cotabambas y Omsuyos;Jurisdiccion;Cuzco;PER;cotabambas_jurisdiccion_per;~~REDIRECT>cotabambas_jurisdiccion_per~~;PECUCBJU;1583;1808;725;;;;Peru;Jurisdiccion;;-13.94618;-72.17461
JUPECUCH;Chumbivilcas;Chumbivilcas @ Condesuyos de Cuzco @ Chumbibilcas;Jurisdiccion;Cuzco;PER;chumbivilcas_jurisdiccion_per;~~REDIRECT>chumbivilcas_jurisdiccion_per~~;PECUCHJU;1583;1808;726;;;;Peru;Jurisdiccion;;-14.45035;-72.08182
JUPECUCL;Calca y Lares;Calca y Lares @ Calcailares @ Yucay @ valle de Yucao;Jurisdiccion;Cuzco;PER;calca_y_lares_jurisdiccion_per;~~REDIRECT>calca_y_lares_jurisdiccion_per~~;PECUCLJU;1574;1808;727;;;;Peru;Jurisdiccion;;-13.32131;-71.95584
JUPECUCU;Cuzco;Cuzco @;Jurisdiccion;Cuzco;PER;cuzco_jurisdiccion_per;~~REDIRECT>cuzco_jurisdiccion_per~~;PECUCUJU;1548;1808;728;;;146760655;Peru;Jurisdiccion;;-13.51672;-71.97888
JUPECUPA;Chilques y Masques;Chilques y Masques @ Paruro;Jurisdiccion;Cuzco;PER;chilques_y_masques_jurisdiccion_per;~~REDIRECT>chilques_y_masques_jurisdiccion_per~~;PECUPAJU;1583;1808;729;;;;Peru;Jurisdiccion;;-13.76152;-71.84768
JUPECUPT;Paucartambo;Paucartambo @ Los Andes @ Andes del Cuzco;Jurisdiccion;Cuzco;PER;paucartambo_jurisdiccion_per;~~REDIRECT>paucartambo_jurisdiccion_per~~;PECUPTJU;1583;1808;730;;;;Peru;Jurisdiccion;;-13.31759;-71.59574
JUPECUQU;Quispicanchis;Quispicanchis @ Andahuaylillas @ Quispicanche @ Canches @ Canchis;Jurisdiccion;Cuzco;PER;quispicanchis_jurisdiccion_per;~~REDIRECT>quispicanchis_jurisdiccion_per~~;PECUQUJU;1583;1808;731;;;;Peru;Jurisdiccion;;-13.68785;-71.62563
JUPECUTI;Tinta;Tinta @ Canas y Canchis @ Canas @ Canas y Canches;Jurisdiccion;Cuzco;PER;tinta_jurisdiccion_per;~~REDIRECT>tinta_jurisdiccion_per~~;PECUTIJU;1583;1808;732;;;;Peru;Jurisdiccion;;-14.14473;-71.40634
JUPECUUR;Urubamba;Urubamba @;Jurisdiccion;Cuzco;PER;urubamba_jurisdiccion_per;~~REDIRECT>urubamba_jurisdiccion_per~~;PECUURJU;1741;1808;733;;;;Peru;Jurisdiccion;;-13.30573;-72.11577
JUPECUVI;Vilcabamba;Vilcabamba @;Jurisdiccion;Cuzco;PER;vilcabamba_jurisdiccion_per;~~REDIRECT>vilcabamba_jurisdiccion_per~~;PECUVIJU;1572;1808;734;;;;Peru;Jurisdiccion;;-13.12363;-72.9621
JUPEHUAH;Andahuaylas;Andahuaylas @;Jurisdiccion;Huamanga;PER;andahuaylas_jurisdiccion_per;~~REDIRECT>andahuaylas_jurisdiccion_per~~;PEHUAHJU;1583;1808;735;;;;Peru;Jurisdiccion;;-13.65733;-73.38328
JUPEHUAN;Anco;Anco @;Jurisdiccion;Huamanga;PER;anco_jurisdiccion_per;~~REDIRECT>anco_jurisdiccion_per~~;PEHUANJU;1784;1808;736;;;;Peru;Jurisdiccion;;-13.11662;-73.69042
JUPEHUCA;Cangallo;Cangallo @ Vilcas Huaman @ Vilcashuaman @ Hananchilques;Jurisdiccion;Huamanga;PER;cangallo_jurisdiccion_per;~~REDIRECT>cangallo_jurisdiccion_per~~;PEHUCAJU;1583;1808;737;;;;Peru;Jurisdiccion;;-13.65306;-73.95394
JUPEHUHT;Huanta;Huanta @ Azangaro @ Asangaro;Jurisdiccion;Huamanga;PER;huanta_jurisdiccion_per;~~REDIRECT>huanta_jurisdiccion_per~~;PEHUHTJU;1583;1808;738;;;;Peru;Jurisdiccion;;-12.93873;-74.24751
JUPEHUHU;Huamanga;Huamanga @;Jurisdiccion;Huamanga;PER;huamanga_jurisdiccion_per;~~REDIRECT>huamanga_jurisdiccion_per~~;PEHUHUJU;1565;1808;739;;;;Peru;Jurisdiccion;;-13.16076;-74.2249
JUPEHULU;Lucanas;Lucanas @ Lucanas, Soros y Andamarcas;Jurisdiccion;Huamanga;PER;lucanas_jurisdiccion_per;~~REDIRECT>lucanas_jurisdiccion_per~~;PEHULUJU;1583;1808;740;;;;Peru;Jurisdiccion;;-14.62042;-74.23257
JUPEHUPA;Parinacochas;Parinacochas @;Jurisdiccion;Huamanga;PER;parinacochas_jurisdiccion_per;~~REDIRECT>parinacochas_jurisdiccion_per~~;PEHUPAJU;1583;1808;741;;;;Peru;Jurisdiccion;;-15.01692;-73.7805
JUPEHVAN;Angaraes;Angaraes @ Angaraes y Chocorvos;Jurisdiccion;Huancavelica;PER;angaraes_jurisdiccion_per;~~REDIRECT>angaraes_jurisdiccion_per~~;PEHVANJU;1568;1808;742;;;;Peru;Jurisdiccion;;-12.84287;-74.57041
JUPEHVCA;Castrovirreina;Castrovirreina @ Castrovirreyna;Jurisdiccion;Huancavelica;PER;castrovirreina_jurisdiccion_per;~~REDIRECT>castrovirreina_jurisdiccion_per~~;PEHVCAJU;1591;1808;743;;;;Peru;Jurisdiccion;;-13.27778;-75.31611
JUPEHVHV;Huancavelica;Huancavelica @;Jurisdiccion;Huancavelica;PER;huancavelica_jurisdiccion_per;~~REDIRECT>huancavelica_jurisdiccion_per~~;PEHVHVJU;1581;1808;744;;;;Peru;Jurisdiccion;;-12.7878;-74.97309
JUPEHVTA;Tayacaja;Tayacaja @;Jurisdiccion;Huancavelica;PER;tayacaja_jurisdiccion_per;~~REDIRECT>tayacaja_jurisdiccion_per~~;PEHVTAJU;1784;1808;745;;;;Peru;Jurisdiccion;;-12.39894;-74.86587
JUPELICA;Cañete;Cañete @;Jurisdiccion;Lima;PER;canete_jurisdiccion_per;~~REDIRECT>cañete_jurisdiccion_per~~;PELICAJU;1583;1808;746;;;;Peru;Jurisdiccion;;-13.07412;-76.36959
JUPELICH;Chancay;Chancay @ Arnedo;Jurisdiccion;Lima;PER;chancay_jurisdiccion_per;~~REDIRECT>chancay_jurisdiccion_per~~;PELICHJU;1583;1808;747;;;;Peru;Jurisdiccion;;-11.56312;-77.27134
JUPELICL;Cercado de Lima;Cercado de Lima @ Cercado;Jurisdiccion;Lima;PER;cercado_de_lima_jurisdiccion_per;~~REDIRECT>cercado_de_lima_jurisdiccion_per~~;PELICLJU;1591;1808;748;;;;Peru;Jurisdiccion;;-12.04665;-77.02998
JUPELICN;Canta;Canta @;Jurisdiccion;Lima;PER;canta_jurisdiccion_per;~~REDIRECT>canta_jurisdiccion_per~~;PELICNJU;1583;1808;749;;;;Peru;Jurisdiccion;;-11.46859;-76.62114
JUPELICO;Callao;Callao @;Jurisdiccion;Lima;PER;callao_jurisdiccion_per;~~REDIRECT>callao_jurisdiccion_per~~;PELICOJU;1701;1808;750;;;;Peru;Jurisdiccion;;-12.06275;-77.14885
JUPELIHU;Huarochiri;Huarochiri @ Guaruquiri;Jurisdiccion;Lima;PER;huarochiri_jurisdiccion_per;~~REDIRECT>huarochiri_jurisdiccion_per~~;PELIHUJU;1583;1808;751;;;;Peru;Jurisdiccion;;-12.13844;-76.23211
JUPELIIC;Ica;Ica @ Yca y Pisco @ Ica y Pisco;Jurisdiccion;Lima;PER;ica_jurisdiccion_per;~~REDIRECT>ica_jurisdiccion_per~~;PELIICJU;1583;1808;752;;;;Peru;Jurisdiccion;;-14.06388;-75.72912
JUPELILI;Lima;Lima @;Jurisdiccion;Lima;PER;lima_jurisdiccion_per;~~REDIRECT>lima_jurisdiccion_per~~;PELILIJU;1111;1808;753;;;;Peru;indefinido;;-12.04665;-77.02998
JUPELISA;Santa;Santa @;Jurisdiccion;Lima;PER;santa_jurisdiccion_per;~~REDIRECT>santa_jurisdiccion_per~~;PELISAJU;1583;1808;754;;;;Peru;Jurisdiccion;;-8.98686;-78.61414
JUPELIYA;Yauyos;Yauyos @;Jurisdiccion;Lima;PER;yauyos_jurisdiccion_per;~~REDIRECT>yauyos_jurisdiccion_per~~;PELIYAJU;1583;1808;755;;;;Peru;Jurisdiccion;;-12.45989;-75.91801
JUPETACA;Cajatambo;Cajatambo @;Jurisdiccion;Tarma;PER;cajatambo_jurisdiccion_per;~~REDIRECT>cajatambo_jurisdiccion_per~~;PETACAJU;1583;1808;756;;;;Peru;Jurisdiccion;;-10.47296;-76.99211
JUPETACO;Conchucos;Conchucos @;Jurisdiccion;Tarma;PER;conchucos_jurisdiccion_per;~~REDIRECT>conchucos_jurisdiccion_per~~;PETACOJU;1583;1808;757;;;;Peru;Jurisdiccion;;-9.34821;-77.17089
JUPETAHM;Huamalies;Huamalies @;Jurisdiccion;Tarma;PER;huamalies_jurisdiccion_per;~~REDIRECT>huamalies_jurisdiccion_per~~;PETAHMJU;1583;1808;758;;;;Peru;Jurisdiccion;;-9.55056;-76.8157
JUPETAHN;Huanuco;Huanuco @;Jurisdiccion;Tarma;PER;huanuco_jurisdiccion_per;~~REDIRECT>huanuco_jurisdiccion_per~~;PETAHNJU;1583;1808;759;;;;Peru;Jurisdiccion;;-9.92988;-76.24306
JUPETAHY;Huaylas;Huaylas @;Jurisdiccion;Tarma;PER;huaylas_jurisdiccion_per;~~REDIRECT>huaylas_jurisdiccion_per~~;PETAHYJU;1583;1808;760;;;;Peru;Jurisdiccion;;-9.52963;-77.5289
JUPETAJA;Jauja;Jauja @ Xauxa;Jurisdiccion;Tarma;PER;jauja_jurisdiccion_per;~~REDIRECT>jauja_jurisdiccion_per~~;PETAJAJU;1583;1808;761;;;;Peru;Jurisdiccion;;-11.77595;-75.50021
JUPETAPA;Panatahuas;Panatahuas @ Conversiones de Huanuco @ Panatavas;Jurisdiccion;Tarma;PER;panatahuas_jurisdiccion_per;~~REDIRECT>panatahuas_jurisdiccion_per~~;PETAPAJU;1701;1808;762;;;;Peru;Jurisdiccion;;-9.89796;-75.99376
JUPETATA;Tarma;Tarma @ Tarma y Chinchaycocha @ Jarama y Chinchaycocha;Jurisdiccion;Tarma;PER;tarma_jurisdiccion_per;~~REDIRECT>tarma_jurisdiccion_per~~;PETATAJU;1583;1808;763;;;;Peru;Jurisdiccion;;-11.41817;-75.68667
JUPETRCA;Cajamarca;Cajamarca @;Jurisdiccion;Trujillo;PER;cajamarca_jurisdiccion_per;~~REDIRECT>cajamarca_jurisdiccion_per~~;PETRCAJU;1565;1808;764;;;;Peru;Jurisdiccion;;-7.15676;-78.51802
JUPETRCC;Chimo y Chicama;Chimo y Chicama @ Chicama y Pacasmayo @ Valle de Chicama @ Chicama y Chimo @ Chicama y Chiclayo @ Chiclayo;Jurisdiccion;Trujillo;PER;chimo_y_chicama_jurisdiccion_per;~~REDIRECT>chimo_y_chicama_jurisdiccion_per~~;PETRCCJU;1583;1634;1452;;;;Peru;indefinido;;90;0
JUPETRCH;Chachapoyas;Chachapoyas @ Chachapoyas y Moyobamba @ Chachapoyas, Moyobamba y Pacllas @ Chachapoyas, Moyobamba y Lamas @ Chachapoyas, Moyobamba, Lamas y Leymebamba;Jurisdiccion;Trujillo;PER;chachapoyas_jurisdiccion_per;~~REDIRECT>chachapoyas_jurisdiccion_per~~;PETRCHJU;1565;1808;765;;;;Peru;Jurisdiccion;;-6.22994;-77.87193
JUPETRHB;Huambos;Huambos @ Chota;Jurisdiccion;Trujillo;PER;huambos_jurisdiccion_per;~~REDIRECT>huambos_jurisdiccion_per~~;PETRHBJU;1787;1808;766;;;;Peru;Jurisdiccion;;-6.45323;-78.96132
JUPETRHM;Huamachuco;Huamachuco @;Jurisdiccion;Trujillo;PER;huamachuco_jurisdiccion_per;~~REDIRECT>huamachuco_jurisdiccion_per~~;PETRHMJU;1759;1808;767;;;;Peru;Jurisdiccion;;-7.81185;-78.04886
JUPETRLU;Luya y Chillaos;Luya y Chillaos @;Jurisdiccion;Trujillo;PER;luya_y_chillaos_jurisdiccion_per;~~REDIRECT>luya_y_chillaos_jurisdiccion_per~~;PETRLUJU;1583;1808;768;;;;Peru;Jurisdiccion;;-6.11411;-78.06183
JUPETRPA;Pataz;Pataz @ Cajamarquilla @ Caxamarquilla @ Cajamarquilla y Collay @ Cajamarquilla, Collay y Leymebamba;Jurisdiccion;Trujillo;PER;pataz_jurisdiccion_per;~~REDIRECT>pataz_jurisdiccion_per~~;PETRPAJU;1583;1808;769;;;;Peru;Jurisdiccion;;-7.15395;-77.70263
JUPETRPC;Pacllas;Pacllas @ Los Pacllas;Jurisdiccion;Trujillo;PER;pacllas_jurisdiccion_per;~~REDIRECT>pacllas_jurisdiccion_per~~;PETRPCJU;1565;1700;1738;;;;Peru;indefinido;;90;0
JUPETRPI;Piura;Piura @ Piura y Paita;Jurisdiccion;Trujillo;PER;piura_jurisdiccion_per;~~REDIRECT>piura_jurisdiccion_per~~;PETRPIJU;1565;1808;770;;;255147118198526341037;Peru;Jurisdiccion;;-5.17985;-80.64966
JUPETRSA;Saña;Saña @ Lambayeque @;Jurisdiccion;Trujillo;PER;sana_jurisdiccion_per;~~REDIRECT>saña_jurisdiccion_per~~;PETRSAJU;1565;1808;771;;;;Peru;Jurisdiccion;;-6.70342;-79.90611
JUPETRTR;Trujillo;Trujillo @;Jurisdiccion;Trujillo;PER;trujillo_jurisdiccion_per;~~REDIRECT>trujillo_jurisdiccion_per~~;PETRTRJU;1583;1808;772;;;;Peru;Jurisdiccion;;-8.1117;-79.02876
JUQUCHCH;Chimbo;Chimbo @ Guaranda;Jurisdiccion;Quito;QUI;chimbo_jurisdiccion_qui;~~REDIRECT>chimbo_jurisdiccion_qui~~;QUCHCHJU;1565;1808;773;;;;Quito;Jurisdiccion;;-1.59247;-79.00194
JUQUCUAL;Alausi;Alausi @;Jurisdiccion;Cuenca;QUI;alausi_jurisdiccion_qui;~~REDIRECT>alausi_jurisdiccion_qui~~;QUCUALJU;1701;1808;774;;;;Quito;Partido;;-2.20063;-78.84582
JUQUCUCU;Cuenca;Cuenca @;Jurisdiccion;Cuenca;QUI;cuenca_jurisdiccion_qui;~~REDIRECT>cuenca_jurisdiccion_qui~~;QUCUCUJU;1557;1808;775;;;;Quito;Partido;;-2.89752;-79.00442
JUQUGQBB;Baba;Baba @;Jurisdiccion;Guayaquil;QUI;baba_jurisdiccion_qui;~~REDIRECT>baba_jurisdiccion_qui~~;QUGQBBJU;1701;1808;776;;;;Quito;Jurisdiccion;;-1.7831;-79.67932
JUQUGQBH;Babahoyo;Babahoyo @ Ojiba;Jurisdiccion;Guayaquil;QUI;babahoyo_jurisdiccion_qui;~~REDIRECT>babahoyo_jurisdiccion_qui~~;QUGQBHJU;1701;1808;777;;;;Quito;Jurisdiccion;;-1.79894;-79.53227
JUQUGQBZ;Balzar;Balzar @;Jurisdiccion;Guayaquil;QUI;balzar_jurisdiccion_qui;~~REDIRECT>balzar_jurisdiccion_qui~~;QUGQBZJU;1754;1808;778;;;;Quito;Jurisdiccion;;-1.36466;-79.9041
JUQUGQCA;La Canoa;La Canoa @ Caraquez;Jurisdiccion;Guayaquil;QUI;la_canoa_jurisdiccion_qui;~~REDIRECT>la_canoa_jurisdiccion_qui~~;QUGQCAJU;1562;1808;779;;;;Quito;Jurisdiccion;;-0.46191;-80.4564
JUQUGQDA;Daule;Daule @;Jurisdiccion;Guayaquil;QUI;daule_jurisdiccion_qui;~~REDIRECT>daule_jurisdiccion_qui~~;QUGQDAJU;1701;1808;780;;;;Quito;Jurisdiccion;;-1.86696;-79.97809
JUQUGQGQ;Guayaquil;Guayaquil @;Jurisdiccion;Guayaquil;QUI;guayaquil_jurisdiccion_qui;~~REDIRECT>guayaquil_jurisdiccion_qui~~;QUGQGQJU;1534;1808;781;;;;Quito;Jurisdiccion;;-2.19455;-79.88362
JUQUGQMA;Machala;Machala @;Jurisdiccion;Guayaquil;QUI;machala_jurisdiccion_qui;~~REDIRECT>machala_jurisdiccion_qui~~;QUGQMAJU;1783;1808;782;;;;Quito;Jurisdiccion;;-3.25871;-79.95957
JUQUGQNA;Naranjal;Naranjal @;Jurisdiccion;Guayaquil;QUI;naranjal_jurisdiccion_qui;~~REDIRECT>naranjal_jurisdiccion_qui~~;QUGQNAJU;1745;1808;783;;;;Quito;Jurisdiccion;;-2.67421;-79.61747
JUQUGQPA;Palenque;Palenque @;Jurisdiccion;Guayaquil;QUI;palenque_jurisdiccion_qui;~~REDIRECT>palenque_jurisdiccion_qui~~;QUGQPAJU;1754;1808;784;;;;Quito;Jurisdiccion;;-1.43288;-79.75555
JUQUGQPB;Puebloviejo;Puebloviejo @ Pueblo Viejo;Jurisdiccion;Guayaquil;QUI;puebloviejo_jurisdiccion_qui;~~REDIRECT>puebloviejo_jurisdiccion_qui~~;QUGQPBJU;1802;1808;785;;;;Quito;Jurisdiccion;;-1.55357;-79.5357
JUQUGQPU;La Puna;La Puna @ Isla de la Puna @ Machala;Jurisdiccion;Guayaquil;QUI;la_puna_jurisdiccion_qui;~~REDIRECT>la_puna_jurisdiccion_qui~~;QUGQPUJU;1534;1808;786;;;;Quito;Jurisdiccion;;-3.25871;-79.95957
JUQUGQPV;Puerto Viejo;Puerto Viejo @;Jurisdiccion;Guayaquil;QUI;puerto_viejo_jurisdiccion_qui;~~REDIRECT>puerto_viejo_jurisdiccion_qui~~;QUGQPVJU;1535;1808;787;;;;Quito;Jurisdiccion;;-1.0526;-80.45331
JUQUGQSB;Samborondon;Samborondon @ San Borondon @ San Barondon;Jurisdiccion;Guayaquil;QUI;samborondon_jurisdiccion_qui;~~REDIRECT>samborondon_jurisdiccion_qui~~;QUGQSBJU;1789;1808;788;;;;Quito;Jurisdiccion;;-1.96159;-79.72495
JUQUGQSE;Punta de Santa Elena;Punta de Santa Elena @;Jurisdiccion;Guayaquil;QUI;punta_de_santa_elena_jurisdiccion_qui;~~REDIRECT>punta_de_santa_elena_jurisdiccion_qui~~;QUGQSEJU;1701;1808;789;;;;Quito;Jurisdiccion;;-2.22666;-80.85678
JUQUGQYA;Yaguachi;Yaguachi @ Yaguache;Jurisdiccion;Guayaquil;QUI;yaguachi_jurisdiccion_qui;~~REDIRECT>yaguachi_jurisdiccion_qui~~;QUGQYAJU;1701;1808;790;;;;Quito;Jurisdiccion;;-2.16679;-79.64965
