citlist;Cita_completa;ftid;FuenteID;tipo;Nombre;Apellido;Autores_adicionales;Titulo;en_;Vols;Lugar;Año;Año original;Signatura;Archivo;URL;Nota;flag;tiempo;template;wikiincluded
Archivalia;'Títulos de gobernadores etc.', en: Archivo General de Indias,Santo_Domingo,1193;1487;agi_sd_gobernadores;Archivalia;;;;Títulos de gobernadores etc.;;;;;;Santo_Domingo,1193;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agi_sd_gobernadores@Nombre : @Apellido : @Autores adicionales : @Titulo : Títulos de gobernadores etc.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santo_Domingo,1193@URL : @Cita completa : 'Títulos de gobernadores etc.', en: Archivo General de Indias,Santo_Domingo,1193@----;yes
Archivalia;'Provisiones de empleos políticos y militares', en: Archivo General de Indias,Santa_Fe,555-558;1490;agi_sf_empleos;Archivalia;;;;Provisiones de empleos políticos y militares;;;;;;Santa_Fe,555-558;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agi_sf_empleos@Nombre : @Apellido : @Autores adicionales : @Titulo : Provisiones de empleos políticos y militares@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santa_Fe,555-558@URL : @Cita completa : 'Provisiones de empleos políticos y militares', en: Archivo General de Indias,Santa_Fe,555-558@----;yes
Archivalia;'Títulos de gobernadores etc.', en: Archivo General de Indias,Santa_Fe,563;1488;agi_sf_gobernadores;Archivalia;;;;Títulos de gobernadores etc.;;;;;;Santa_Fe,563;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agi_sf_gobernadores@Nombre : @Apellido : @Autores adicionales : @Titulo : Títulos de gobernadores etc.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santa_Fe,563@URL : @Cita completa : 'Títulos de gobernadores etc.', en: Archivo General de Indias,Santa_Fe,563@----;yes
Archivalia; 'Bogotá. Cuentas', en: Archivo General de Indias, Contaduria,1347;1257;agi-contaduria_1347;Archivalia;;NN.;;Bogotá. Cuentas;;;;;;Contaduria,1347;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agi-contaduria_1347@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Bogotá. Cuentas@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Contaduria,1347@URL : @Cita completa :  'Bogotá. Cuentas', en: Archivo General de Indias, Contaduria,1347@----;yes
Archivalia; 'Ubaque. Cuentas', en: Archivo General de Indias, Contaduria,1597;1258;agi-contaduria_1597;Archivalia;;NN.;;Ubaque. Cuentas;;;;;;Contaduria,1597;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agi-contaduria_1597@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Ubaque. Cuentas@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Contaduria,1597@URL : @Cita completa :  'Ubaque. Cuentas', en: Archivo General de Indias, Contaduria,1597@----;yes
Archivalia;" 'Descripción de la sección ""Correos"" del Archivo General de Indias'";6;agi-correos;Archivalia;;NN.;;"Descripción de la sección ""Correos"" del Archivo General de Indias";;;;;;;;http://pares.mcu.es;;;;"---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agi-correos@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Descripción de la sección ""Correos"" del Archivo General de Indias@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://pares.mcu.es@Cita completa :  'Descripción de la sección ""Correos"" del Archivo General de Indias'@----";yes
No;"Fuente desconocida (dato perdido en un ""accidente máximo creíble"" de datos) . Hay que revisar. Entrada hecha durante estadía de investigación en el AGI, por lo que debe haberse basado en documento del archivo";1268;agi-passim;genérico;;NN.;;"Fuente desconocida (dato perdido en un ""accidente máximo creíble"" de datos) . Hay que revisar. Entrada hecha durante estadía de investigación en el AGI, por lo que debe haberse basado en documento del archivo.";;;;;;;;;;;;"---- dataentry fuente ----@tipo-publicacion : genérico@FuenteID : agi-passim@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Fuente desconocida (dato perdido en un ""accidente máximo creíble"" de datos) . Hay que revisar. Entrada hecha durante estadía de investigación en el AGI, por lo que debe haberse basado en documento del archivo.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Fuente desconocida (dato perdido en un ""accidente máximo creíble"" de datos) . Hay que revisar. Entrada hecha durante estadía de investigación en el AGI, por lo que debe haberse basado en documento del archivo@----";yes
Archivalia; 'Relación particular de cada una de las jurisdicciones de las provincias de Sinaloa, Ostimuri y Sonora', en: Archivo General de Indias, Guadalajara,284;7;agi-sinaloa;Archivalia;;NN.;;Relación particular de cada una de las jurisdicciones de las provincias de Sinaloa, Ostimuri y Sonora;;;;;;Guadalajara,284;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agi-sinaloa@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Relación particular de cada una de las jurisdicciones de las provincias de Sinaloa, Ostimuri y Sonora@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Guadalajara,284@URL : @Cita completa :  'Relación particular de cada una de las jurisdicciones de las provincias de Sinaloa, Ostimuri y Sonora', en: Archivo General de Indias, Guadalajara,284@----;yes
Archivalia;'Informe de Juan González García, oficial real de Barbacoas, sobre el teniente de Tumaco', en: Archivo General de la Nación (Colombia),ADUANAS:SC.2,19,D.23.;1469;agnc_aduanas_19_23;Archivalia;;;;Informe de Juan González García, oficial real de Barbacoas, sobre el teniente de Tumaco;;;;;;ADUANAS:SC.2,19,D.23.;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_aduanas_19_23@Nombre : @Apellido : @Autores adicionales : @Titulo : Informe de Juan González García, oficial real de Barbacoas, sobre el teniente de Tumaco@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : ADUANAS:SC.2,19,D.23.@URL : @Cita completa : 'Informe de Juan González García, oficial real de Barbacoas, sobre el teniente de Tumaco', en: Archivo General de la Nación (Colombia),ADUANAS:SC.2,19,D.23.@----;yes
Archivalia; 'Mahates y Barranca: aprobación para fundar población.', en: Archivo General de la Nación (Colombia), POBLACIONES-VAR:SC.46,10,D.32;9;agn-c_barranca;Archivalia;;NN.;;Mahates y Barranca: aprobación para fundar población.;;;;;;POBLACIONES-VAR:SC.46,10,D.32.;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agn-c_barranca@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mahates y Barranca: aprobación para fundar población.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : POBLACIONES-VAR:SC.46,10,D.32.@URL : @Cita completa :  'Mahates y Barranca: aprobación para fundar población.', en: Archivo General de la Nación (Colombia), POBLACIONES-VAR:SC.46,10,D.32@----;yes
Archivalia;'El gobernador de Cartagena informa sobre elecciones en Simití', en: Archivo General de la Nación (Colombia),CABILDOS:SC.7,2,D.28;1475;agnc_cabildos_2_28;Archivalia;;;;El gobernador de Cartagena, informa sobre elecciones en Simití, sin estar establecido el cabildo local, para que las regulase;;;;;;CABILDOS:SC.7,2,D.28;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_cabildos_2_28@Nombre : @Apellido : @Autores adicionales : @Titulo : El gobernador de Cartagena, informa sobre elecciones en Simití, sin estar establecido el cabildo local, para que las regulase@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : CABILDOS:SC.7,2,D.28@URL : @Cita completa : 'El gobernador de Cartagena informa sobre elecciones en Simití', en: Archivo General de la Nación (Colombia),CABILDOS:SC.7,2,D.28@----;yes
Archivalia;'El alcalde del partido de Chaguani con el de Guaduas sobre jurisdicción', en: Archivo General de la Nación (Colombia),COMPETENCIAS:SC.13,5,D.10;1465;agnc_competencias_5_10;Archivalia;;;;El alcalde del partido de Chaguani con el de Guaduas sobre jurisdicción;;;;;;COMPETENCIAS:SC.13,5,D.10;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_competencias_5_10@Nombre : @Apellido : @Autores adicionales : @Titulo : El alcalde del partido de Chaguani con el de Guaduas sobre jurisdicción@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : COMPETENCIAS:SC.13,5,D.10@URL : @Cita completa : 'El alcalde del partido de Chaguani con el de Guaduas sobre jurisdicción', en: Archivo General de la Nación (Colombia),COMPETENCIAS:SC.13,5,D.10@----;yes
Archivalia;'Causa seguida a Juan Francisco Hincapié, Alcalde de Rioseco', en: Archivo General de la Nación (Colombia),CRIMINALES-JUICIOS:SC.19,23,D.1;1468;agnc_criminales_23_1;Archivalia;;;;Causa seguida a Juan Francisco Hincapié, Alcalde de Rioseco;;;;;;CRIMINALES-JUICIOS:SC.19,23,D.1;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_criminales_23_1@Nombre : @Apellido : @Autores adicionales : @Titulo : Causa seguida a Juan Francisco Hincapié, Alcalde de Rioseco@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : CRIMINALES-JUICIOS:SC.19,23,D.1@URL : @Cita completa : 'Causa seguida a Juan Francisco Hincapié, Alcalde de Rioseco', en: Archivo General de la Nación (Colombia),CRIMINALES-JUICIOS:SC.19,23,D.1@----;yes
Archivalia;'Chocó: Misiones. Iro y Mungarra, preeminencias del curato', en: Archivo General de la Nación (Colombia),CURAS-OBISPOS:SC.21,2,D.9;1470;agnc_curas_2_9;Archivalia;;;;Chocó: Misiones. Iro y Mungarra, preeminencias del curato;;;;;;CURAS-OBISPOS:SC.21,2,D.9;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_curas_2_9@Nombre : @Apellido : @Autores adicionales : @Titulo : Chocó: Misiones. Iro y Mungarra, preeminencias del curato@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : CURAS-OBISPOS:SC.21,2,D.9@URL : @Cita completa : 'Chocó: Misiones. Iro y Mungarra, preeminencias del curato', en: Archivo General de la Nación (Colombia),CURAS-OBISPOS:SC.21,2,D.9@----;yes
Archivalia;'Informe respecto de si el pueblo de Jegua es de la fundación de Mompós o de la de Corozal', en: Archivo General de la Nación (Colombia),POBLACIONES-VAR:SC.46,10,D.46;1471;agnc_hist_civil_20_32;Archivalia;;;;nforme respecto de si el pueblo de Jegua es de la fundación de Mompós o de la de Corozal;;;;;;POBLACIONES-VAR:SC.46,10,D.46;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_hist_civil_20_32@Nombre : @Apellido : @Autores adicionales : @Titulo : nforme respecto de si el pueblo de Jegua es de la fundación de Mompós o de la de Corozal@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : POBLACIONES-VAR:SC.46,10,D.46@URL : @Cita completa : 'Informe respecto de si el pueblo de Jegua es de la fundación de Mompós o de la de Corozal', en: Archivo General de la Nación (Colombia),POBLACIONES-VAR:SC.46,10,D.46@----;yes
Archivalia;'Chocó: reducción de sus indios y fundación de Urada', en: Archivo General de la Nación (Colombia),CACIQUES_INDIOS,24,D.10.;1464;agnc_indios_24_10_;Archivalia;;;;Chocó: reducción de sus indios y fundación de Urada.;;;;;;CACIQUES_INDIOS,24,D.10.;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_indios_24_10_@Nombre : @Apellido : @Autores adicionales : @Titulo : Chocó: reducción de sus indios y fundación de Urada.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : CACIQUES_INDIOS,24,D.10.@URL : @Cita completa : 'Chocó: reducción de sus indios y fundación de Urada', en: Archivo General de la Nación (Colombia),CACIQUES_INDIOS,24,D.10.@----;yes
Archivalia;'Nombramiento de corregidores, terna para curato', en: Archivo General de la Nación (Colombia), MISCELANEA:SC.39,133,D.45;1462;agnc_misc_133_45;Archivalia;;;;Nombramiento de corregidores, terna para curato.;;;;;; MISCELANEA:SC.39,133,D.45;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_misc_133_45@Nombre : @Apellido : @Autores adicionales : @Titulo : Nombramiento de corregidores, terna para curato.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura :  MISCELANEA:SC.39,133,D.45@URL : @Cita completa : 'Nombramiento de corregidores, terna para curato', en: Archivo General de la Nación (Colombia), MISCELANEA:SC.39,133,D.45@----;yes
Archivalia;'Misiones de andaquíes y putumayos', en: Archivo General de la Nación (Colombia),MISCELANEA:SC.39,141,D.57;1473;agnc_misc_141_57;Archivalia;;;;Misiones de andaquíes y putumayos.;;;;;;MISCELANEA:SC.39,141,D.57;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_misc_141_57@Nombre : @Apellido : @Autores adicionales : @Titulo : Misiones de andaquíes y putumayos.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : MISCELANEA:SC.39,141,D.57@URL : @Cita completa : 'Misiones de andaquíes y putumayos', en: Archivo General de la Nación (Colombia),MISCELANEA:SC.39,141,D.57@----;yes
Archivalia;'Quibdó: asalto perpetrado por indios cunas de Pabarandó', en: Archivo General de la Nación (Colombia), MISCELANEA:SC.39,72,D.30;1463;agnc_misc_72_30;Archivalia;;;;Quibdó: asalto perpetrado por indios cunas de Pabarandó.;;;;;; MISCELANEA:SC.39,72,D.30;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_misc_72_30@Nombre : @Apellido : @Autores adicionales : @Titulo : Quibdó: asalto perpetrado por indios cunas de Pabarandó.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura :  MISCELANEA:SC.39,72,D.30@URL : @Cita completa : 'Quibdó: asalto perpetrado por indios cunas de Pabarandó', en: Archivo General de la Nación (Colombia), MISCELANEA:SC.39,72,D.30@----;yes
Archivalia;'Demarcación Corregimiento de Tunja (1795)', en: Archivo General de la Nación (Colombia),POBLACIONES-BOY:SC.46,1BIS,D.14;1482;agnc_pob_boy_1bis_14;Archivalia;;;;Demarcación Corregimiento de Tunja (1795);;;;;;POBLACIONES-BOY:SC.46,1BIS,D.14;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_pob_boy_1bis_14@Nombre : @Apellido : @Autores adicionales : @Titulo : Demarcación Corregimiento de Tunja (1795)@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : POBLACIONES-BOY:SC.46,1BIS,D.14@URL : @Cita completa : 'Demarcación Corregimiento de Tunja (1795)', en: Archivo General de la Nación (Colombia),POBLACIONES-BOY:SC.46,1BIS,D.14@----;yes
Archivalia;'Agregación de Sora, Cucaita y Samacá, a Turmequé', en: Archivo General de la Nación (Colombia),POBLACIONES-BOY:SC.46,1BIS,D.8;1466;agnc_pob_boy_1bis_8;Archivalia;;;;Agregación de Sora, Cucaita y Samacá, a Turmequé;;;;;;POBLACIONES-BOY:SC.46,1BIS,D.8;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_pob_boy_1bis_8@Nombre : @Apellido : @Autores adicionales : @Titulo : Agregación de Sora, Cucaita y Samacá, a Turmequé@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : POBLACIONES-BOY:SC.46,1BIS,D.8@URL : @Cita completa : 'Agregación de Sora, Cucaita y Samacá, a Turmequé', en: Archivo General de la Nación (Colombia),POBLACIONES-BOY:SC.46,1BIS,D.8@----;yes
Archivalia;'Antioquia: exenciones', en: Archivo General de la Nación (Colombia),POBLACIONES-VAR:SC.46,10,D.2;1476;agnc_pob_var_10_2;Archivalia;;;;Antioquia: exenciones.;;;;;;POBLACIONES-VAR:SC.46,10,D.2;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_pob_var_10_2@Nombre : @Apellido : @Autores adicionales : @Titulo : Antioquia: exenciones.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : POBLACIONES-VAR:SC.46,10,D.2@URL : @Cita completa : 'Antioquia: exenciones', en: Archivo General de la Nación (Colombia),POBLACIONES-VAR:SC.46,10,D.2@----;yes
Archivalia;'Guaduas: agregación de poblaciones', en: Archivo General de la Nación (Colombia),POBLACIONES-VAR:SC.46,8,D.23;1474;agnc_pob_var_8_23;Archivalia;;;;Guaduas: agregación de poblaciones.;;;;;;POBLACIONES-VAR:SC.46,8,D.23;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_pob_var_8_23@Nombre : @Apellido : @Autores adicionales : @Titulo : Guaduas: agregación de poblaciones.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : POBLACIONES-VAR:SC.46,8,D.23@URL : @Cita completa : 'Guaduas: agregación de poblaciones', en: Archivo General de la Nación (Colombia),POBLACIONES-VAR:SC.46,8,D.23@----;yes
Mapas;'Provincia de Putumayo, entre los ríos Caquetá y Napo', en: Archivo General de la Nación (Colombia), CO.AGN.SMP.6,REF.132 (Mapa, s.d.);1526;agnc_putumayo;Mapa;;;;Provincia de Putumayo, entre los ríos Caquetá y Napo (Mapa);;;;;; 	CO.AGN.SMP.6,REF.132;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : agnc_putumayo@Nombre : @Apellido : @Autores adicionales : @Titulo : Provincia de Putumayo, entre los ríos Caquetá y Napo (Mapa)@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura :  	CO.AGN.SMP.6,REF.132@URL : @Cita completa : 'Provincia de Putumayo, entre los ríos Caquetá y Napo', en: Archivo General de la Nación (Colombia), CO.AGN.SMP.6,REF.132 (Mapa, s.d.)@----;
Mapas;Río Magdalena desde Honda hasta el Río de Opia;1472;agnc_smp_4_250a;Mapa;;;;Río Magdalena desde Honda hasta el Río de Opia;;;;;;CO.AGN.SMP.4,REF.250A;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : agnc_smp_4_250a@Nombre : @Apellido : @Autores adicionales : @Titulo : Río Magdalena desde Honda hasta el Río de Opia@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : CO.AGN.SMP.4,REF.250A@URL : @Cita completa : Río Magdalena desde Honda hasta el Río de Opia@----;yes
Archivalia;'Mongua: Solicitud de sus naturales de relevación del pago de tributos, en atención a las epidemias que los diezman y a la pérdida de sus sementeras', en: Archivo General de la Nación (Colombia),TRIBUTOS:SC.60,18,D.27;1467;agnc_tributos_18_27;Archivalia;;;;Mongua: Solicitud de sus naturales de relevación del pago de tributos, en atención a las epidemias que los diezman y a la pérdida de sus sementeras;;;;;;TRIBUTOS:SC.60,18,D.27;Archivo General de la Nación (Colombia);;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc_tributos_18_27@Nombre : @Apellido : @Autores adicionales : @Titulo : Mongua: Solicitud de sus naturales de relevación del pago de tributos, en atención a las epidemias que los diezman y a la pérdida de sus sementeras@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : TRIBUTOS:SC.60,18,D.27@URL : @Cita completa : 'Mongua: Solicitud de sus naturales de relevación del pago de tributos, en atención a las epidemias que los diezman y a la pérdida de sus sementeras', en: Archivo General de la Nación (Colombia),TRIBUTOS:SC.60,18,D.27@----;yes
Archivalia; 'Censos de población de Antioquia, Zaragoza, Guayaquil.', en: Archivo General de la Nación (Colombia), MISCELANEA:SC.39,99,D.11 (1790/1798);1287;agnc-antioquia-guayaquil;Archivalia;;NN.;;Censos de población de Antioquia, Zaragoza, Guayaquil.;;;;1790/1798;1790/1798;MISCELANEA:SC.39,99,D.11;Archivo General de la Nación (Colombia);;;matched;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : agnc-antioquia-guayaquil@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Censos de población de Antioquia, Zaragoza, Guayaquil.@en : @Vols : @Lugar : @Año : 1790/1798@Original : 1790/1798@Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : MISCELANEA:SC.39,99,D.11@URL : @Cita completa :  'Censos de población de Antioquia, Zaragoza, Guayaquil.', en: Archivo General de la Nación (Colombia), MISCELANEA:SC.39,99,D.11 (1790/1798)@----;yes
