fid;REG;Entidad;tipo;Label;Nombre;START;START_ex;END;END_ex;START_nb;START_na;END_nb;END_na;Agregado;Ent_identica;AbrA;AbrB;Wikilink_id;Wikilink_tipo;Entidad_alt;Wikilink;Wikilink2;Provincia_generica;Fuente;Nombre completo;Nombre_completo_wiki;Cabecera
118;GUA;JUGUCYGR;Subdelegacion;Gracias a Dios;Gracias a Dios;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;gracias a dios_jurisdiccion_gua;conceptos:subdelegacion;GUCYGRJU;gua_comayagua_gracias a dios;GUA;Comayagua;div-guatemala;Subdelegacion de Gracias a Dios;[[:conceptos:subdelegacion|Subdelegacion]] de Gracias a Dios;False
119;GUA;JUGUCYSE;Tenencia de subdelegacion;Sensenti;Sensenti;1787;not_before;1808;hgis;1787;;;;False;;Ten.;Part.;sensenti_jurisdiccion_gua;conceptos:partido;GUCYSEJU;gua_comayagua_sensenti;GUA;Comayagua;div-guatemala;Tenencia de subdelegacion de Sensenti;[[:conceptos:partido|Tenencia de subdelegacion]] de Sensenti;False
120;GUA;JUGUCYCN;Subdelegacion;Chinda;Chinda;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;chinda_jurisdiccion_gua;conceptos:subdelegacion;GUCYCNJU;gua_comayagua_chinda;GUA;Comayagua;div-guatemala;Subdelegacion de Chinda;[[:conceptos:subdelegacion|Subdelegacion]] de Chinda;False
121;GUA;JUGUTGTG;Alcaldia Mayor;Tegucigalpa;Tegucigalpa;1579;exact;1788;exact;;;;;False;;AM;AM;tegucigalpa_jurisdiccion_gua;conceptos:alcaldia_mayor;GUTGTGJU;gua_tegucigalpa_tegucigalpa;GUA;Tegucigalpa;div-guatemala;Alcaldia Mayor de Tegucigalpa;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Tegucigalpa;False
122;GUA;JUGUTGTG;Subdelegacion;Tegucigalpa;Tegucigalpa;1789;exact;1808;hgis;;;;;False;;Sd.;Sd.;tegucigalpa_jurisdiccion_gua;conceptos:subdelegacion;GUTGTGJU;gua_tegucigalpa_tegucigalpa;GUA;Tegucigalpa;div-guatemala;Subdelegacion de Tegucigalpa;[[:conceptos:subdelegacion|Subdelegacion]] de Tegucigalpa;False
131;GUA;JUGUSSSA;Subdelegacion;Santa Ana;Santa Ana;1787;exact;1805;exact;;;;;False;;Sd.;Sd.;santa ana_jurisdiccion_gua;conceptos:subdelegacion;GUSSSAJU;gua_san salvador_santa ana;GUA;San Salvador;div-guatemala;Subdelegacion de Santa Ana;[[:conceptos:subdelegacion|Subdelegacion]] de Santa Ana;False
132;GUA;JUGUSSSV;Jurisdiccion;San Vicente;San Vicente;1701;hgis;1786;exact;;;;;False;;Jur.;Jur.;san vicente_jurisdiccion_gua;conceptos:jurisdiccion;GUSSSVJU;gua_san salvador_san vicente;GUA;San Salvador;div-guatemala;Jurisdiccion de San Vicente;[[:conceptos:jurisdiccion|Jurisdiccion]] de San Vicente;False
133;GUA;JUGUSSSV;Subdelegacion-Jurisdiccion;San Vicente;San Vicente;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;san vicente_jurisdiccion_gua;conceptos:subdelegacion;GUSSSVJU;gua_san salvador_san vicente;GUA;San Salvador;div-guatemala;Subdelegacion-Jurisdiccion de San Vicente;[[:conceptos:subdelegacion|Subdelegacion-Jurisdiccion]] de San Vicente;False
134;GUA;JUGUSSSM;Jurisdiccion;San Miguel;San Miguel;1701;hgis;1786;exact;;;;;False;;Jur.;Jur.;san miguel_jurisdiccion_gua;conceptos:jurisdiccion;GUSSSMJU;gua_san salvador_san miguel;GUA;San Salvador;div-guatemala;Jurisdiccion de San Miguel;[[:conceptos:jurisdiccion|Jurisdiccion]] de San Miguel;False
135;GUA;JUGUSSSM;Subdelegacion-Jurisdiccion;San Miguel;San Miguel;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;san miguel_jurisdiccion_gua;conceptos:subdelegacion;GUSSSMJU;gua_san salvador_san miguel;GUA;San Salvador;div-guatemala;Subdelegacion-Jurisdiccion de San Miguel;[[:conceptos:subdelegacion|Subdelegacion-Jurisdiccion]] de San Miguel;False
138;GUA;PTGUSSOL;Tenencia de subdelegacion;Olocuilta;Olocuilta;1787;exact;1808;hgis;;;;;False;;Ten.;Part.;olocuilta_partido_gua;conceptos:partido;GUSSOLPT;gua_san salvador_olocuilta;GUA;San Salvador;div-guatemala;Tenencia de subdelegacion de Olocuilta;[[:conceptos:partido|Tenencia de subdelegacion]] de Olocuilta;False
139;GUA;PTGUSSCO;Partido;Cojutepeque;Cojutepeque;1701;hgis;1786;exact;;;;;False;;Part.;Part.;cojutepeque_partido_gua;conceptos:partido;GUSSCOPT;gua_san salvador_cojutepeque;GUA;San Salvador;div-guatemala;Partido de Cojutepeque;[[:conceptos:partido|Partido]] de Cojutepeque;False
140;GUA;PTGUSSCO;Tenencia de subdelegacion;Cojutepeque;Cojutepeque;1787;exact;1808;hgis;;;;;False;;Ten.;Ten.;cojutepeque_partido_gua;conceptos:partido;GUSSCOPT;gua_san salvador_cojutepeque;GUA;San Salvador;div-guatemala;Tenencia de subdelegacion de Cojutepeque;[[:conceptos:partido|Tenencia de subdelegacion]] de Cojutepeque;False
141;GUA;PTGUSSTE;Tenencia de subdelegacion;Texutla;Texutla;1787;exact;1808;hgis;;;;;False;;Ten.;Part.;texutla_partido_gua;conceptos:partido;GUSSTEPT;gua_guatemala_texutla;GUA;Guatemala;div-guatemala;Tenencia de subdelegacion de Texutla;[[:conceptos:partido|Tenencia de subdelegacion]] de Texutla;False
142;GUA;PTGUSSOP;Tenencia de subdelegacion;Opico;Opico;1787;exact;1808;hgis;;;;;False;;Ten.;Part.;opico_partido_gua;conceptos:partido;GUSSOPPT;gua_san salvador_opico;GUA;San Salvador;div-guatemala;Tenencia de subdelegacion de Opico;[[:conceptos:partido|Tenencia de subdelegacion]] de Opico;False
143;GUA;PTGUSSUS;Partido;Usulutan;Usulutan;1701;hgis;1786;exact;;;;;False;;Part.;Part.;usulutan_partido_gua;conceptos:partido;GUSSUSPT;gua_guatemala_usulutan;GUA;Guatemala;div-guatemala;Partido de Usulutan;[[:conceptos:partido|Partido]] de Usulutan;False
144;GUA;PTGUSSUS;Tenencia de subdelegacion;Usulutan;Usulutan;1787;exact;1808;hgis;;;;;False;;Ten.;Part.;usulutan_partido_gua;conceptos:partido;GUSSUSPT;gua_guatemala_usulutan;GUA;Guatemala;div-guatemala;Tenencia de subdelegacion de Usulutan;[[:conceptos:partido|Tenencia de subdelegacion]] de Usulutan;False
145;GUA;PTGUSSGO;Tenencia de subdelegacion;Gotera;Gotera;1787;exact;1808;hgis;;;;;False;;Ten.;Part.;gotera_partido_gua;conceptos:partido;GUSSGOPT;gua_san salvador_gotera;GUA;San Salvador;div-guatemala;Tenencia de subdelegacion de Gotera;[[:conceptos:partido|Tenencia de subdelegacion]] de Gotera;False
146;GUA;PTGUSSAL;Tenencia de subdelegacion;San Alejo;San Alejo;1787;exact;1808;hgis;;;;;False;;Ten.;Part.;san alejo_partido_gua;conceptos:partido;GUSSALPT;gua_san salvador_san alejo;GUA;San Salvador;div-guatemala;Tenencia de subdelegacion de San Alejo;[[:conceptos:partido|Tenencia de subdelegacion]] de San Alejo;False
148;GUA;JUGUSSSC;Subdelegacion;Sacatecoluca;Sacatecoluca;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;sacatecoluca_jurisdiccion_gua;conceptos:subdelegacion;GUSSSCJU;gua_san salvador_sacatecoluca;GUA;San Salvador;div-guatemala;Subdelegacion de Sacatecoluca;[[:conceptos:subdelegacion|Subdelegacion]] de Sacatecoluca;False
149;GUA;PTGUSSSN;Tenencia de subdelegacion;Titiguapa;Titiguapa;1787;exact;1798;exact;;;;;False;;Ten.;Part.;sensuntepeque_partido_gua;conceptos:partido;GUSSSNPT;gua_san salvador_sensuntepeque;GUA;San Salvador;div-guatemala;Tenencia de subdelegacion de Titiguapa;[[:conceptos:partido|Tenencia de subdelegacion]] de Titiguapa;False
150;GUA;JUGUSSME;Subdelegacion;Metapas;Metapas;1806;exact;1808;hgis;;;;;False;;Sd.;Sd.;metapas_jurisdiccion_gua;conceptos:subdelegacion;GUSSMEJU;gua_san salvador_metapas;GUA;San Salvador;div-guatemala;Subdelegacion de Metapas;[[:conceptos:subdelegacion|Subdelegacion]] de Metapas;False
151;GUA;JUGUGUSS;Alcaldia Mayor;Sonsonate;Sonsonate;1539;exact;1808;hgis;;;;;False;;AM;AM;sonsonate_jurisdiccion_gua;conceptos:alcaldia_mayor;GUGUSSJU;gua_guatemala_sonsonate;GUA;Guatemala;div-guatemala;Alcaldia Mayor de Sonsonate;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Sonsonate;False
152;GUA;PTGUGUGZ;Partido;Guazacapan;Guazacapan;1692;not_after;1808;hgis;;;;;False;;Part.;Part.;guazacapan_partido_gua;conceptos:partido;GUGUGZPT;gua_guatemala_guazacapan;GUA;Guatemala;div-guatemala;Partido de Guazacapan;[[:conceptos:partido|Partido]] de Guazacapan;False
153;GUA;JUGUGUES;Alcaldia Mayor;Escuintla;Escuintla y Guazacapan;1692;not_after;1808;hgis;;;;;False;;AM;AM;escuintla_jurisdiccion_gua;conceptos:alcaldia_mayor;GUGUESJU;gua_guatemala_escuintla;GUA;Guatemala;div-guatemala;Alcaldia Mayor de Escuintla;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Escuintla;False
154;GUA;JUGUGUCM;Corregimiento;Chiquimula;Chiquimula;1560;arbitrary;1763;ca;1545;1570;;;False;;C;C;chiquimula_jurisdiccion_gua;conceptos:corregimiento;GUGUCMJU;gua_guatemala_chiquimula;GUA;Guatemala;div-guatemala;Corregimiento de Chiquimula;[[:conceptos:corregimiento|Corregimiento]] de Chiquimula;False
155;GUA;JUGUGUAC;Corregimiento;Acasaguastlan;Acasaguastlan;1551;ca;1714;exact;1545;1551;;;False;;C;C;acasaguastlan_jurisdiccion_gua;conceptos:corregimiento;GUGUACJU;gua_guatemala_acasaguastlan;GUA;Guatemala;div-guatemala;Corregimiento de Acasaguastlan;[[:conceptos:corregimiento|Corregimiento]] de Acasaguastlan;False
158;GUA;JUGUGUCT;Alcaldia Mayor;Chimaltenango;Chimaltenango;1754;ca;1808;hgis;;;;;False;;AM;AM;chimaltenango_jurisdiccion_gua;conceptos:alcaldia_mayor;GUGUCTJU;gua_guatemala_chimaltenango;GUA;Guatemala;div-guatemala;Alcaldia Mayor de Chimaltenango;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Chimaltenango;False
159;GUA;JUGUGUGU;Corregimiento;El Valle;Valle de Guatemala;1547;ca;1753;ca;;;;;False;;C;C;valle de guatemala_jurisdiccion_gua;conceptos:corregimiento;GUGUGUJU;gua_guatemala_valle de guatemala;GUA;Guatemala;div-guatemala;Corregimiento de El Valle;[[:conceptos:corregimiento|Corregimiento]] de El Valle;False
161;GUA;JUGUGUVE;Alcaldia Mayor;Verapaz;Verapaz;1560;exact;1808;hgis;;;;;False;;AM;AM;verapaz_jurisdiccion_gua;conceptos:alcaldia_mayor;GUGUVEJU;gua_guatemala_verapaz;GUA;Guatemala;div-guatemala;Alcaldia Mayor de Verapaz;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Verapaz;False
162;GUA;MIGUGUPE;Presidio;Peten;Peten;1697;exact;1786;arbitrary;;;;;False;;Com.;Com.;peten_misiones_gua;conceptos:jurisdiccion_militar;GUGUPEMI;gua_guatemala_peten;GUA;Guatemala;div-guatemala;Presidio de Peten;[[:conceptos:jurisdiccion_militar|Presidio]] de Peten;False
163;GUA;JUGUGUTO;Corregimiento;Totonicapan;Huehuetenango y Totonicapan;1678;exact;1707;not_after;;;;;False;;C;C;totonicapan_jurisdiccion_gua;conceptos:corregimiento;GUGUTOJU;gua_guatemala_totonicapan;GUA;Guatemala;div-guatemala;Corregimiento de Totonicapan;[[:conceptos:corregimiento|Corregimiento]] de Totonicapan;False
164;GUA;JUGUGUTO;Alcaldia Mayor;Totonicapan;Totonicapan y Huehuetenango;1708;not_after;1808;hgis;;1708;;;False;;AM;AM;totonicapan_jurisdiccion_gua;conceptos:alcaldia_mayor;GUGUTOJU;gua_guatemala_totonicapan;GUA;Guatemala;div-guatemala;Alcaldia Mayor de Totonicapan;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Totonicapan;False
165;GUA;PTGUGUTO;Partido;Totonicapan;Totonicapan;1678;exact;1808;hgis;;;;;False;JUGUGUTO;Part.;Part.;totonicapan_partido_gua;conceptos:cabecera;GUGUTOPT;gua_guatemala_totonicapan;GUA;Guatemala;div-guatemala;Partido cabecera de Totonicapan;[[:conceptos:cabecera|Partido cabecera]] de Totonicapan;True
166;GUA;PTGUGUAT;Partido;Atitan;Atitan;1547;exact;1808;hgis;;;;;False;;Part.;Part.;atitan_partido_gua;conceptos:partido;GUGUATPT;gua_guatemala_atitan;GUA;Guatemala;div-guatemala;Partido de Atitan;[[:conceptos:partido|Partido]] de Atitan;False
167;GUA;JUGUGUSO;Alcaldia Mayor;Solola;Atitan y Atepanatitan;1689;exact;1794;not_after;;;;;False;;AM;AM;solola_jurisdiccion_gua;conceptos:alcaldia_mayor;GUGUSOJU;gua_guatemala_solola;GUA;Guatemala;div-guatemala;Alcaldia Mayor de Solola;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Solola;False
168;GUA;JUGUGUAM;Alcaldia Mayor;Amatique;Amatique y Santo Tomas de Castilla;1604;exact;1755;ca;;;;;False;;AM;AM;amatique_jurisdiccion_gua;conceptos:alcaldia_mayor;GUGUAMJU;gua_guatemala_amatique;GUA;Guatemala;div-guatemala;Alcaldia Mayor de Amatique;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Amatique;False
170;RPL;JURPMAMA;Gobernacion;Malvinas;Malvinas;1766;exact;1773;exact;;;;;False;;G;Gob.;malvinas_jurisdiccion_rpl;conceptos:gobernacion;RPMAMAJU;rpl_buenos aires_malvinas;RPL;Buenos Aires;;Gobernacion de Malvinas;[[:conceptos:gobernacion|Gobernacion]] de Malvinas;False
172;RPL;JURPPGPG;Superintendencia;Patagones;Establecimientos Patagonicos;1779;exact;1786;exact;;;;;False;;Superint.;Superint.;patagones_jurisdiccion_rpl;conceptos:entidades_atipicas;RPPGPGJU;rpl_buenos aires_patagones;RPL;Buenos Aires;;Superintendencia de Patagones;[[:conceptos:entidades_atipicas|Superintendencia]] de Patagones;False
173;RPL;JURPPGPG;Comandancia;Patagones;Patagones;1787;exact;1808;exact;;;;;False;;Com.;Com.;patagones_jurisdiccion_rpl;conceptos:jurisdiccion_militar;RPPGPGJU;rpl_buenos aires_patagones;RPL;Buenos Aires;;Comandancia de Patagones;[[:conceptos:jurisdiccion_militar|Comandancia]] de Patagones;False
175;RPL;JURPBACR;Tenencia de gobierno;Corrientes;Corrientes;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;corrientes_jurisdiccion_rpl;conceptos:jurisdiccion;RPBACRJU;rpl_buenos aires_corrientes;RPL;Buenos Aires;;Tenencia de gobierno de Corrientes;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Corrientes;False
176;RPL;JURPBACR;Subdelegacion;Corrientes;Corrientes;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;corrientes_jurisdiccion_rpl;conceptos:subdelegacion;RPBACRJU;rpl_buenos aires_corrientes;RPL;Buenos Aires;;Subdelegacion de Corrientes;[[:conceptos:subdelegacion|Subdelegacion]] de Corrientes;False
177;RPL;JURPBASF;Tenencia de gobierno;Santa Fe;Santa Fe;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;santa fe_jurisdiccion_rpl;conceptos:jurisdiccion;RPBASFJU;rpl_buenos aires_santa fe;RPL;Buenos Aires;;Tenencia de gobierno de Santa Fe;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Santa Fe;False
178;RPL;JURPBASF;Subdelegacion;Santa Fe;Santa Fe;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;santa fe_jurisdiccion_rpl;conceptos:subdelegacion;RPBASFJU;rpl_buenos aires_santa fe;RPL;Buenos Aires;;Subdelegacion de Santa Fe;[[:conceptos:subdelegacion|Subdelegacion]] de Santa Fe;False
179;RPL;JURPCOME;Jurisdiccion;Mendoza;Mendoza;1701;hgis;1783;exact;;;;;False;JUCHCYCY;Jur.;Jur.;mendoza_jurisdiccion_rpl;conceptos:cabecera;RPCOMEJU;rpl_cordoba_mendoza;RPL;Cordoba;;Jurisdiccion cabecera de Mendoza;[[:conceptos:cabecera|Jurisdiccion cabecera]] de Mendoza;True
180;RPL;JURPCOME;Subdelegacion;Mendoza;Mendoza;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;mendoza_jurisdiccion_rpl;conceptos:subdelegacion;RPCOMEJU;rpl_cordoba_mendoza;RPL;Cordoba;;Subdelegacion de Mendoza;[[:conceptos:subdelegacion|Subdelegacion]] de Mendoza;False
181;RPL;JURPCOSJ;Tenencia de corregimiento;San Juan;San Juan;1701;hgis;1783;exact;;;;;False;;Ten.;Jur.;san juan_jurisdiccion_rpl;conceptos:jurisdiccion;RPCOSJJU;rpl_cordoba_san juan;RPL;Cordoba;;Tenencia de corregimiento de San Juan;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de San Juan;False
182;RPL;JURPCOSJ;Subdelegacion;San Juan;San Juan;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;san juan_jurisdiccion_rpl;conceptos:subdelegacion;RPCOSJJU;rpl_cordoba_san juan;RPL;Cordoba;;Subdelegacion de San Juan;[[:conceptos:subdelegacion|Subdelegacion]] de San Juan;False
183;RPL;JURPCOSL;Tenencia de corregimiento;San Luis;San Luis;1701;hgis;1783;exact;;;;;False;;Ten.;Jur.;san luis_jurisdiccion_rpl;conceptos:jurisdiccion;RPCOSLJU;rpl_cordoba_san luis;RPL;Cordoba;;Tenencia de corregimiento de San Luis;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de San Luis;False
184;RPL;JURPCOSL;Subdelegacion;San Luis;San Luis;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;san luis_jurisdiccion_rpl;conceptos:subdelegacion;RPCOSLJU;rpl_cordoba_san luis;RPL;Cordoba;;Subdelegacion de San Luis;[[:conceptos:subdelegacion|Subdelegacion]] de San Luis;False
185;RPL;JURPCOLR;Tenencia de gobierno;La Rioja;La Rioja;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;la rioja_jurisdiccion_rpl;conceptos:jurisdiccion;RPCOLRJU;rpl_cordoba_la rioja;RPL;Cordoba;;Tenencia de gobierno de La Rioja;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de La Rioja;False
186;RPL;JURPCOLR;Subdelegacion;La Rioja;La Rioja;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;la rioja_jurisdiccion_rpl;conceptos:subdelegacion;RPCOLRJU;rpl_cordoba_la rioja;RPL;Cordoba;;Subdelegacion de La Rioja;[[:conceptos:subdelegacion|Subdelegacion]] de La Rioja;False
187;RPL;JURPCOCO;Jurisdiccion;Cordoba;Cordoba;1701;hgis;1783;exact;;;;;False;PRRPTU00;Jur.;Jur.;cordoba_jurisdiccion_rpl;conceptos:cabecera;RPCOCOJU;rpl_cordoba_cordoba;RPL;Cordoba;;Jurisdiccion cabecera de Cordoba;[[:conceptos:cabecera|Jurisdiccion cabecera]] de Cordoba;True
188;RPL;JURPCOCO;Subdelegacion;Cordoba;Cordoba;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;cordoba_jurisdiccion_rpl;conceptos:subdelegacion;RPCOCOJU;rpl_cordoba_cordoba;RPL;Cordoba;;Subdelegacion de Cordoba;[[:conceptos:subdelegacion|Subdelegacion]] de Cordoba;False
189;RPL;JURPSASA;Tenencia de gobierno;Salta;Salta;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;salta_jurisdiccion_rpl;conceptos:jurisdiccion;RPSASAJU;rpl_salta_salta;RPL;Salta;;Tenencia de gobierno de Salta;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Salta;False
190;RPL;JURPSASA;Subdelegacion;Salta;Salta;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;salta_jurisdiccion_rpl;conceptos:subdelegacion;RPSASAJU;rpl_salta_salta;RPL;Salta;;Subdelegacion de Salta;[[:conceptos:subdelegacion|Subdelegacion]] de Salta;False
191;RPL;JURPSAPU;Subdelegacion;La Puna;La Puna;1796;exact;1808;hgis;;;;;False;;Sd.;Sd.;la puna_jurisdiccion_rpl;conceptos:subdelegacion;RPSAPUJU;rpl_salta_la puna;RPL;Salta;;Subdelegacion de La Puna;[[:conceptos:subdelegacion|Subdelegacion]] de La Puna;False
192;RPL;JURPSASM;Tenencia de gobierno;San Miguel;San Miguel de Tucuman;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;san miguel de tucuman_jurisdiccion_rpl;conceptos:jurisdiccion;RPSASMJU;rpl_salta_san miguel de tucuman;RPL;Salta;;Tenencia de gobierno de San Miguel;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de San Miguel;False
193;RPL;JURPSASM;Subdelegacion;San Miguel;San Miguel de Tucuman;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;san miguel de tucuman_jurisdiccion_rpl;conceptos:subdelegacion;RPSASMJU;rpl_salta_san miguel de tucuman;RPL;Salta;;Subdelegacion de San Miguel;[[:conceptos:subdelegacion|Subdelegacion]] de San Miguel;False
194;RPL;JURPSAES;Tenencia de gobierno;Santiago;Santiago del Estero;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;santiago del estero_jurisdiccion_rpl;conceptos:jurisdiccion;RPSAESJU;rpl_salta_santiago del estero;RPL;Salta;;Tenencia de gobierno de Santiago;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Santiago;False
195;RPL;JURPSAES;Subdelegacion;Santiago;Santiago del Estero;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;santiago del estero_jurisdiccion_rpl;conceptos:subdelegacion;RPSAESJU;rpl_salta_santiago del estero;RPL;Salta;;Subdelegacion de Santiago;[[:conceptos:subdelegacion|Subdelegacion]] de Santiago;False
196;RPL;JURPSACT;Tenencia de gobierno;Catamarca;Catamarca;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;catamarca_jurisdiccion_rpl;conceptos:jurisdiccion;RPSACTJU;rpl_salta_catamarca;RPL;Salta;;Tenencia de gobierno de Catamarca;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Catamarca;False
197;RPL;JURPSACT;Subdelegacion;Catamarca;Catamarca;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;catamarca_jurisdiccion_rpl;conceptos:subdelegacion;RPSACTJU;rpl_salta_catamarca;RPL;Salta;;Subdelegacion de Catamarca;[[:conceptos:subdelegacion|Subdelegacion]] de Catamarca;False
198;RPL;JURPSAJU;Tenencia de gobierno;Jujuy;Jujuy;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;jujuy_jurisdiccion_rpl;conceptos:jurisdiccion;RPSAJUJU;rpl_salta_jujuy;RPL;Salta;;Tenencia de gobierno de Jujuy;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Jujuy;False
199;RPL;JURPSAJU;Subdelegacion;Jujuy;Jujuy;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;jujuy_jurisdiccion_rpl;conceptos:subdelegacion;RPSAJUJU;rpl_salta_jujuy;RPL;Salta;;Subdelegacion de Jujuy;[[:conceptos:subdelegacion|Subdelegacion]] de Jujuy;False
200;RPL;JURPSANO;Subdelegacion;Nueva Oran;Nueva Oran;1795;exact;1808;hgis;;;;;False;;Sd.;Sd.;nueva oran_jurisdiccion_rpl;conceptos:subdelegacion;RPSANOJU;rpl_salta_nueva oran;RPL;Salta;;Subdelegacion de Nueva Oran;[[:conceptos:subdelegacion|Subdelegacion]] de Nueva Oran;False
218;RPL;PTRPPACO;Partido;Villa Real;Villa Real;1773;exact;1783;exact;;;;;False;;Part.;Part.;villa real_partido_rpl;conceptos:partido;RPPACOPT;rpl_paraguay_villa real;RPL;Paraguay;;Partido de Villa Real;[[:conceptos:partido|Partido]] de Villa Real;False
219;RPL;PTRPPACO;Subdelegacion;Villa Real;Villa Real;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;villa real_partido_rpl;conceptos:subdelegacion;RPPACOPT;rpl_paraguay_villa real;RPL;Paraguay;;Subdelegacion de Villa Real;[[:conceptos:subdelegacion|Subdelegacion]] de Villa Real;False
220;RPL;JURPPACU;Partido;Curuguaty;Curuguaty;1716;exact;1783;exact;;;;;False;;Part.;Part.;curuguaty_partido_rpl;conceptos:partido;RPPACUJU;rpl_paraguay_curuguaty;RPL;Paraguay;;Partido de Curuguaty;[[:conceptos:partido|Partido]] de Curuguaty;False
221;RPL;JURPPACU;Subdelegacion;Curuguaty;Curuguaty;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;curuguaty_partido_rpl;conceptos:subdelegacion;RPPACUJU;rpl_paraguay_curuguaty;RPL;Paraguay;;Subdelegacion de Curuguaty;[[:conceptos:subdelegacion|Subdelegacion]] de Curuguaty;False
222;RPL;JURPPAES;Jurisdiccion;Villarrica;Villarrica;1701;hgis;1783;exact;;;;;False;;Jur.;Jur.;villarrica_partido_rpl;conceptos:jurisdiccion;RPPAESJU;rpl_paraguay_villarrica;RPL;Paraguay;;Jurisdiccion de Villarrica;[[:conceptos:jurisdiccion|Jurisdiccion]] de Villarrica;False
223;RPL;JURPPAES;Subdelegacion;Villarrica;Villarrica;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;villarrica_partido_rpl;conceptos:subdelegacion;RPPAESJU;rpl_paraguay_villarrica;RPL;Paraguay;;Subdelegacion de Villarrica;[[:conceptos:subdelegacion|Subdelegacion]] de Villarrica;False
224;RPL;JURPPAYC;Subdelegacion;Ycuamandiyu;Ycuamandiyu;1784;exact;1808;hgis;;;;;False;;Sd.;Sd.;ycuamandiyu_partido_rpl;conceptos:subdelegacion;RPPAYCJU;rpl_paraguay_ycuamandiyu;RPL;Paraguay;;Subdelegacion de Ycuamandiyu;[[:conceptos:subdelegacion|Subdelegacion]] de Ycuamandiyu;False
225;RPL;PMRPPANE;Pueblo;San Juan Nepomuceno;San Juan Nepomuceno;1797;exact;1808;hgis;;;;;False;;Pdi;Rep.;san juan nepomuceno_jurisdiccion_rpl;conceptos:jurisdiccion;RPPANEPM;rpl_paraguay_san juan nepomuceno;RPL;Paraguay;;Pueblo de San Juan Nepomuceno;[[:conceptos:jurisdiccion|Pueblo]] de San Juan Nepomuceno;False
