REG;gz_id;InstID;Label;Tipo;Cardinalidad;Rango;Lugar;START_;START_ex;END_;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain
GDJ;1004610;Correo_1004610;Estafeta de correo de Nochistlán;Estafeta de correo;Estafeta;4;Nochistlán;9999;;9999;;;correo-mexico;;Mexico;Mexico;Correo
GDJ;1005065;Correo_1005065;Estafeta de correo de Jolapa;Estafeta de correo;Estafeta;4;Jolapa;9999;;9999;;;correo-mexico;;Mexico;Mexico;Correo
GDJ;1000515;Correo_1000515;Estafeta de correo de San Juan de Lagos;Estafeta de correo;Estafeta;4;San Juan de Lagos;9999;;9999;;;correo-mexico;;Mexico;Mexico;Correo
CHL;7000002;Puerto_7000002;Puerto de Concepción;Puerto mayor;Comercio libre;1;Concepción;1798;;9999;;;Interpolación;;;;Puerto
QUI;5600003;Puerto_5600003;Puerto de Guayaquil;Puerto mayor;Comercio libre;1;Guayaquil;1798;;9999;;;Interpolación;;;;Puerto
VEN;4000010;Puerto_4000010;Puerto de La Guaira;Puerto mayor;Comercio libre;1;La Guaira;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000004;Puerto_3000004;Puerto de La Habana;Puerto mayor;Comercio libre;1;La Habana;1798;;9999;;;Interpolación;;;;Puerto
RPL;9000024;Puerto_9000024;Puerto de Montevideo;Puerto mayor;Comercio libre;1;Montevideo;1798;;9999;;;Interpolación;;;;Puerto
CHL;7000003;Puerto_7000003;Puerto de Valparaíso;Puerto mayor;Comercio libre;1;Valparaíso;1798;;9999;;;Interpolación;;;;Puerto
NES;1000021;Puerto_1000021;Puerto de Veracruz;Puerto mayor;Comercio libre;1;Veracruz;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000030;Puerto_3000030;Puerto de Batabano;Puerto menor;Comercio libre;2;Batabano;1765;;1777;;;Interpolación;;;;Puerto
VEN;4000004;Puerto_4000004;Puerto de isla de Trinidad;Puerto menor;Comercio libre;2;isla de Trinidad;1765;;1777;;;Interpolación;;;;Puerto
VEN;4000393;Puerto_4000393;Puerto de isla Margarita;Puerto menor;Comercio libre;2;isla Margarita;1765;;1777;;;Interpolación;;;;Puerto
SDO;3000175;Puerto_3000175;Puerto de Monte-Christi;Puerto menor;Comercio libre;2;Monte-Christi;1765;;1777;;;Interpolación;;;;Puerto
SDO;3000003;Puerto_3000003;Puerto de San Juan de Puerto Rico;Puerto menor;Comercio libre;2;San Juan de Puerto Rico;1765;;1777;;;Interpolación;;;;Puerto
SDO;3000005;Puerto_3000005;Puerto de Santiago de Cuba;Puerto menor;Comercio libre;2;Santiago de Cuba;1765;;1777;;;Interpolación;;;;Puerto
SDO;3000001;Puerto_3000001;Puerto de Santo Domingo;Puerto menor;Comercio libre;2;Santo Domingo;1765;;1777;;;Interpolación;;;;Puerto
SDO;3000010;Puerto_3000010;Puerto de Trinidad;Puerto menor;Comercio libre;2;Trinidad;1765;;1777;;;Interpolación;;;;Puerto
SDO;3000023;Puerto_3000023;Puerto de Nueva Orleans;Puerto menor;Comercio libre;2;Nueva Orleans;1768;;1777;;;Interpolación;;;;Puerto
NES;1000226;Puerto_1000226;Puerto de Campeche;Puerto menor;Comercio libre;2;Campeche;1770;;1777;;;Interpolación;;;;Puerto
NGR;5000012;Puerto_5000012;Puerto de Riohacha;Puerto menor;Comercio libre;2;Riohacha;1776;;1777;;;Interpolación;;;;Puerto
NGR;5000011;Puerto_5000011;Puerto de Santa Marta;Puerto menor;Comercio libre;2;Santa Marta;1776;;1777;;;Interpolación;;;;Puerto
SDO;3000030;Puerto_3000030;Puerto de Batabano;Puerto menor;Comercio libre;2;Batabano;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
NES;1000226;Puerto_1000226;Puerto de Campeche;Puerto menor;Comercio libre;2;Campeche;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
NGR;5000725;Puerto_5000725;Puerto de Chagres;Puerto menor;Comercio libre;2;Chagres;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
GUA;2000732;Puerto_2000732;Puerto de Santo Tomás de Castilla;Puerto menor;Comercio libre;2;Santo Tomás de Castilla;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
VEN;4000393;Puerto_4000393;Puerto de isla Margarita;Puerto menor;Comercio libre;2;isla Margarita;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
VEN;4000004;Puerto_4000004;Puerto de isla de Trinidad;Puerto menor;Comercio libre;2;isla de Trinidad;1778;;1797;;;Reglamento y aranceles reales para el comercio libre de España a Indias (Madrid 1778), pp. 5-6.;;;;Puerto
SDO;3000175;Puerto_3000175;Puerto de Monte-Christi;Puerto menor;Comercio libre;2;Monte-Christi;1778;;1797;;;Interpolación;;;;Puerto
GUA;2000259;Puerto_2000259;Puerto de Omoa;Puerto menor;Comercio libre;2;Omoa;1778;;1797;;;Interpolación;;;;Puerto
NGR;5000002;Puerto_5000002;Puerto de Panamá;Puerto menor;Comercio libre;2;Panamá;1778;;1797;;;Interpolación;;;;Puerto
NGR;5000005;Puerto_5000005;Puerto de Portobelo;Puerto menor;Comercio libre;2;Portobelo;1778;;1797;;;Interpolación;;;;Puerto
SDO;3000003;Puerto_3000003;Puerto de San Juan de Puerto Rico;Puerto menor;Comercio libre;2;San Juan de Puerto Rico;1778;;1797;;;Interpolación;;;;Puerto
SDO;3000005;Puerto_3000005;Puerto de Santiago de Cuba;Puerto menor;Comercio libre;2;Santiago de Cuba;1778;;1797;;;Interpolación;;;;Puerto
SDO;3000001;Puerto_3000001;Puerto de Santo Domingo;Puerto menor;Comercio libre;2;Santo Domingo;1778;;1797;;;Interpolación;;;;Puerto
SDO;3000010;Puerto_3000010;Puerto de Trinidad;Puerto menor;Comercio libre;2;Trinidad;1778;;1797;;;Interpolación;;;;Puerto
SDO;9901007;Puerto_9901007;Puerto de Nuevitas;Puerto menor;Comercio libre;2;Nuevitas;1778;;1797;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto
VEN;4000005;Puerto_4000005;Puerto de Cumaná;Puerto menor;Comercio libre;2;Cumaná;1788;;1797;;;Interpolación;;;;Puerto
VEN;4000009;Puerto_4000009;Puerto de Guayana;Puerto menor;Comercio libre;2;Guayana;1788;;1797;;;Interpolación;;;;Puerto
VEN;9901006;Puerto_9901006;Puerto de La Cruz;Puerto menor;Comercio libre;2;La Cruz;1788;;1797;;;Interpolación;;;;Puerto
NES;1000006;Puerto_1000006;Puerto de Acapulco;Puerto menor;Comercio libre;2;Acapulco;1789;;1797;;Sólo para comercio americano.;Interpolación;;;;Puerto
GDJ;1000059;Puerto_1000059;Puerto de San Blas;Puerto menor;Comercio libre;2;San Blas;1789;;1797;;Sólo para comercio americano. Se resforzó y amplió en 1796, 1797 y 1801-1803.;Interpolación;;;;Puerto
NES;1000018;Puerto_1000018;Puerto de Villahermosa;Puerto menor;Comercio libre;2;Villahermosa;1792;;1797;;;Adela Pinet Plasencia, La península de Yucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto
VEN;4000007;Puerto_4000007;Puerto de Maracaibo;Puerto menor;Comercio libre;2;Maracaibo;1793;;1797;;;Interpolación;;;;Puerto
SDO;3000011;Puerto_3000011;Puerto de Matanzas;Puerto menor;Comercio libre;2;Matanzas;1793;;1797;;;Interpolación;;;;Puerto
;9901008;Puerto_9901008;Puerto de Caibarien;Puerto menor;Comercio libre;2;Caibarien (Remedios);1796;;1797;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto
NES;1004862;Puerto_1004862;Puerto de isla de Carmen;Puerto menor;Comercio libre;2;isla de Carmen;1796;;1797;;;Adela Pinet Plasencia, La península de Yucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto
GUA;2000132;Puerto_2000132;Puerto de Acajutla;Puerto menor;Comercio libre;2;Acajutla;1796;;1797;;;Interpolación;;;;Puerto
GUA;2000672;Puerto_2000672;Puerto de Realejo;Puerto menor;Comercio libre;2;Realejo;1796;;1797;;;Interpolación;;;;Puerto
NES;1000006;Puerto_1000006;Puerto de Acapulco;Puerto menor;Comercio libre;2;Acapulco;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000030;Puerto_3000030;Puerto de Batabano;Puerto menor;Comercio libre;2;Batabano;1798;;9999;;;Interpolación;;;;Puerto
NES;1000226;Puerto_1000226;Puerto de Campeche;Puerto menor;Comercio libre;2;Campeche;1798;;9999;;;Interpolación;;;;Puerto
NGR;5000725;Puerto_5000725;Puerto de Chagres;Puerto menor;Comercio libre;2;Chagres;1798;;9999;;;Interpolación;;;;Puerto
VEN;4000005;Puerto_4000005;Puerto de Cumaná;Puerto menor;Comercio libre;2;Cumaná;1798;;9999;;;Interpolación;;;;Puerto
GUA;2000732;Puerto_2000732;Puerto de Santo Tomás de Castilla;Puerto menor;Comercio libre;2;Santo Tomás de Castilla;1798;;9999;;;Interpolación;;;;Puerto
VEN;4000009;Puerto_4000009;Puerto de Guayana;Puerto menor;Comercio libre;2;Guayana;1798;;9999;;;Interpolación;;;;Puerto
VEN;4000393;Puerto_4000393;Puerto de isla de Margarita;Puerto menor;Comercio libre;2;isla de Margarita;1798;;9999;;;Interpolación;;;;Puerto
VEN;4000004;Puerto_4000004;Puerto de isla de Trinidad;Puerto menor;Comercio libre;2;isla de Trinidad;1798;;9999;;;Interpolación;;;;Puerto
VEN;9901006;Puerto_9901006;Puerto de La Cruz;Puerto menor;Comercio libre;2;La Cruz;1798;;9999;;;Interpolación;;;;Puerto
VEN;4000007;Puerto_4000007;Puerto de Maracaibo;Puerto menor;Comercio libre;2;Maracaibo;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000175;Puerto_3000175;Puerto de Monte-Christi;Puerto menor;Comercio libre;2;Monte-Christi;1798;;1799;;;Interpolación;;;;Puerto
GUA;2000259;Puerto_2000259;Puerto de Omoa;Puerto menor;Comercio libre;2;Omoa;1798;;9999;;;Interpolación;;;;Puerto
NGR;5000002;Puerto_5000002;Puerto de Panamá;Puerto menor;Comercio libre;2;Panamá;1798;;9999;;;Interpolación;;;;Puerto
NGR;5000005;Puerto_5000005;Puerto de Portobelo;Puerto menor;Comercio libre;2;Portobelo;1798;;9999;;;Interpolación;;;;Puerto
VEN;4000107;Puerto_4000107;Puerto de Puerto Cabello;Puerto menor;Comercio libre;2;Puerto Cabello;1798;;9999;;;Interpolación;;;;Puerto
GDJ;1000059;Puerto_1000059;Puerto de San Blas;Puerto menor;Comercio libre;2;San Blas;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000003;Puerto_3000003;Puerto de San Juan de Puerto Rico;Puerto menor;Comercio libre;2;San Juan de Puerto Rico;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000005;Puerto_3000005;Puerto de Santiago de Cuba;Puerto menor;Comercio libre;2;Santiago de Cuba;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000001;Puerto_3000001;Puerto de Santo Domingo;Puerto menor;Comercio libre;2;Santo Domingo;1798;;1799;;;Interpolación;;;;Puerto
;9901008;Puerto_9901008;Puerto de Caibarien;Puerto menor;Comercio libre;2;Caibarien (Remedios);1798;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto
NES;1000018;Puerto_1000018;Puerto de Villahermosa;Puerto menor;Comercio libre;2;Villahermosa;1798;;9999;;;Adela Pinet Plasencia, La península d eYucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto
NES;1004862;Puerto_1004862;Puerto de isla de Carmen;Puerto menor;Comercio libre;2;isla de Carmen;1798;;9999;;;Adela Pinet Plasencia, La península d eYucatán en el Archivo General de la Nación (Mécio, DF 1998), p. 127.;;;;Puerto
GUA;2000543;Puerto_2000543;Puerto de San Andrés;Puerto menor;Comercio libre;2;San Andrés;1798;;9999;;;"Rafael Andrés Sánchez Aguirre, ""El tejido de la identidad colectiva en San Andrés Isla: Colombianos y extraños"": Memorias. Revista digital de historia y arquología desde el Caribe 5, 9 (2008), p.61-85.";;;;Puerto
GUA;2000722;Puerto_2000722;Puerto de Rio San Juan;Puerto menor;Comercio libre;2;Rio San Juan;1798;;9999;;;"Victor H. Acuña, ""La reglamentación del comercio exterior en América central durante el siglo XVIII"":  Mesoamérica 1, 1 (1980), p. 7-55. AGI, Guatemala 833 No. 567";;;;Puerto
SDO;3000011;Puerto_3000011;Puerto de Matanzas;Puerto menor;Comercio libre;2;Matanzas;1798;;9999;;;Interpolación;;;;Puerto
GUA;2000132;Puerto_2000132;Puerto de Acajutla;Puerto menor;Comercio libre;2;Acajutla;1798;;9999;;;Interpolación;;;;Puerto
GUA;2000672;Puerto_2000672;Puerto de Realejo;Puerto menor;Comercio libre;2;Realejo;1798;;9999;;;Interpolación;;;;Puerto
SDO;3000010;Puerto_3000010;Puerto de Trinidad;Puerto menor;Comercio libre;2;Trinidad;1798;;9999;;;Interpolación;;;;Puerto
SDO;9901007;Puerto_9901007;Puerto de Nuevitas;Puerto menor;Comercio libre;2;Nuevitas;1798;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto
NES;1004568;Puerto_1004568;Puerto de Sisal;Puerto menor;Comercio libre;2;Sisal;1807;;9999;;En otras publicaciones se menciona 1814 como habilitación como puerto menor.;Luis Ángel Mezeta Canul, El abastecimiento mercantil en la ciudad de Mérida, 1790-1850 (tesis, Mérida de Yucatán 2014), p. 3.;;;;Puerto
VEN;4000393;Puerto_4000393;Puerto de isla Margarita;Real compañía de comercio para las islas de Santo Domingo, Puerto-Rico y La Margarita;Compañía privilegada;2;isla Margarita;1755;;1764;;;Interpolación;;;;Puerto
SDO;3000003;Puerto_3000003;Puerto de San Juan de Puerto Rico;Real compañía de comercio para las islas de Santo Domingo, Puerto-Rico y La Margarita;Compañía privilegada;2;San Juan de Puerto Rico;1755;;1764;;;Interpolación;;;;Puerto
SDO;3000001;Puerto_3000001;Puerto de Santo Domingo;Real compañía de comercio para las islas de Santo Domingo, Puerto-Rico y La Margarita;Compañía privilegada;2;Santo Domingo;1755;;1764;;;Interpolación;;;;Puerto
FIL;1600001;Puerto_1600001;Puerto de Manila;Real Compañía de Filipinas;Consular-Compañía privilegada;1;Manila;1785;;9999;;;Interpolación;;;;Puerto
VEN;4000010;Puerto_4000010;Puerto de La Guaira;Real Compañía Guipuzcoana;Compañía privilegada;2;La Guaira;1730;;1785;;;Interpolación;;;;Puerto
VEN;4000107;Puerto_4000107;Puerto de Puerto Cabello;Real Compañía Guipuzcoana;Compañía privilegada;2;Puerto Cabello;1730;;1785;;;Interpolación;;;;Puerto
VEN;4000005;Puerto_4000005;Puerto de Cumaná;Real Compañía Guipuzcoana;Compañía privilegada;2;Cumaná;1776;;1785;;;Interpolación;;;;Puerto
VEN;4000009;Puerto_4000009;Puerto de Guayana;Real Compañía Guipuzcoana;Compañía privilegada;2;Guayana;1776;;1785;;;Interpolación;;;;Puerto
VEN;9901006;Puerto_9901006;Puerto de La Cruz;Real Compañía Guipuzcoana;Compañía privilegada;2;La Cruz;1776;;1785;;;Interpolación;;;;Puerto
VEN;4000007;Puerto_4000007;Puerto de Maracaibo;Real Compañía Guipuzcoana;Compañía privilegada;2;Maracaibo;1776;;1785;;;Interpolación;;;;Puerto
RPL;9000033;Puerto_9000033;Puerto de Maldonado;Real compañía marítima;Compañía privilegada;2;Maldonado;1789;;1803;;;Interpolación;;;;Puerto
GUA;2000732;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registro y Flota;Consular;2;Santo Tomás de Castilla;1755;;1777;;La Real Compañía de Barcelona tenía licencia para algunos viajes anuales.;Interpolación;;;;Puerto
GUA;2000009;Puerto_2000009;Puerto de Trujillo;Registro y Flota;Consular;2;Trujillo;1755;;1777;;La Real Compañía de Barcelona tenía licencia para algunos viajes anuales.;Interpolación;;;;Puerto
VEN;4000005;Puerto_4000005;Puerto de Cumaná;Registro y Galeones de Tierrafirme;Consular;2;Cumaná;1755;;1775;;La Real Compañía de Barcelona tenía licencia para algunos viajes anuales.;Interpolación;;;;Puerto
PER;6000021;Puerto_6000021;Puerto de Arica;Registro y Armada del Mar del Sur;Consular;2;Arica;1720;;1738;;;Interpolación;;;;Puerto
PER;6000008;Puerto_6000008;Puerto de El Callao;Registro y Armada del Mar del Sur;Consular;1;El Callao;1720;;1738;;;Interpolación;;;;Puerto
QUI;5600003;Puerto_5600003;Puerto de Guayaquil;Registro y Armada del Mar del Sur;Consular;2;Guayaquil;1720;;1738;;;Interpolación;;;;Puerto
PER;6001392;Puerto_6001392;Puerto de Paita;Registro y Armada del Mar del Sur;Consular;3;Paita;1720;;1738;;En realidad un puerto no incorporado en el sistema, pero puerto de desembarque de pasajeros antes de continuar a El Callao.;Interpolación;;;;Puerto
NGR;5000002;Puerto_5000002;Puerto de Panamá;Registro y Armada del Mar del Sur;Consular;1;Panamá;1720;;1738;;;Interpolación;;;;Puerto
CHL;7000003;Puerto_7000003;Puerto de Valparaíso;Registro y Armada del Mar del Sur;Consular;2;Valparaíso;1720;;1738;;;Interpolación;;;;Puerto
PER;6000021;Puerto_6000021;Puerto de Arica;Registro y Armada del Mar del Sur;Consular;2;Arica;1754;;1777;;;Interpolación;;;;Puerto
PER;6000008;Puerto_6000008;Puerto de El Callao;Registro y Armada del Mar del Sur;Consular;1;El Callao;1754;;1777;;;Interpolación;;;;Puerto
QUI;5600003;Puerto_5600003;Puerto de Guayaquil;Registro y Armada del Mar del Sur;Consular;2;Guayaquil;1754;;1777;;;Interpolación;;;;Puerto
PER;6001392;Puerto_6001392;Puerto de Paita;Registro y Armada del Mar del Sur;Consular;3;Paita;1754;;1777;;En realidad un puerto no incorporado en el sistema, pero puerto de desembarque de pasajeros antes de continuar a El Callao.;Interpolación;;;;Puerto
NGR;5000002;Puerto_5000002;Puerto de Panamá;Registro y Armada del Mar del Sur;Consular;1;Panamá;1754;;1777;;;Interpolación;;;;Puerto
PER;6000003;Puerto_6000003;Puerto de Trujillo;Registro y Armada del Mar del Sur;Consular;2;Trujillo;1754;;1777;;;Interpolación;;;;Puerto
CHL;7000003;Puerto_7000003;Puerto de Valparaíso;Registro y Armada del Mar del Sur;Consular;2;Valparaíso;1754;;1777;;;Interpolación;;;;Puerto
SDO;3000001;Puerto_3000001;Puerto de Santo Domingo;Registro y Flota de Barlovento;Consular;2;Santo Domingo;1720;;1738;;;Interpolación;;;;Puerto
NES;1000226;Puerto_1000226;Puerto de Campeche;Registro y Flota de Barlovento;Consular;2;Campeche;1720;;1738;;;Interpolación;;;;Puerto
SDO;3000004;Puerto_3000004;Puerto de La Habana;Registro y Flota de Barlovento;Consular;1;La Habana;1720;;1738;;;Interpolación;;;;Puerto
SDO;3000003;Puerto_3000003;Puerto de San Juan de Puerto Rico;Registro y Flota de Barlovento;Consular;2;San Juan de Puerto Rico;1720;;1738;;;Interpolación;;;;Puerto
SDO;3000005;Puerto_3000005;Puerto de Santiago de Cuba;Registro y Flota de Barlovento;Consular;2;Santiago de Cuba;1720;;1738;;;Interpolación;;;;Puerto
GUA;2000732;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registro y Flota de Barlovento;Consular;2;Santo Tomás de Castilla;1720;;1738;;;Interpolación;;;;Puerto
GUA;2000009;Puerto_2000009;Puerto de Trujillo;Registro y Flota de Barlovento;Consular;2;Trujillo;1720;;1738;;;Interpolación;;;;Puerto
NES;1000021;Puerto_1000021;Puerto de Veracruz;Registro y Flota de Barlovento;Consular;1;Veracruz;1720;;1738;;;Interpolación;;;;Puerto
NES;1000226;Puerto_1000226;Puerto de Campeche;Registro y Flota de Barlovento;Consular;2;Campeche;1754;;1769;;;Interpolación;;;;Puerto
SDO;3000003;Puerto_3000003;Puerto de San Juan de Puerto Rico;Registro y Flota de Barlovento;Consular;2;San Juan de Puerto Rico;1754;;1754;;;Interpolación;;;;Puerto
SDO;3000005;Puerto_3000005;Puerto de Santiago de Cuba;Registro y Flota de Barlovento;Consular;2;Santiago de Cuba;1754;;1764;;;Interpolación;;;;Puerto
SDO;3000001;Puerto_3000001;Puerto de Santo Domingo;Registro y Flota de Barlovento;Consular;2;Santo Domingo;1754;;1754;;;Interpolación;;;;Puerto
GUA;2000732;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registro y Flota de Barlovento;Consular;2;Santo Tomás de Castilla;1754;;1777;;;Interpolación;;;;Puerto
GUA;2000009;Puerto_2000009;Puerto de Trujillo;Registro y Flota de Barlovento;Consular;2;Trujillo;1754;;1777;;;Interpolación;;;;Puerto
SDO;3000004;Puerto_3000004;Puerto de La Habana;"Registro y Flota de Barlovento; Tornaviaje";Consular;1;La Habana;1754;;1764;;;Interpolación;;;;Puerto
NGR;5000004;Puerto_5000004;Puerto de Cartagena de Indias;Registro y Galeones de Tierrafirme;Consular;1;Cartagena de Indias;1720;;1738;;;Interpolación;;;;Puerto
VEN;4000005;Puerto_4000005;Puerto de Cumaná;Registro y Galeones de Tierrafirme;Consular;2;Cumaná;1720;;1738;;;Interpolación;;;;Puerto
VEN;4000004;Puerto_4000004;Puerto de isla de Trinidad;Registro y Galeones de Tierrafirme;Consular;2;isla de Trinidad;1720;;1738;;;Interpolación;;;;Puerto
VEN;4000393;Puerto_4000393;Puerto de isla Margarita;Registro y Galeones de Tierrafirme;Consular;2;isla Margarita;1720;;1738;;;Interpolación;;;;Puerto
VEN;4000010;Puerto_4000010;Puerto de La Guaira;Registro y Galeones de Tierrafirme;Consular;2;La Guaira;1720;;1729;;;Interpolación;;;;Puerto
VEN;4000007;Puerto_4000007;Puerto de Maracaibo;Registro y Galeones de Tierrafirme;Consular;2;Maracaibo;1720;;1738;;;Interpolación;;;;Puerto
NGR;5000005;Puerto_5000005;Puerto de Portobelo;Registro y Galeones de Tierrafirme;Consular;1;Portobelo;1720;;1738;;;Interpolación;;;;Puerto
NGR;5000012;Puerto_5000012;Puerto de Riohacha;Registro y Galeones de Tierrafirme;Consular;2;Riohacha;1720;;1738;;;Interpolación;;;;Puerto
NGR;5000011;Puerto_5000011;Puerto de Santa Marta;Registro y Galeones de Tierrafirme;Consular;2;Santa Marta;1720;;1738;;;Interpolación;;;;Puerto
NGR;5000004;Puerto_5000004;Puerto de Cartagena de Indias;Registro y Galeones de Tierrafirme;Consular;1;Cartagena de Indias;1754;;1777;;;Interpolación;;;;Puerto
VEN;4000004;Puerto_4000004;Puerto de isla de Trinidad;Registro y Galeones de Tierrafirme;Consular;2;isla de Trinidad;1754;;1764;;;Interpolación;;;;Puerto
VEN;4000393;Puerto_4000393;Puerto de isla Margarita;Registro y Galeones de Tierrafirme;Consular;2;isla Margarita;1754;;1754;;;Interpolación;;;;Puerto
VEN;4000007;Puerto_4000007;Puerto de Maracaibo;Registro y Galeones de Tierrafirme;Consular;2;Maracaibo;1754;;1764;;;Interpolación;;;;Puerto
NGR;5000005;Puerto_5000005;Puerto de Portobelo;Registro y Galeones de Tierrafirme;Consular;1;Portobelo;1754;;1777;;;Interpolación;;;;Puerto
NGR;5000012;Puerto_5000012;Puerto de Riohacha;Registro y Galeones de Tierrafirme;Consular;2;Riohacha;1754;;1754;;;Interpolación;;;;Puerto
NGR;5000011;Puerto_5000011;Puerto de Santa Marta;Registro y Galeones de Tierrafirme;Consular;2;Santa Marta;1754;;1775;;;Interpolación;;;;Puerto
RPL;9000001;Puerto_9000001;Puerto de Buenos Aires;Registros;Consular;1;Buenos Aires;1720;;1777;;;Interpolación;;;;Puerto
CHL;7000002;Puerto_7000002;Puerto de Concepción;Registros;Consular;2;Concepción;1720;;1777;;;Interpolación;;;;Puerto
RPL;9000024;Puerto_9000024;Puerto de Montevideo;Registros;Consular;2;Montevideo;1726;;1777;;;Interpolación;;;;Puerto
PER;6000021;Puerto_6000021;Puerto de Arica;Registros;Consular;2;Arica;1739;;1753;;;Interpolación;;;;Puerto
SDO;3000001;Puerto_3000001;Puerto de Santo Domingo;Registros;Consular;2;Santo Domingo;1739;;1753;;;Interpolación;;;;Puerto
NES;1000226;Puerto_1000226;Puerto de Campeche;Registros;Consular;2;Campeche;1739;;1753;;;Interpolación;;;;Puerto
NGR;5000004;Puerto_5000004;Puerto de Cartagena de Indias;Registros;Consular;1;Cartagena de Indias;1739;;1753;;;Interpolación;;;;Puerto
VEN;4000005;Puerto_4000005;Puerto de Cumaná;Registros;Consular;2;Cumaná;1739;;1753;;;Interpolación;;;;Puerto
PER;6000008;Puerto_6000008;Puerto de El Callao;Registros;Consular;1;El Callao;1739;;1753;;;Interpolación;;;;Puerto
QUI;5600003;Puerto_5600003;Puerto de Guayaquil;Registros;Consular;2;Guayaquil;1739;;1753;;;Interpolación;;;;Puerto
VEN;4000004;Puerto_4000004;Puerto de isla de Trinidad;Registros;Consular;2;isla de Trinidad;1739;;1753;;;Interpolación;;;;Puerto
VEN;4000393;Puerto_4000393;Puerto de isla Margarita;Registros;Consular;2;isla Margarita;1739;;1753;;;Interpolación;;;;Puerto
VEN;4000010;Puerto_4000010;Puerto de La Guaira;Registros;Consular;2;La Guaira;1739;;1753;;;Interpolación;;;;Puerto
SDO;3000004;Puerto_3000004;Puerto de La Habana;Registros;Consular;1;La Habana;1739;;1753;;;Interpolación;;;;Puerto
VEN;4000007;Puerto_4000007;Puerto de Maracaibo;Registros;Consular;2;Maracaibo;1739;;1753;;;Interpolación;;;;Puerto
PER;6001392;Puerto_6001392;Puerto de Paita;Registros;Consular;2;Paita;1739;;1753;;;Interpolación;;;;Puerto
NGR;5000002;Puerto_5000002;Puerto de Panamá;Registros;Consular;1;Panamá;1739;;1753;;;Interpolación;;;;Puerto
NGR;5000005;Puerto_5000005;Puerto de Portobelo;Registros;Consular;1;Portobelo;1739;;1753;;;Interpolación;;;;Puerto
VEN;4000107;Puerto_4000107;Puerto de Puerto Cabello;Registros;Consular;2;Puerto Cabello;1739;;1753;;;Interpolación;;;;Puerto
NGR;5000012;Puerto_5000012;Puerto de Riohacha;Registros;Consular;2;Riohacha;1739;;1753;;;Interpolación;;;;Puerto
SDO;3000003;Puerto_3000003;Puerto de San Juan de Puerto Rico;Registros;Consular;2;San Juan de Puerto Rico;1739;;1753;;;Interpolación;;;;Puerto
NGR;5000011;Puerto_5000011;Puerto de Santa Marta;Registros;Consular;2;Santa Marta;1739;;1753;;;Interpolación;;;;Puerto
SDO;3000005;Puerto_3000005;Puerto de Santiago de Cuba;Registros;Consular;2;Santiago de Cuba;1739;;1753;;;Interpolación;;;;Puerto
GUA;2000732;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registros;Consular;2;Santo Tomás de Castilla;1739;;1753;;;Interpolación;;;;Puerto
GUA;2000009;Puerto_2000009;Puerto de Trujillo;Registros;Consular;2;Trujillo;1739;;1753;;;Interpolación;;;;Puerto
CHL;7000003;Puerto_7000003;Puerto de Valparaíso;Registros;Consular;2;Valparaíso;1739;;1753;;;Interpolación;;;;Puerto
NES;1000021;Puerto_1000021;Puerto de Veracruz;Registros;Consular;1;Veracruz;1739;;1753;;;Interpolación;;;;Puerto
VEN;4000005;Puerto_4000005;Puerto de Cumaná;Registros;Consular;2;Cumaná;1754;;1754;;;Interpolación;;;;Puerto
NES;1000021;Puerto_1000021;Puerto de Veracruz;Registros;Consular;1;Veracruz;1778;;1788;;;Interpolación;;;;Puerto
